bucket,ingredientId,canonicalName,isDeadPointer,oldFdcId,oldDescription,newFdcId,newDescription,newDataType,newCal,newFat,newProtein,newCarbs,runnerUpFdcId,runnerUpDescription,judgeReason,hansRuling
ESCALATE,127c5e26-bd95-4dff-affe-3e8d60cf62ec,salsa roja,DEAD,746777,(FDC record not returned),174524,"Sauce, salsa, ready-to-serve",SR Legacy,29,0.17,1.52,6.64,746777,"Sauce, salsa, ready-to-serve","Salsa roja is red salsa; generic ready-to-serve salsa fits, verde is green so excluded.",
ESCALATE,c43dc8b1-e89d-45be-9750-b058be8fc8ae,shredded cheddar cheese,DEAD,328637,(FDC record not returned),328637,"Cheese, cheddar",Foundation,408,34,23.3,2.44,173414,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",Foundation cheddar is the clearest whole-food match; FDP cheddar (13) is a close alternative.,
ESCALATE,929e2132-88e2-437d-9ccb-06656cbbf2b4,swiss cheese,DEAD,746767,(FDC record not returned),746767,"Cheese, swiss",Foundation,393,31,27,1.44,171251,"Cheese, swiss",Plain swiss cheese; Foundation preferred over identical SR Legacy record.,
ESCALATE,b4f50ccf-b7e1-4a12-a3b6-90f11fbe8007,whole milk ricotta cheese,DEAD,746766,(FDC record not returned),746766,"Cheese, ricotta, whole milk",Foundation,157,11,7.81,6.86,170851,"Cheese, ricotta, whole milk",Both 0 and 1 are whole milk ricotta; Foundation preferred over SR Legacy.,
ESCALATE,26f9cf2a-5548-471a-ade9-2e1a5255a09d,whole-milk ricotta,DEAD,746766,(FDC record not returned),746766,"Cheese, ricotta, whole milk",Foundation,157,11,7.81,6.86,170851,"Cheese, ricotta, whole milk",Both 0 and 1 are whole milk ricotta; Foundation preferred over SR Legacy.,
ESCALATE,782b0eea-bbfd-4ea6-a3d2-1bafed231244,whole-milk ricotta cheese,DEAD,746766,(FDC record not returned),746766,"Cheese, ricotta, whole milk",Foundation,157,11,7.81,6.86,170851,"Cheese, ricotta, whole milk",Both 0 and 1 are whole milk ricotta; Foundation record preferred but SR Legacy nearly identical.,
ESCALATE,b1cce1aa-0acd-4dc8-8bbb-08e698bd5aca,yellow mustard,DEAD,326698,(FDC record not returned),326698,"Mustard, prepared, yellow",Foundation,61,3.38,4.25,5.3,172234,"Mustard, prepared, yellow",Yellow prepared mustard; Foundation preferred over SR Legacy duplicate.,
ESCALATE,465709f9-c999-4a56-a826-d352cbaab93b,beef broth,,171561,"Soup, beef broth, cubed, dry",171538,"Soup, beef broth or bouillon canned, ready-to-serve",SR Legacy,7,0.22,1.14,0.04,174557,"Soup, beef broth, bouillon, consomme, prepared with equal volume water",Ready-to-serve beef broth matches recipe use; consomme prepared with water is a close alternative.,
ESCALATE,0c4cb179-526e-483d-a228-6796ea4fda9e,black beans,,173734,"Beans, black, mature seeds, raw",173734,"Beans, black, mature seeds, raw",SR Legacy,341,1.42,21.6,62.4,175186,"Beans, black turtle, mature seeds, raw","Raw black beans; index 0 is the direct match, index 4 (black turtle) is the close variant.",
ESCALATE,57c876d1-6780-4cc6-994a-efd4a0f1dd53,black forest ham,,170712,"SUBWAY, black forest ham sub on white bread with lettuce and tomato",746952,"Ham, sliced, restaurant",Foundation,121,3.68,19.6,2.36,173864,"Ham, sliced, regular (approximately 11% fat)",Sliced ham best fits deli black forest ham; regular sliced ham is plausible runner-up.,
ESCALATE,0afb999a-7605-4df1-bd0f-3809e276ec1d,butter,,171314,"Butter, Clarified butter (ghee)",173410,"Butter, salted",SR Legacy,717,81.1,0.85,0.06,173430,"Butter, without salt",Recipe 'butter' defaults to salted stick butter; unsalted is close runner-up.,
ESCALATE,c2f5b970-8511-4145-9b7b-7a84ec5d3675,buttermilk,,171274,"Milk, buttermilk, dried",172225,"Milk, buttermilk, fluid, whole",SR Legacy,62,3.31,3.21,4.88,170874,"Milk, buttermilk, fluid, cultured, lowfat","Recipe buttermilk is fluid cultured milk; whole fluid (1) is base match, lowfat cultured (5) also plausible.",
ESCALATE,4efd3dd1-7fa6-42b1-bfe4-7ea5793701b5,canned black beans,,171141,"Soup, black bean, canned, condensed",175188,"Beans, black turtle, mature seeds, canned",SR Legacy,91,0.29,6.03,16.6,175238,"Beans, black, mature seeds, canned, low sodium",Black turtle beans canned matches 'canned black beans'; low-sodium variant (2) is close runner-up.,
ESCALATE,f3287ad9-32a4-4a9b-b701-0faa71228100,chicken broth,,171110,"Chicken, canned, no broth",174536,"Soup, chicken broth, ready-to-serve",SR Legacy,6,0.21,0.64,0.44,174551,"Soup, chicken broth, canned, prepared with equal volume water",Ready-to-serve chicken broth matches recipe usage; condensed-prepared-with-water (9) is close runner-up.,
ESCALATE,8abd0dbd-35de-4a18-8921-f72f58454c28,chicken tenderloins,,169842,"CRACKER BARREL, chicken tenderloin platter, fried",171474,"Chicken, broilers or fryers, breast, meat and skin, raw",SR Legacy,172,9.25,20.85,0,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Chicken, broilers or fryers, breast, meat and skin, raw",
ESCALATE,7f8cf47c-a74f-4f20-92fc-6ebe029f9be5,coconut milk,,174116,"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",170173,"Nuts, coconut milk, canned (liquid expressed from grated meat and water)",SR Legacy,197,21.3,2.02,2.81,170172,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",Canned coconut milk is standard recipe form; raw (7) is close runner-up.,
ESCALATE,afd614de-4f84-4891-aea6-faae6ab07bf7,cooked ham,,174611,"Ham, honey, smoked, cooked",746952,"Ham, sliced, restaurant",Foundation,121,3.68,19.6,2.36,168110,"Pork, cured, ham, low sodium, lean and fat, cooked",Cooked deli/sliced ham fits 'cooked ham'; low-sodium cured ham (1) also plausible.,
ESCALATE,aad2eda0-7fba-41a2-8702-15fdec421686,crusty artisan bread loaf,,173261,"Pillsbury, Crusty French Loaf, refrigerated dough",174913,"Bread, Italian",SR Legacy,259,2.73,9.49,48.1,167944,"Bread, cheese",Crusty artisan loaf best matches plain Italian bread; cheese bread is a plausible artisan variant.,
ESCALATE,255aedc9-13a9-4639-96d7-cfb8de89ef6b,flour tortilla,,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable",SR Legacy,297,7.58,8.01,49.3,175082,"Mission Foods, Mission Flour Tortillas, Soft Taco, 8 inch",Generic shelf-stable flour tortilla best matches a recipe's ready-to-use tortilla; branded Mission is runner-up.,
ESCALATE,d69f55dc-1073-454f-9104-5c7815432139,flour tortillas,,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable",SR Legacy,297,7.58,8.01,49.3,175082,"Mission Foods, Mission Flour Tortillas, Soft Taco, 8 inch",Generic shelf-stable flour tortilla best matches typical recipe use; branded Mission is close runner-up.,
ESCALATE,c336da16-8447-44b5-976a-a26f1566c47c,fresh mint,,168766,"Candies, NESTLE, AFTER EIGHT Mints",173475,"Spearmint, fresh",SR Legacy,44,0.73,3.29,8.41,173474,"Peppermint, fresh",Spearmint is the common culinary 'mint'; peppermint is the plausible alternative.,
ESCALATE,934853c3-6af7-4e79-8efa-44e5ea501e74,fresh mozzarella,,169011,"APPLEBEE'S, mozzarella sticks",170845,"Cheese, mozzarella, whole milk",SR Legacy,299,22.1,22.2,2.4,167735,"Cheese, mozzarella, low sodium",Fresh mozzarella best matches whole milk mozzarella; low sodium is plausible runner-up.,
ESCALATE,ae8d392d-9224-4b82-9eba-2e86616b901b,large flour tortilla,,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",173242,"Tortillas, ready-to-bake or -fry, flour, without added calcium",SR Legacy,325,7.1,8.7,55.6,167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable","A large flour tortilla is a ready-to-eat flour tortilla; records 0/2/3 fit, with 3's higher-carb profile suiting a large tortilla.",
ESCALATE,f8371cd6-28a7-489d-87be-032abaf64b07,lean ground beef,,168652,"Beef, ground, 70% lean meat / 30% fat, raw",174030,"Beef, ground, 90% lean meat / 10% fat, raw",SR Legacy,176,10,20,0,174036,"Beef, ground, 80% lean meat / 20% fat, raw",Lean ground beef is typically 90/10 raw; 80/20 is a plausible alternate for 'lean'.,
ESCALATE,5759303d-9d51-487e-a55b-615f951e14b2,long grain white rice,,169708,"Rice, white, long-grain, parboiled, enriched, cooked",168877,"Rice, white, long-grain, regular, raw, enriched",SR Legacy,365,0.66,7.13,80,169756,"Rice, white, long-grain, regular, raw, unenriched",Dry long-grain regular white rice; enriched is US default but unenriched (6) is plausible runner-up.,
ESCALATE,17823f2b-2375-4ecc-95d9-8acbfa5a8e5b,long-grain white rice,,169708,"Rice, white, long-grain, parboiled, enriched, cooked",168877,"Rice, white, long-grain, regular, raw, enriched",SR Legacy,365,0.66,7.13,80,169756,"Rice, white, long-grain, regular, raw, unenriched","Long-grain regular white rice, raw/dry; enriched is US default but unenriched (6) also plausible.",
ESCALATE,012c52a0-45d4-415d-85b7-8aa89b641678,marinara sauce,,169037,"OLIVE GARDEN, cheese ravioli with marinara sauce",332282,"Sauce, pasta, spaghetti/marinara, ready-to-serve",Foundation,45,1.48,1.41,8.05,171192,"Sauce, pasta, spaghetti/marinara, ready-to-serve",Foundation ready-to-serve marinara sauce fits best; SR Legacy version is close runner-up.,
ESCALATE,64c65100-d625-4c27-b555-c20115f72db9,mayonnaise,,168112,"Salad dressing, mayonnaise and mayonnaise-type, low calorie",171009,"Salad dressing, mayonnaise, regular",SR Legacy,680,74.8,0.96,0.57,171010,"Salad dressing, mayonnaise, soybean and safflower oil, with salt",Regular full-fat mayonnaise matches plain 'mayonnaise'; #16/#17 are also standard regular mayo but named with oil type.,
ESCALATE,81848eae-db1d-46e8-ba62-f00c340aa8df,mixed greens,,169085,"Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added",169249,"Lettuce, green leaf, raw",SR Legacy,15,0.15,1.36,2.87,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Lettuce, green leaf, raw",
ESCALATE,d90df00f-2d56-4ff8-b07f-fe4d3103705d,orange,,168819,"Marmalade, orange",746771,"Oranges, raw, navels",Foundation,47,0.15,0.91,11.8,169918,"Oranges, raw, Florida","Whole raw orange; navels (Foundation) is best generic match, Florida is runner-up.",
ESCALATE,be315867-a066-46c3-9c52-f2d38140bf0d,orange juice,,171354,"Babyfood, juice, orange",169100,"Orange juice, chilled, includes from concentrate",SR Legacy,49,0.12,0.68,11.5,169099,"Orange juice, canned, unsweetened",Chilled OJ best matches generic 'orange juice'; canned unsweetened is close runner-up,
ESCALATE,1de51135-fb85-491c-b056-b896c2c68fa6,oranges,,168819,"Marmalade, orange",746771,"Oranges, raw, navels",Foundation,47,0.15,0.91,11.8,169918,"Oranges, raw, Florida","Whole raw orange; navels (Foundation) is best generic match, Florida raw is runner-up.",
ESCALATE,707fd479-e88c-4c9a-bacc-6534e752bbc1,ribeye steak,,172599,"Game meat, bison, ribeye, separable lean only, 1"" steak, cooked, broiled",168612,"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",SR Legacy,274,22.07,17.51,0,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",
ESCALATE,31e982f4-8f28-47ea-ab32-e2b433b26706,ripe avocado,,173573,"Oil, avocado",171705,"Avocados, raw, all commercial varieties",SR Legacy,160,14.7,2,8.53,171706,"Avocados, raw, California",All commercial varieties best matches generic 'avocado'; California variety is close runner-up.,
ESCALATE,0ee25c3c-57ea-4036-a6d2-0c9a600a684b,rotisserie chicken,,171524,"Chicken, broiler, rotisserie, BBQ, skin",171123,"Chicken, broilers or fryers, rotisserie, original seasoning, breast, meat and skin, cooked",SR Legacy,184,8.18,27.5,0.02,171125,"Chicken, broiler, rotisserie, BBQ, breast, meat and skin",Whole rotisserie chicken best approximated by breast meat and skin; original seasoning and BBQ variants both plausible.,
ESCALATE,31f66ba4-af40-4905-bd20-530f34c4b814,salsa,,174068,"Dip, salsa con queso, cheese and salsa- medium",746777,"Sauce, salsa, ready-to-serve",Foundation,29,0.19,1.44,6.74,174524,"Sauce, salsa, ready-to-serve",Plain salsa sauce; Foundation and SR Legacy versions nearly identical.,
ESCALATE,473ef450-5398-4263-8c0c-206a998f1d4d,shrimp,,175180,"Crustaceans, shrimp, cooked",175179,"Crustaceans, shrimp, raw",SR Legacy,85,0.51,20.1,0,174210,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",Raw shrimp is the plain match; index 15 (mixed species raw) is a close alternative.,
ESCALATE,d8ed1a6a-c402-47d6-9942-516238dc8e51,small flour tortilla,,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",175082,"Mission Foods, Mission Flour Tortillas, Soft Taco, 8 inch",SR Legacy,287,6,8.7,49.6,167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable",Mission soft taco tortilla is a small ready-to-eat flour tortilla; generic shelf-stable flour tortilla is a close alternative.,
ESCALATE,b7b0cdde-e043-45fd-9142-6488374a6b61,small potato,,167943,"Bread, potato",170026,"Potatoes, flesh and skin, raw",SR Legacy,77,0.09,2.05,17.49,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Potatoes, flesh and skin, raw",
ESCALATE,0950e8ee-4506-49b9-a1c1-fee0a256c30d,water,,169301,"Water convolvulus,raw",173647,"Beverages, water, tap, drinking",SR Legacy,0,0,0,0,174158,"Water, bottled, generic",Recipe water is typically tap drinking water; generic bottled is close runner-up.,
ESCALATE,bd6c6905-10e9-4cd4-b096-13e0e25342c9,yellow potato,,169764,"Potatoes, yellow fleshed, french fried, frozen, unprepared",170026,"Potatoes, flesh and skin, raw",SR Legacy,77,0.09,2.05,17.49,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Potatoes, flesh and skin, raw",
AUTO,b0c9782e-2622-47c9-9314-42bc3378cd7d,canned diced tomatoes,DEAD,333281,(FDC record not returned),333281,"Tomatoes, canned, red, ripe, diced",Foundation,18,0.5,0.84,3.32,,,Exact match: canned red ripe diced tomatoes with fitting macros.,
AUTO,ff5c0f12-8f37-4ef8-9525-c134ea34b74f,cheddar,DEAD,328637,(FDC record not returned),328637,"Cheese, cheddar",Foundation,408,34,23.3,2.44,173414,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",Plain 'cheddar' matches the Foundation whole cheddar cheese record.,
AUTO,da808643-91de-48c9-972f-a6934cb07bed,cheddar cheese,DEAD,328637,(FDC record not returned),328637,"Cheese, cheddar",Foundation,408,34,23.3,2.44,173414,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",Plain 'cheddar cheese' matches the Foundation whole-food cheddar record.,
AUTO,9ec92e5e-0617-42e8-b721-91572511ef22,cherry tomato,DEAD,321360,(FDC record not returned),321360,"Tomatoes, grape, raw",Foundation,27,0.63,0.83,5.51,,,"Grape tomato, raw is the closest whole-food match for a small cherry-type tomato; no dedicated cherry tomato record exists.",
AUTO,ba92b72b-999e-42e5-a6f1-540357132068,diced tomatoes,DEAD,333281,(FDC record not returned),333281,"Tomatoes, canned, red, ripe, diced",Foundation,18,0.5,0.84,3.32,,,Recipe 'diced tomatoes' means canned diced tomatoes; candidate 0 matches exactly.,
AUTO,ff985025-9437-410a-bf2f-b65624bc9020,egg,DEAD,747997,(FDC record not returned),748967,"Eggs, Grade A, Large, egg whole",Foundation,148,9.96,12.4,0.96,,,Whole raw large egg is the standard recipe ingredient for 'egg'.,
AUTO,d0297d4d-b358-4038-b7f3-78b772914f8e,eggs,DEAD,747997,(FDC record not returned),748967,"Eggs, Grade A, Large, egg whole",Foundation,148,9.96,12.4,0.96,,,Whole raw large egg is the standard match for recipe 'eggs'.,
AUTO,e44ced9d-f2bc-41d9-9d5b-50c7ca965811,large egg,DEAD,747997,(FDC record not returned),748967,"Eggs, Grade A, Large, egg whole",Foundation,148,9.96,12.4,0.96,,,"Whole large egg, raw, matches recipe usage exactly.",
AUTO,179e8716-f88b-46b9-b8ba-13d15162ee0d,large eggs,DEAD,747997,(FDC record not returned),748967,"Eggs, Grade A, Large, egg whole",Foundation,148,9.96,12.4,0.96,,,"Whole large eggs, raw, matches recipe usage directly.",
AUTO,f4218e7c-4ff8-45e6-8398-2bc127d93a0e,apples,,174988,"Croissants, apple",171689,"Apples, raw, without skin",SR Legacy,48,0.13,0.27,12.8,,,"Raw whole apple; only non-derivative raw apple option (without skin), matching typical recipe use.",
AUTO,b7425a8e-6692-4d4a-b07a-514eca487056,avocado,,173573,"Oil, avocado",171705,"Avocados, raw, all commercial varieties",SR Legacy,160,14.7,2,8.53,171706,"Avocados, raw, California","Generic 'avocado' matches raw, all commercial varieties; not oil or a specific region.",
AUTO,36becf24-3b73-4df3-95f6-2e669095de16,bacon,,172439,"Bacon, meatless",168277,"Pork, cured, bacon, unprepared",SR Legacy,393,37.1,13.7,0,167914,"Pork, cured, bacon, cooked, baked","Pork, cured, bacon, unprepared is the raw whole-food bacon a recipe would use.",
AUTO,9660aa49-438b-4058-8c6c-2da896287226,bananas,,173945,"Bananas, dehydrated, or banana powder",173944,"Bananas, raw",SR Legacy,89,0.33,1.09,22.8,1105073,"Bananas, overripe, raw",Raw whole banana is the standard recipe usage.,
AUTO,6b0c36e4-b6b5-4223-a14a-bda1da2f384e,brown rice,,1104812,"Flour, rice, brown",169703,"Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",SR Legacy,367,3.2,7.54,76.25,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",
AUTO,8215eb8c-0d90-4e8a-a6bf-6000e415d5cb,carrot,,170500,"Carrot, dehydrated",170393,"Carrots, raw",SR Legacy,41,0.24,0.93,9.58,,,Raw whole carrot is the correct match for a plainly-named 'carrot'.,
AUTO,46f8a102-3c8f-4201-a012-87c4c094e284,carrots,,170500,"Carrot, dehydrated",170393,"Carrots, raw",SR Legacy,41,0.24,0.93,9.58,,,Plain 'carrots' = raw whole carrot; index 1 is the raw form.,
AUTO,afdc10c0-e03e-4649-96fe-54f17fe9ae47,chicken breast,,171515,"Chicken breast tenders, breaded, uncooked",171077,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",SR Legacy,120,2.62,22.5,0,171474,"Chicken, broilers or fryers, breast, meat and skin, raw","Recipe 'chicken breast' = raw, skinless, boneless, meat only — index 17 fits exactly.",
AUTO,80e03e21-9da4-4780-8533-de2ad0a48062,chicken drumstick,,172855,"Chicken, skin (drumsticks and thighs), raw",172373,"Chicken, broilers or fryers, drumstick, meat and skin, raw",SR Legacy,161,9.2,18.1,0.11,173614,"Chicken, broilers or fryers, dark meat, drumstick, meat only, raw",Raw whole drumstick meat and skin as a recipe uses it; skin-only and cooked records are wrong.,
AUTO,d89b08b7-abcf-4286-b5ac-3f93eea20f82,chicken drumsticks,,172855,"Chicken, skin (drumsticks and thighs), raw",172373,"Chicken, broilers or fryers, drumstick, meat and skin, raw",SR Legacy,161,9.2,18.1,0.11,173614,"Chicken, broilers or fryers, dark meat, drumstick, meat only, raw","Raw whole drumstick with meat and skin, as a recipe uses it",
AUTO,f115d3eb-ee04-4798-b532-e64ef5107689,chicken thighs,,172855,"Chicken, skin (drumsticks and thighs), raw",172385,"Chicken, broilers or fryers, thigh, meat and skin, raw",SR Legacy,221,16.6,16.5,0.25,173627,"Chicken, broilers or fryers, dark meat, thigh, meat only, raw",Raw whole thigh with meat and skin matches how recipes use chicken thighs.,
AUTO,df8679ed-1d64-4d6f-9cfb-89627da92483,chickpeas,,174288,Chickpea flour (besan),173756,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",SR Legacy,378,6.04,20.5,63,,,"Plainly-named 'chickpeas' maps to raw/dry mature seeds (whole food), not flour, canned, or cooked.",
AUTO,04973da3-6fd9-4198-b9bd-d38baae3f00b,crusty sourdough loaf,,173261,"Pillsbury, Crusty French Loaf, refrigerated dough",172675,"Bread, french or vienna (includes sourdough)",SR Legacy,272,2.42,10.8,51.9,173261,"Pillsbury, Crusty French Loaf, refrigerated dough","Bread, french or vienna explicitly includes sourdough; whole bread loaf with fitting macros.",
AUTO,4524f44a-6092-45b5-bc34-57a33e20309a,frozen peas,,170425,"Peas and carrots, frozen, unprepared",170016,"Peas, green, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",SR Legacy,77,0.4,5.22,13.6,170419,"Peas, green, raw","Plain 'frozen peas' = green peas, frozen, unprepared (raw state).",
AUTO,0ecb8f59-0dbc-4aed-b298-0444604b08b6,ground turkey,,171506,"Turkey, Ground, cooked",171505,"Turkey, Ground, raw",SR Legacy,148,7.66,19.7,0,172850,"Turkey, ground, 93% lean, 7% fat, raw","Plain 'ground turkey' = raw, unspecified fat content; index 1 is the generic raw ground turkey.",
AUTO,d0f7e5f5-99e6-4c87-8460-ccf5506f1bbd,large shrimp,,175180,"Crustaceans, shrimp, cooked",175179,"Crustaceans, shrimp, raw",SR Legacy,85,0.51,20.1,0,,,Raw whole shrimp matches recipe use; cooked/canned/breaded variants are wrong state.,
AUTO,057e48fd-245a-4ce2-a22b-37c7a6881ad3,lemon,,167802,"Lemon juice from concentrate, bottled, REAL LEMON",167746,"Lemons, raw, without peel",SR Legacy,29,0.3,1.1,9.32,,,"Lemons, raw, without peel is the whole raw fruit as a recipe uses it.",
AUTO,f2916482-d44a-42c9-9e91-6895d84b6424,lime zest,,168155,"Limes, raw",168155,"Limes, raw",SR Legacy,30,0.2,0.7,10.5,,,"Lime zest is the peel of whole raw lime; closest whole-food match is limes, raw.",
AUTO,c2607813-c5c5-4d31-bace-1b1c8cd30779,peanuts,,169585,"Candies, peanut bar",172430,"Peanuts, all types, raw",SR Legacy,567,49.2,25.8,16.1,174263,"Peanuts, spanish, raw",Generic 'peanuts' best matches all-types raw whole peanuts; specific varieties are runner-up.,
AUTO,c1132c30-ddf3-49a1-aacc-9632e1f224c5,quinoa,,168917,"Quinoa, cooked",168874,"Quinoa, uncooked",SR Legacy,368,6.07,14.1,64.2,,,Quinoa as a recipe grain is the dry/uncooked whole grain form.,
AUTO,b7849e78-e861-42d4-9d03-eb24d0bf17a3,rice noodles,,168914,"Rice noodles, cooked",169742,"Rice noodles, dry",SR Legacy,364,0.56,5.95,80.2,,,Rice noodles dry is the whole staple in default uncooked state.,
AUTO,f533213a-0121-485e-b6b8-5113a67f1c68,russet potatoes,,170030,"Potatoes, Russet, flesh and skin, baked",170027,"Potatoes, russet, flesh and skin, raw (Includes foods for USDA's Food Distribution Program)",SR Legacy,79,0.08,2.14,18.1,,,Raw russet potato flesh and skin is the whole-food raw tuber a recipe uses.,
AUTO,8e7dc0de-9696-4acc-b89f-eae12edffe67,sandwich bread,,167597,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",167532,"Bread, white wheat",SR Legacy,238,2.15,10.66,43.91,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Bread, white wheat",
AUTO,0a3b1c67-3ba5-4b3c-b180-be4b2cdc0fd1,spaghetti,,169845,"DENNY'S, spaghetti and meatballs",169736,"Pasta, dry, enriched",SR Legacy,371,1.51,13.04,74.67,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Pasta, dry, enriched",
AUTO,c538d854-f369-4e0c-baf8-7839f2782c4a,sweet potato,,169303,"Sweet potato leaves, raw",168482,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",SR Legacy,86,0.05,1.57,20.12,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",
AUTO,722a1617-4b36-4911-98a0-50e42446b3b9,thick-cut white sandwich bread,,167598,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",174924,"Bread, white, commercially prepared (includes soft bread crumbs)",SR Legacy,266,3.33,8.85,49.4,167532,"Bread, white wheat",Standard commercially prepared white bread matches thick-cut white sandwich bread as a plain whole food.,
