ingredientId,ingredientName,decision,gramsPerCup,gramsPerEach,fdcId,usdaDescription,note
37de43ce-1444-4776-bda9-bc1c13eb251b,bone-in skin-on chicken drumsticks,MISS,,,,,no curated + no usda match
fed1a01e-3472-4edb-8da8-ac6e4a49db14,bone-in skin-on chicken thighs,MISS,,,,,no curated + no usda match
46d5ad9b-0a30-4070-8a89-cbf7e5aca66c,boneless lamb shoulder,MISS,,,174464,"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean and fat, raw",no cup/each portion
6a749dc2-1bc2-4d5a-8669-476d6c6b7b95,boneless pork shoulder,MISS,,,169187,"Pork, Shoulder breast, boneless, separable lean and fat, raw",no cup/each portion
f2d71245-a506-4122-8661-ce96e55d6f97,boneless ribeye steak,MISS,,,174699,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw","form mismatch: Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw"
6b033296-776c-4517-be5a-93a46d8c9c91,boneless skinless chicken breast,MISS,,,171077,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",no cup/each portion
a7cd8cb2-1a82-4dfe-addf-2ddf5532a9a1,boneless skinless chicken thighs,MISS,,,,,no curated + no usda match
3f20d4ee-1e45-4f07-9038-ea9002862cf0,bratwurst sausage,MISS,,,171622,"Bratwurst, pork, beef, link",no cup/each portion
7e68f69a-2f7f-41bb-8243-5e2618d163e7,bread and butter pickles,USDA_DERIVED,153,35,169378,"Pickles, cucumber, sweet (includes bread and butter pickles)",
2e7b43da-15d5-4ac1-8016-0ab4fcd80b9a,breadcrumbs,CURATED,,,,,curated
dc907631-8b9e-447a-b541-2bbe14910cf6,brioche bun,MISS,,,,,no curated + no usda match
c007f541-aaa1-4100-8a5e-c577720873c4,brioche burger bun,MISS,,,,,no curated + no usda match
841e065e-ebff-4a57-952f-fc75b69efe0e,brioche burger buns,MISS,,,,,no curated + no usda match
1e90af81-b53c-4257-b3f4-3a3c7cb3844e,brioche hamburger bun,MISS,,,172796,"Rolls, hamburger or hotdog, plain","form mismatch: Rolls, hamburger or hotdog, plain"
78b0ad83-c6bd-4c34-8090-86b81384a451,brioche hot dog bun,MISS,,,,,no curated + no usda match
dd44f3ae-68e2-4dad-9015-ce1e2a2d4fe9,brioche slider buns,MISS,,,,,no curated + no usda match
c53f866a-2ee8-455e-b633-88f387a57db3,broccoli,MISS,,,747447,,usda fetch unavailable
a9bda26d-d24a-473b-b0d8-579b2eaf84b0,broccoli floret,USDA_DERIVED,71,,169330,"Broccoli, flower clusters, raw",
1919e2c6-93a2-42ae-a10a-eeadf3de9128,broccolini,MISS,,,,,no curated + no usda match
6b0c36e4-b6b5-4223-a14a-bda1da2f384e,brown rice,MISS,,,1104812,"Flour, rice, brown","form mismatch: Flour, rice, brown"
aafa07d7-22fa-40bd-960a-1f3121dd5c0f,brown sugar,CURATED,,,,,curated
0afb999a-7605-4df1-bd0f-3809e276ec1d,butter,CURATED,,,,,curated
c2f5b970-8511-4145-9b7b-7a84ec5d3675,buttermilk,MISS,,,171274,"Milk, buttermilk, dried","form mismatch: Milk, buttermilk, dried"
4efd3dd1-7fa6-42b1-bfe4-7ea5793701b5,canned black beans,MISS,,,171141,"Soup, black bean, canned, condensed","form mismatch: Soup, black bean, canned, condensed"
b80e01e1-954e-4c02-ab5c-cd9755739c47,canned diced green chiles,MISS,,,168577,"Peppers, chili, green, canned","form mismatch: Peppers, chili, green, canned"
b0c9782e-2622-47c9-9314-42bc3378cd7d,canned diced tomatoes,MISS,,,333281,,usda fetch unavailable
3dd771d4-c915-4861-9c24-5954ec8e1d0e,canned green chiles,MISS,,,168577,"Peppers, chili, green, canned","form mismatch: Peppers, chili, green, canned"
f1d09aee-ad2f-4586-b58f-3c7cea0a5eea,canned kidney beans,USDA_DERIVED,256,,173741,"Beans, kidney, all types, mature seeds, canned",
368434b4-8369-4b7a-9b1a-01e75b32c79f,canned mild red enchilada sauce,USDA_DERIVED,224,,174074,"Sauce, enchilada, red, mild, ready to serve",
1a124335-8fa4-4b90-8730-3f77cec670df,canned navy beans,USDA_DERIVED,262,,173747,"Beans, navy, mature seeds, canned",
6dddf4f5-406f-451c-9d5e-cfea6e904e51,canned pinto beans,MISS,,,174286,"Beans, pinto, canned, drained solids",no cup/each portion
bd2fece7-ba5f-4b4f-b110-85fcd7e7b62b,canned refried beans,USDA_DERIVED,242,,174296,"Refried beans, canned, vegetarian",
137a69e7-a969-4fc5-a5fa-5f2aba2d0b20,canned tomato sauce,USDA_DERIVED,245,,170054,"Tomato products, canned, sauce",
dd9a22e4-4665-417e-9cc8-213fe4f72a03,canned tuna in olive oil,MISS,,,,,no curated + no usda match
230b457f-56c6-45b8-8e85-2a8514f53310,canned white cannellini beans,MISS,,,,,no curated + no usda match
f65f6f62-b2dc-4c51-acbc-47c914b76911,caper,MISS,,,172238,"Capers, canned",no cup/each portion
6acbbea1-4564-4357-a373-26fe2c571596,capers,MISS,,,172238,"Capers, canned",no cup/each portion
8215eb8c-0d90-4e8a-a6bf-6000e415d5cb,carrot,MISS,,,170500,"Carrot, dehydrated","form mismatch: Carrot, dehydrated"
46f8a102-3c8f-4201-a012-87c4c094e284,carrots,MISS,,,170500,"Carrot, dehydrated","form mismatch: Carrot, dehydrated"
f40a7dfc-1917-4a52-895d-05df64413278,cayenne pepper,MISS,,,170932,"Spices, pepper, red or cayenne","form mismatch: Spices, pepper, red or cayenne"
f925bf0a-cbda-4969-8104-c7f23dae72b5,celery,USDA_DERIVED,101,40,169988,"Celery, raw",
d4ddb4d0-14b6-4a52-afd1-2c6f3b9e7e38,celery seed,MISS,,,170920,"Spices, celery seed","form mismatch: Spices, celery seed"
1968ad0b-eecf-4203-8f2d-2b6f8b659bf6,celery stalk,MISS,,,,,no curated + no usda match
ff5c0f12-8f37-4ef8-9525-c134ea34b74f,cheddar,CURATED,,,,,curated
da808643-91de-48c9-972f-a6934cb07bed,cheddar cheese,MISS,,,328637,,usda fetch unavailable
9ec92e5e-0617-42e8-b721-91572511ef22,cherry tomato,MISS,,,321360,,usda fetch unavailable
e4cb225c-b61d-4832-a74a-6fc248e0940e,cherry tomatoes,CURATED,,,,,curated
afdc10c0-e03e-4649-96fe-54f17fe9ae47,chicken breast,CURATED,,,,,curated
f3287ad9-32a4-4a9b-b701-0faa71228100,chicken broth,MISS,,,171110,"Chicken, canned, no broth","denylist (wrong food/state): Chicken, canned, no broth"
80e03e21-9da4-4780-8533-de2ad0a48062,chicken drumstick,MISS,,,172855,"Chicken, skin (drumsticks and thighs), raw",no cup/each portion
d89b08b7-abcf-4286-b5ac-3f93eea20f82,chicken drumsticks,MISS,,,172855,"Chicken, skin (drumsticks and thighs), raw",no cup/each portion
0d363fb7-d089-4b8d-ae8c-680e68c72417,chicken stock,MISS,,,172884,"Soup, stock, chicken, home-prepared","form mismatch: Soup, stock, chicken, home-prepared"
8abd0dbd-35de-4a18-8921-f72f58454c28,chicken tenderloins,MISS,,,169842,"CRACKER BARREL, chicken tenderloin platter, fried","form mismatch: CRACKER BARREL, chicken tenderloin platter, fried"
f115d3eb-ee04-4798-b532-e64ef5107689,chicken thighs,CURATED,,,,,curated
df8679ed-1d64-4d6f-9cfb-89627da92483,chickpeas,CURATED,,,,,curated
2aff49c6-46d7-47a2-acee-ca6f6d39614b,chili powder,MISS,,,171319,"Spices, chili powder","form mismatch: Spices, chili powder"
562f9793-fc2a-41fa-92a8-72b3a8704b3d,chipotle pepper in adobo sauce,MISS,,,,,no curated + no usda match
d3340dd7-2cb3-47bc-a351-de1f70871498,chipotle peppers in adobo sauce,MISS,,,,,no curated + no usda match
22a31385-0229-4444-891b-13e01edfb0fe,chunky salsa,MISS,,,,,no curated + no usda match
d53ea28f-9d07-4347-a27b-2400de856380,cilantro,CURATED,,,,,curated
7f8cf47c-a74f-4f20-92fc-6ebe029f9be5,coconut milk,CURATED,,,,,curated
5b1e291d-6e21-4352-a198-012516a34148,cognac,MISS,,,,,no curated + no usda match
d3253865-61ce-4863-aba5-b7c94463b4c8,coleslaw mix,MISS,,,,,no curated + no usda match
63a6a6f0-1558-43e7-9d57-6b2bbe2d3695,"cooked chicken, shrimp, or preferred protein",MISS,,,,,no curated + no usda match
ed5e75cf-243d-4c13-936d-d143489255ac,cooked edamame,MISS,,,,,no curated + no usda match
afd614de-4f84-4891-aea6-faae6ab07bf7,cooked ham,MISS,,,174611,"Ham, honey, smoked, cooked",no cup/each portion
e5d1e735-7f0f-4aa2-8d57-73f8bdfa4e30,cooking spray,MISS,,,171430,"Oil, PAM cooking spray, original","form mismatch: Oil, PAM cooking spray, original"
e5927b7e-f7f8-44e9-b19b-6edab2383e3b,corn on the cob,USDA_DERIVED,165,,169365,"Corn, sweet, white, frozen, kernels on cob, unprepared",
dad43259-760c-424a-b563-3473c937f752,corn tortilla,MISS,,,169829,"Tortilla, blue corn, Sakwavikaviki (Hopi)",no cup/each portion
5f90592a-e2f9-46c7-8ef1-3f2c0d33dc59,corn tortillas,MISS,,,169829,"Tortilla, blue corn, Sakwavikaviki (Hopi)",no cup/each portion
ecdfb4dd-4bd7-4ec5-a1b7-ec6a16135724,corn tostada shells,MISS,,,167525,"Tostada shells, corn",no cup/each portion
5449ba18-9db9-465e-9f35-10a867ce3bdd,cornstarch,USDA_DERIVED,128,,169698,Cornstarch,
e10a8ae0-cc5c-4fac-8fbf-0b92aa9b9a51,cotija cheese,MISS,,,170898,"Cheese, mexican, queso cotija",no cup/each portion
56ec7cfa-526f-4a07-bcac-83cf3d1997cd,cream cheese,USDA_DERIVED,232,85,173418,"Cheese, cream",
6f8a9220-8580-448d-819e-f058dfaab84a,cream of mushroom soup,MISS,,,172901,"CAMPBELL'S, Cream of Mushroom Soup, condensed","form mismatch: CAMPBELL'S, Cream of Mushroom Soup, condensed"
006f6c83-d0e8-46eb-b5b0-5a3991839cda,cremini mushroom,MISS,,,,,no curated + no usda match
35bf8a9e-195f-4bca-b7f4-1e27188a50d0,cremini mushrooms,MISS,,,,,no curated + no usda match
bfcde4cd-048a-42f3-92bb-e277c4aec6f6,crumbled feta cheese,MISS,,,,,no curated + no usda match
47ed736d-e251-47b8-af38-fc86b7ef604d,crunchy chow mein noodles,USDA_DERIVED,45,,169735,"Noodles, flat, crunchy, Chinese restaurant",
8d5a7f98-a16a-46a5-a6c7-f4babc5857bb,crushed red pepper flakes,MISS,,,170932,"Spices, pepper, red or cayenne","form mismatch: Spices, pepper, red or cayenne"
c86b4b14-e644-4f8f-b0f5-9fd45f5809a9,crushed san marzano tomatoes,MISS,,,,,no curated + no usda match
09331db6-36b8-4996-9553-a6dd769c30d2,crushed tomatoes,USDA_DERIVED,242,,170501,"Tomatoes, crushed, canned",
aad2eda0-7fba-41a2-8702-15fdec421686,crusty artisan bread loaf,MISS,,,173261,"Pillsbury, Crusty French Loaf, refrigerated dough","form mismatch: Pillsbury, Crusty French Loaf, refrigerated dough"
1b19107b-a7f3-4a29-88e3-eb4f2381e735,crusty baguette,MISS,,,,,no curated + no usda match
ef9ae6a4-d8ce-4075-a19d-68b4600f1b25,crusty bread,MISS,,,,,no curated + no usda match
9edd8d69-9ede-40ec-852f-a84c9e335ecd,crusty sourdough bread,MISS,,,172675,"Bread, french or vienna (includes sourdough)",no cup/each portion
04973da3-6fd9-4198-b9bd-d38baae3f00b,crusty sourdough loaf,MISS,,,173261,"Pillsbury, Crusty French Loaf, refrigerated dough","form mismatch: Pillsbury, Crusty French Loaf, refrigerated dough"
30495083-97d7-4343-a081-9279491bb0f7,cucumber,CURATED,,,,,curated
aac77d74-46f5-4f68-bfbd-4caec7ff78a8,deli turkey breast,USDA_DERIVED,81,,174572,"Turkey breast, low salt, prepackaged or deli, luncheon meat",
ba92b72b-999e-42e5-a6f1-540357132068,diced tomatoes,CURATED,,,,,curated
607d7bb1-8306-4371-9d86-364566f0d5ff,dijon mustard,MISS,,,,,no curated + no usda match
e2bbf495-ae0f-4a67-91f4-7c61cff84fc8,dill pickle,MISS,,,324653,,usda fetch unavailable
65881b55-42db-4ce1-94a4-8cc530fdc439,dill pickle chips,MISS,,,324653,,usda fetch unavailable
cf5f3e4c-a0f8-434f-98ec-6d45e8e92e70,dill pickle relish,USDA_DERIVED,244,,169386,"Pickle relish, hamburger",
5eb8ecf9-c1c2-45df-8ca0-4c543a18a376,dill pickle slices,MISS,,,324653,,usda fetch unavailable
4a754373-39f7-474d-b89e-ce56b4d6e698,dried ancho chile,MISS,,,169396,"Peppers, ancho, dried","form mismatch: Peppers, ancho, dried"
72e04c80-d097-4b92-ba94-3f2df150f936,dried ancho chili,MISS,,,169396,"Peppers, ancho, dried","form mismatch: Peppers, ancho, dried"
5d7d8100-42df-4ae1-b636-366424644bb5,dried basil,MISS,,,171317,"Spices, basil, dried","form mismatch: Spices, basil, dried"
8d62a14b-4680-4732-9c28-1768ca42c964,dried chipotle chile,MISS,,,168570,"Peppers, hot chile, sun-dried","form mismatch: Peppers, hot chile, sun-dried"
6fc1590b-8b7f-4947-9469-0f8f23352277,dried chipotle chili,MISS,,,,,no curated + no usda match
3e475aad-2042-4cf1-bd48-23a95c7632bd,dried guajillo chile,MISS,,,168570,"Peppers, hot chile, sun-dried","form mismatch: Peppers, hot chile, sun-dried"
7d886a60-5c9b-4f04-b50e-95643339d942,dried guajillo chili,MISS,,,,,no curated + no usda match
721d2e54-584a-42df-b417-e3987cc0a310,dried italian seasoning,MISS,,,,,no curated + no usda match
2f911309-d6ae-4ac9-b2fa-2c2ef7112a89,dried oregano,MISS,,,171328,"Spices, oregano, dried","form mismatch: Spices, oregano, dried"
eda4dbad-29d1-4916-a3d7-439f2cf90b7d,dried pappardelle pasta,MISS,,,,,no curated + no usda match
ef94f604-94a6-4d42-a130-3c94002e2aa3,dried rosemary,MISS,,,171333,"Spices, rosemary, dried","form mismatch: Spices, rosemary, dried"
793ecd9e-2662-4a03-bbce-a619031d2107,dried thyme,MISS,,,170938,"Spices, thyme, dried","form mismatch: Spices, thyme, dried"
b0d4d297-527c-4bbf-8db2-7459bea59298,dry hard cider,MISS,,,174146,"Beverages, AMBER, hard cider","form mismatch: Beverages, AMBER, hard cider"
2e8daed2-3532-4b27-a20a-4f640007bb5e,dry red wine,MISS,,,173190,"Alcoholic beverage, wine, table, red","form mismatch: Alcoholic beverage, wine, table, red"
44212437-d9d6-4333-8d8d-eacf27f6e9fa,dry sherry,MISS,,,,,no curated + no usda match
e32a229f-4d01-4fc1-9495-49b73d742000,dry white wine,MISS,,,174837,"Alcoholic beverage, wine, table, white","form mismatch: Alcoholic beverage, wine, table, white"
e10f3d57-874b-4319-a99c-ec7fffecaf60,ear of corn,MISS,,,,,no curated + no usda match
d904631c-e51e-4a3f-9a52-bcca0152a278,edamame,USDA_DERIVED,155,,168411,"Edamame, frozen, prepared",
ff985025-9437-410a-bf2f-b65624bc9020,egg,CURATED,,,,,curated
d0297d4d-b358-4038-b7f3-78b772914f8e,eggs,CURATED,,,,,curated
8c7de655-52b1-45b9-8221-88cf44a0aa6d,elbow macaroni,MISS,,,,,no curated + no usda match
d6fc9da2-dc51-41eb-991b-797d9379479e,english cucumber,MISS,,,,,no curated + no usda match
538379f5-01c7-4b8b-ae11-3fe1ae091974,english muffins,MISS,,,172761,"Muffins, English, wheat",no cup/each portion
27d1f342-5eb2-4626-a4b9-69f976e68af4,extra virgin olive oil,MISS,,,,,no curated + no usda match
439df6d3-de2a-4d0a-9c5d-f264d642ad5a,extra-firm tofu,MISS,,,174290,"Tofu, extra firm, prepared with nigari",no cup/each portion
5250f216-5b02-4267-ab79-1fdd144c791b,fajita seasoning,CURATED,,,,,curated
6dec053b-1489-49dd-84eb-c149ca97907a,farro,CURATED,,,,,curated
1b68541a-1e72-42bb-9a60-8e949b21178d,feta,CURATED,,,,,curated
d6de7ab9-9368-4782-85c6-410a5d61f843,feta block,MISS,,,173420,"Cheese, feta","form mismatch: Cheese, feta"
f7dcbee0-6f7b-4ec4-9887-874f48ddfd6c,feta cheese,USDA_DERIVED,150,,173420,"Cheese, feta",
618bf537-9583-45a3-84e1-858c5f92b0d3,fine sea salt,MISS,,,,,no curated + no usda match
839e1d3d-bed5-4911-afb6-65332beefc74,fingerling potatoes,MISS,,,,,no curated + no usda match
ce442361-c2a2-4947-ab2b-dbd9eb050325,fish sauce,CURATED,,,,,curated
303cbdde-1486-4d97-8795-58a06dade4eb,flaky sea salt,MISS,,,173468,"Salt, table","denylist (wrong food/state): Salt, table"
c34bcc09-fff1-4fa9-a2ac-38131ff6a583,flank steak,MISS,,,169433,,usda fetch unavailable
c4a3646c-f855-4684-95e5-6a3b5f562225,flat-leaf parsley,MISS,,,170416,,usda fetch unavailable
fd91a11a-38e3-464c-b3dd-b7875219ea8e,flatbread,MISS,,,167945,"Focaccia, Italian flatbread, plain","form mismatch: Focaccia, Italian flatbread, plain"
255aedc9-13a9-4639-96d7-cfb8de89ef6b,flour tortilla,USDA_DERIVED,,30,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",
d69f55dc-1073-454f-9104-5c7815432139,flour tortillas,CURATED,,,,,curated
5a53191c-f44e-4474-bc4a-8d5ba9e49e52,french baguette,MISS,,,172795,"Rolls, french","form mismatch: Rolls, french"
2269bebb-2fdf-4bb6-9f43-4d54e1cfb475,fresh basil,USDA_DERIVED,24,,172232,"Basil, fresh",
729f7f28-557a-4ff5-ae32-2ea1323da9aa,fresh chive,MISS,,,169994,"Chives, raw",no cup/each portion
a7b7127f-cf27-4e9a-8f87-874c9219f035,fresh chives,MISS,,,169994,"Chives, raw",no cup/each portion
563574fb-fbd1-4dcb-8414-5208e4ca1aca,fresh cilantro,USDA_DERIVED,16,,169997,"Coriander (cilantro) leaves, raw",
93578a62-6efa-4822-93e9-00959f7a43ee,fresh dill,CURATED,,,,,curated
357a73e6-2b6b-4a49-96ac-b0c09286f4a5,fresh flat-leaf parsley,MISS,,,170416,,usda fetch unavailable
acc8ebfc-1a5c-4d38-8c38-6674178e028d,fresh lemon juice,USDA_DERIVED,244,,167747,"Lemon juice, raw",
dff2e873-26df-4190-8b68-00c598b527e6,fresh lime,USDA_DERIVED,,67,168155,"Limes, raw",
de4fbf1e-ee3a-4e7f-8b0f-83344b5daeeb,fresh lime juice,USDA_DERIVED,242,,168156,"Lime juice, raw",
c336da16-8447-44b5-976a-a26f1566c47c,fresh mint,MISS,,,168766,"Candies, NESTLE, AFTER EIGHT Mints","form mismatch: Candies, NESTLE, AFTER EIGHT Mints"
934853c3-6af7-4e79-8efa-44e5ea501e74,fresh mozzarella,MISS,,,169011,"APPLEBEE'S, mozzarella sticks","form mismatch: APPLEBEE'S, mozzarella sticks"
cbb3a153-0fb7-4c77-a942-fe0bf186d95f,fresh parsley,MISS,,,170416,,usda fetch unavailable
fc28c8da-6319-4e12-acc1-4d84c6edd33c,fresh rosemary,MISS,,,173473,"Rosemary, fresh",no cup/each portion
6f5e6a4d-d077-4f84-a3b6-68da4ac88b19,fresh tarragon,MISS,,,170937,"Spices, tarragon, dried","form mismatch: Spices, tarragon, dried"
4f9881d4-cd43-4575-b9cb-d7a3c5099fff,fresh thyme,MISS,,,173470,"Thyme, fresh",no cup/each portion
a3a99a64-b774-4dee-8857-6d1a91ec0ee2,freshly grated nutmeg,MISS,,,171326,"Spices, nutmeg, ground","form mismatch: Spices, nutmeg, ground"
24cdf1ae-69ff-4009-84f7-94d3a08ad3fe,frisée lettuce,MISS,,,,,no curated + no usda match
280e7a5b-7681-4f6d-8f81-dbdf234607c3,frozen corn kernels,USDA_DERIVED,141,,169217,"Corn, yellow, whole kernel, frozen, microwaved",
6f612817-2d9b-4684-a22b-dc8cc2929671,frozen mixed vegetables,MISS,,,170471,"Vegetables, mixed, frozen, unprepared",no cup/each portion
4524f44a-6092-45b5-bc34-57a33e20309a,frozen peas,MISS,,,170425,"Peas and carrots, frozen, unprepared","denylist (wrong food/state): Peas and carrots, frozen, unprepared"
fcfea3de-8fb3-43e2-83df-14de3bdd0c14,frozen waffles,MISS,,,167516,"Waffles, buttermilk, frozen, ready-to-heat",no cup/each portion
2b2ea520-9fc5-48ec-b19a-df00c2efa4c1,garam masala,MISS,,,,,no curated + no usda match
e6753984-d315-4484-bf78-783c61f197ab,garlic,CURATED,,,,,curated
56b12d21-41cf-47af-8f98-a1af11306ad7,garlic powder,MISS,,,171325,"Spices, garlic powder","form mismatch: Spices, garlic powder"
fe0de063-a467-4d32-9c5a-d4e6003e5950,ginger,CURATED,,,,,curated
fbc50f2b-e620-4823-a8cc-eec71806937a,granulated sugar,CURATED,,,,,curated
fbd9b1a6-da0f-49fe-bd7f-b9b49ebd068a,grated parmesan cheese,USDA_DERIVED,100,,171247,"Cheese, parmesan, grated",
2d0a4ca5-76b8-4716-99dd-dcb416e6177a,greek yogurt or mayo,MISS,,,170903,"Yogurt, Greek, plain, lowfat",no cup/each portion
6539773c-87bc-47cb-a95c-becccd8fcca3,green beans,USDA_DERIVED,116,,169965,"Beans, snap, green, microwaved",
79a002c7-c1bd-4e5f-b1b1-40254c592065,green bell pepper,MISS,,,,,no curated + no usda match
0f85ccd3-1b62-4cbf-af31-f6bb1e6504f2,green cabbage,MISS,,,,,no curated + no usda match
