row_kind,reason,family,name_a,name_b,label,confidence,base_is,generic_is,yield_qty,yield_unit,co_harvestable,judge_reason,signature,straddles_processing,contradiction_detail
RESIDUE,confidence_medium,bean_legume,canned dark red kidney beans,red kidney beans,SUBSUMES,medium,,red kidney beans,,,,'red kidney beans' leaves form and shade-depth open; the canned dark red version fills both. Generic is the second.,canned|dark,true,
RESIDUE,contradiction_flagged,bean_legume,canned kidney beans,dark red kidney beans,DISTINCT,medium,,,,,,"Different axes: one fixes form (canned, shade open), the other fixes shade (dark red, form open). Neither covers the other.",canned|dark|red,true,signature [canned|dark|red] received DISTINCT + SUBSUMES — canned dark red kidney beans ~ kidney beans => SUBSUMES; canned kidney beans ~ dark red kidney beans => DISTINCT
RESIDUE,confidence_medium,bean_legume,canned kidney beans,red kidney beans,DISTINCT,medium,,,,,,Different axes: 'canned' fixes form and leaves colour open; 'red' fixes colour and leaves form open.,canned|red,true,
RESIDUE,confidence_medium,bean_legume,canned refried beans,refried black beans,DISTINCT,medium,,,,,,"Different axes and different beans: canned (form, bean type open) vs black (bean type, form open); standard refried beans are pinto.",black|canned,true,
RESIDUE,confidence_medium,bean_legume,chana dal (split yellow chickpeas),chickpeas,DISTINCT,medium,,,,,,"Chana dal is a hulled, split, dried pulse sold as its own product; whole chickpeas will not substitute.",chana|dal|split|yellow,false,
RESIDUE,contradiction_flagged,bean_legume,chickpeas,dried chickpeas,SUBSUMES,high,,chickpeas,,,,Bare 'chickpeas' is unqualified on form and is satisfied by dried; the reverse fails. Generic is the first.,dried,true,signature [dried] received SUBSUMES + SYNONYM — black beans ~ dried black beans => SUBSUMES; chickpeas ~ dried chickpeas => SUBSUMES; dried green split peas ~ green split peas => SYNONYM; dried navy beans ~ navy beans => SUBSUMES; dried pinto beans ~ pinto beans => SUBSUMES; dried red kidney beans ~ red kidney beans => SUBSUMES
RESIDUE,confidence_medium,bean_legume,cooked black beans,dried black beans,COMPONENT,medium,dried black beans,,3,cup,false,"Dried beans are the purchase; cooking them (work, nothing discarded) yields cooked black beans.",cooked|dried,true,
RESIDUE,confidence_medium,bean_legume,dark red kidney beans,dried red kidney beans,DISTINCT,medium,,,,,,Different axes: 'dark red' fixes shade with form open; 'dried red' fixes form with shade-depth open.,dark|dried,true,
RESIDUE,confidence_medium,bean_legume,dark red kidney beans,red kidney beans,SUBSUMES,medium,,red kidney beans,,,,"Same axis (shade): 'red kidney beans' covers both light and dark red, so the second is the generic.",dark,false,
RESIDUE,contradiction_flagged,bean_legume,dried green split peas,green split peas,SYNONYM,high,,,,,,Green split peas are always sold dried; same bag.,dried,true,signature [dried] received SUBSUMES + SYNONYM — black beans ~ dried black beans => SUBSUMES; chickpeas ~ dried chickpeas => SUBSUMES; dried green split peas ~ green split peas => SYNONYM; dried navy beans ~ navy beans => SUBSUMES; dried pinto beans ~ pinto beans => SUBSUMES; dried red kidney beans ~ red kidney beans => SUBSUMES
RESIDUE,contradiction_flagged,bean_legume,dried navy beans,navy beans,SUBSUMES,high,,navy beans,,,,Bare 'navy beans' is the generic; dried is one form of it. Generic is the second.,dried,true,signature [dried] received SUBSUMES + SYNONYM — black beans ~ dried black beans => SUBSUMES; chickpeas ~ dried chickpeas => SUBSUMES; dried green split peas ~ green split peas => SYNONYM; dried navy beans ~ navy beans => SUBSUMES; dried pinto beans ~ pinto beans => SUBSUMES; dried red kidney beans ~ red kidney beans => SUBSUMES
RESIDUE,contradiction_flagged,bean_legume,dried pinto beans,pinto beans,SUBSUMES,high,,pinto beans,,,,Bare 'pinto beans' is the generic; dried is a specific form. Generic is the second.,dried,true,signature [dried] received SUBSUMES + SYNONYM — black beans ~ dried black beans => SUBSUMES; chickpeas ~ dried chickpeas => SUBSUMES; dried green split peas ~ green split peas => SYNONYM; dried navy beans ~ navy beans => SUBSUMES; dried pinto beans ~ pinto beans => SUBSUMES; dried red kidney beans ~ red kidney beans => SUBSUMES
RESIDUE,contradiction_flagged,bean_legume,dried red kidney beans,red kidney beans,SUBSUMES,high,,red kidney beans,,,,"Same bean, second name leaves form open; 'dried' fills it. Generic is the second.",dried,true,signature [dried] received SUBSUMES + SYNONYM — black beans ~ dried black beans => SUBSUMES; chickpeas ~ dried chickpeas => SUBSUMES; dried green split peas ~ green split peas => SYNONYM; dried navy beans ~ navy beans => SUBSUMES; dried pinto beans ~ pinto beans => SUBSUMES; dried red kidney beans ~ red kidney beans => SUBSUMES
RESIDUE,confidence_medium,bean_legume,fresh green beans,green beans,SUBSUMES,medium,,green beans,,,,Bare 'green beans' leaves form open and is met by fresh ones; generic is the second name.,fresh,true,
RESIDUE,confidence_medium,bean_legume,fresh snap peas,snap peas,SUBSUMES,medium,,snap peas,,,,Bare 'snap peas' leaves form open and is satisfied by fresh; generic is the second name.,fresh,true,
RESIDUE,confidence_medium,bean_legume,frozen green beans,green beans,SUBSUMES,medium,,green beans,,,,Bare 'green beans' is the generic; frozen is one specific form. Generic is the second name.,frozen,true,
RESIDUE,confidence_medium,bean_legume,refried beans,refried black beans,SUBSUMES,medium,,refried beans,,,,'refried beans' leaves the bean type open; refried black beans are one specific kind. Generic is the first.,black,false,
RESIDUE,confidence_medium,beef,80/20 ground beef,ground beef (80/20 chuck),SUBSUMES,medium,,80/20 ground beef,,,,"Both fix the 80/20 fat ratio, but the second also fixes the cut (chuck). The first leaves the cut axis open, so it is the broader name.",chuck,false,
RESIDUE,confidence_medium,beef,beef broth,"beef broth, low-sodium",SUBSUMES,medium,,beef broth,,,,"Bare ""beef broth"" leaves the sodium axis open and is satisfied by a low-sodium carton; the reverse is not true.",low|sodium,false,
RESIDUE,confidence_medium,beef,beef broth,low-sodium beef broth,SUBSUMES,medium,,beef broth,,,,"Same as the reversed-phrasing pair: bare beef broth is the generic, low-sodium is the specific.",low|sodium,false,
RESIDUE,confidence_medium,beef,beef chuck,beef chuck roast,SUBSUMES,medium,,beef chuck,,,,"""Beef chuck"" is the primal/general cut name; chuck roast is a specific retail cut of it.",roast,false,
RESIDUE,confidence_medium,beef,beef chuck,bone-in beef chuck roast,SUBSUMES,medium,,beef chuck,,,,"Bone-in chuck roast is a specific cut within the broader ""beef chuck"".",bone|roast,false,
RESIDUE,confidence_low,beef,beef chuck,bone-in beef chuck short ribs,SUBSUMES,low,,beef chuck,,,,"Chuck short ribs are cut from the chuck, so the bare primal name covers them, though a stew recipe wanting chuck would not really want short ribs.",bone|rib|short,false,
RESIDUE,confidence_medium,beef,beef chuck,boneless beef chuck roast,SUBSUMES,medium,,beef chuck,,,,"Boneless chuck roast is a specific cut within the broader ""beef chuck"".",boneless|roast,false,
RESIDUE,confidence_medium,beef,beef chuck,ground beef (80/20 chuck),DISTINCT,medium,,,,,,"A whole chuck cut versus pre-ground chuck: you would have to grind it, so it is a separate purchase like peppercorns vs ground pepper.",20|80|ground,true,
RESIDUE,contradiction_flagged,beef,beef sirloin steak tips,beef sirloin tips,SYNONYM,high,,,,,,"""Beef sirloin steak tips"" and ""beef sirloin tips"" are the same butcher-counter item.",steak,false,signature [steak] received SUBSUMES + SYNONYM — beef sirloin steak tips ~ beef sirloin tips => SYNONYM; beef sirloin ~ beef sirloin steak => SUBSUMES
RESIDUE,confidence_medium,beef,beef sirloin steak tips,sirloin steak,DISTINCT,medium,,,,,,Sirloin tips (cubed/strip trim pieces) and a whole sirloin steak are different retail items requiring separate purchases.,beef|tip,false,
RESIDUE,contradiction_flagged,beef,beef sirloin steak,beef sirloin steak tips,DISTINCT,medium,,,,,,A sirloin steak and sirloin steak tips are two different cuts sold separately.,tip,false,signature [tip] received DISTINCT + SUBSUMES — beef sirloin steak ~ beef sirloin steak tips => DISTINCT; beef sirloin ~ beef sirloin tips => SUBSUMES
RESIDUE,contradiction_flagged,beef,beef sirloin,beef sirloin steak,SUBSUMES,medium,,beef sirloin,,,,"""Beef sirloin"" is the bare cut region; a sirloin steak is a specific form of it.",steak,false,signature [steak] received SUBSUMES + SYNONYM — beef sirloin steak tips ~ beef sirloin tips => SYNONYM; beef sirloin ~ beef sirloin steak => SUBSUMES
RESIDUE,confidence_medium,beef,beef sirloin,beef sirloin steak tips,SUBSUMES,medium,,beef sirloin,,,,"""Beef sirloin"" is the bare cut region; sirloin steak tips are a specific form of it.",steak|tip,false,
RESIDUE,contradiction_flagged,beef,beef sirloin,beef sirloin tips,SUBSUMES,medium,,beef sirloin,,,,"""Beef sirloin"" is the bare cut region; sirloin tips are a specific form of it.",tip,false,signature [tip] received DISTINCT + SUBSUMES — beef sirloin steak ~ beef sirloin steak tips => DISTINCT; beef sirloin ~ beef sirloin tips => SUBSUMES
RESIDUE,confidence_medium,beef,bone-in beef chuck short ribs,bone-in beef short ribs,SUBSUMES,medium,,bone-in beef short ribs,,,,"""Bone-in beef short ribs"" leaves the sub-cut open (chuck or plate); chuck short ribs fix it. The second name is the generic.",chuck,false,
RESIDUE,confidence_medium,beef,"bone-in ribeye steaks, 1-inch thick","bone-in ribeye steaks, about 1.25 inches thick",DISTINCT,medium,,,,,,Two different specified thicknesses on the same axis; neither covers the other.,25,false,
RESIDUE,confidence_medium,beef,"bone-in ribeye steaks, about 1-inch thick","bone-in ribeye steaks, about 1.25 inches thick",DISTINCT,medium,,,,,,Two different stated thicknesses; neither satisfies the other.,25,false,
RESIDUE,confidence_medium,beef,ground beef (80/20 chuck),ground beef (80/20),SUBSUMES,medium,,ground beef (80/20),,,,"Both fix 80/20; only the first also fixes the cut as chuck, so the second is the broader name.",chuck,false,
RESIDUE,confidence_medium,beef,ground beef (85% lean),lean ground beef,SUBSUMES,medium,,lean ground beef,,,,"""Lean ground beef"" leaves the exact ratio open; 85% lean pins it down. The second name is the generic.",85,false,
RESIDUE,confidence_medium,beef,ground beef,ground beef patties,DISTINCT,medium,,,,,,"Pre-formed patties are their own retail item; a shopper needing patties is not served by a bulk chub in the same way, and vice versa.",patty,false,
RESIDUE,confidence_low,beef,ground beef,lean ground beef meat boi,SUBSUMES,low,,ground beef,,,,"The second name is garbled but reads as lean ground beef, a specific kind of the bare generic.",boi|lean|meat,false,
RESIDUE,confidence_low,beef,lean ground beef,lean ground beef meat boi,SYNONYM,low,,,,,,The second is a garbled entry for the same lean ground beef product; no additional qualifier is conveyed.,boi|meat,false,
RESIDUE,confidence_medium,beef,sirloin steak,top sirloin steaks,SUBSUMES,medium,,sirloin steak,,,,"""Sirloin steak"" leaves the sub-cut open (top or bottom sirloin); top sirloin fixes it.",top,false,
RESIDUE,confidence_medium,beef,sirloin steak,"top sirloin steaks, about 1 inch thick",SUBSUMES,medium,,sirloin steak,,,,"Bare ""sirloin steak"" is unspecified on sub-cut and thickness; the second fixes both.",thick|top,false,
RESIDUE,confidence_medium,birria braising liquid reserved,reserved birria braising liquid,reserved braising liquid from chicken birria,SUBSUMES,medium,,reserved birria braising liquid,,,,"""reserved birria braising liquid"" is unqualified as to the meat, so it is satisfied by the liquid from any birria, including chicken birria; a recipe calling specifically for chicken birria liquid is not satisfied by just any birria liquid. Bare name is the generic.",chicken|from,false,
RESIDUE,confidence_medium,birria braising liquid reserved,reserved birria braising liquid,reserved braising liquid from goat birria,SUBSUMES,medium,,reserved birria braising liquid,,,,"Same structure as the chicken pair: the bare ""birria braising liquid"" leaves the meat axis open and is met by goat birria liquid, while a demand for goat-birria liquid is not met by any birria liquid. First name is generic.",from|goat,false,
RESIDUE,confidence_medium,bok choy,baby bok choy,bok choy,DISTINCT,medium,,,,,,"Unqualified ""bok choy"" names the standard full-size mature head (the default product on the shelf), while ""baby bok choy"" is a separate SKU of small, often different-cultivar heads sold by the bunch. A shopper asking for bok choy gets the big one, not any size, so these are sibling size tiers rather than parent and child — analogous to ""corn tortillas ~ small corn tortillas"". Needing one while holding the other means a second purchase.",baby,false,
RESIDUE,contradiction_flagged,bread,baguette,crusty baguette,SYNONYM,medium,,,,,,"A baguette is crusty by definition; 'crusty' is a descriptive adjective, not a different product on the shelf.",crusty,false,signature [crusty] received SUBSUMES + SYNONYM — baguette ~ crusty baguette => SYNONYM; crusty french baguette ~ french baguette => SYNONYM; crusty hoagie rolls ~ hoagie rolls => SUBSUMES; crusty italian bread loaf ~ italian bread loaf => SUBSUMES; crusty sourdough bread ~ sourdough bread => SUBSUMES; crusty sourdough loaf ~ sourdough loaf => SUBSUMES
RESIDUE,confidence_medium,bread,baguette,crusty french baguette,SYNONYM,medium,,,,,,"Baguettes are French and crusty by definition; both qualifiers are inherent, so this is the same loaf.",crusty|french,false,
RESIDUE,contradiction_flagged,bread,baguette,french baguette,SYNONYM,high,,,,,,A baguette is a French bread; 'french' adds nothing to the purchase.,french,false,signature [french] received SUBSUMES + SYNONYM — baguette ~ french baguette => SYNONYM; crusty baguette ~ crusty french baguette => SYNONYM; french hoagie rolls (10-inch) ~ hoagie rolls => SUBSUMES
RESIDUE,contradiction_flagged,bread,baguette,italian baguette,DISTINCT,medium,,,,,,"Bare 'baguette' denotes the standard French loaf; an 'italian baguette' is a sibling bakery item, not a kind the bare name covers.",italian,false,signature [italian] received DISTINCT + SUBSUMES + SYNONYM — baguette ~ italian baguette => DISTINCT; ciabatta loaf ~ italian ciabatta loaf => SYNONYM; crusty bread ~ crusty italian bread => SUBSUMES
RESIDUE,confidence_medium,bread,brioche buns,brioche burger buns,SYNONYM,medium,,,,,,'Brioche buns' in the default sense are round burger buns; same package.,burger,false,
RESIDUE,confidence_medium,bread,brioche buns,brioche hamburger bun,SYNONYM,medium,,,,,,Hamburger bun = burger bun; bare 'brioche buns' names that same standard round bun.,hamburger,false,
RESIDUE,confidence_medium,bread,brioche buns,brioche hot dog buns,DISTINCT,medium,,,,,,Bare 'brioche buns' means round burger buns; hot dog buns are a different shape and a second purchase.,dog|hot,false,
RESIDUE,confidence_medium,bread,brioche buns,brioche slider buns,DISTINCT,medium,,,,,,Slider buns are a separate small-bun package; a shopper holding standard brioche buns must buy them.,slider,false,
RESIDUE,contradiction_flagged,bread,ciabatta loaf,italian ciabatta loaf,SYNONYM,high,,,,,,"Ciabatta is an Italian bread; the 'italian' qualifier is redundant, same loaf.",italian,false,signature [italian] received DISTINCT + SUBSUMES + SYNONYM — baguette ~ italian baguette => DISTINCT; ciabatta loaf ~ italian ciabatta loaf => SYNONYM; crusty bread ~ crusty italian bread => SUBSUMES
RESIDUE,confidence_medium,bread,corn tortilla chips,corn tortillas,DISTINCT,medium,,,,,,A bag of fried chips and a package of soft tortillas are two different purchases; turning tortillas into chips requires frying and oil.,chip,false,
RESIDUE,confidence_medium,bread,corn tortilla chips,corn tortillas (6-inch),DISTINCT,medium,,,,,,Fried chips versus soft 6-inch tortillas: two separate products on separate shelves.,chip,false,
RESIDUE,confidence_medium,bread,corn tortilla chips,tortilla chips,SYNONYM,medium,,,,,,Standard tortilla chips are corn chips; either name buys the same bag.,corn,false,
RESIDUE,confidence_medium,bread,corn tortilla strips,corn tortillas,DISTINCT,medium,,,,,,"Crisp tortilla strips are a separate fried product; soft tortillas would have to be cut and fried, which is a second purchase of oil and work.",strip,false,
RESIDUE,confidence_medium,bread,corn tortilla strips,corn tortillas (6-inch),DISTINCT,medium,,,,,,Same as strips vs tortillas: crisp strips are a different product from soft 6-inch tortillas.,strip,false,
RESIDUE,confidence_medium,bread,corn tortilla strips,tortilla strips,SYNONYM,medium,,,,,,Tortilla strips are corn tortilla strips by default; one product under two names.,corn,false,
RESIDUE,confidence_medium,bread,corn tortillas (6-inch),small corn tortillas,DISTINCT,medium,,,,,,"6-inch is the standard taco tortilla; 'small corn tortillas' denotes the smaller street-taco tier, a sibling size.",small,false,
RESIDUE,contradiction_flagged,bread,corn tortillas (6-inch),white corn tortillas,DISTINCT,high,,,,,,"'6-inch' fixes size and leaves colour open; 'white' fixes colour and leaves size open — different axes, neither contains the other.",white,false,signature [white] received DISTINCT + SUBSUMES — corn tortillas (6-inch) ~ white corn tortillas => DISTINCT; corn tortillas ~ white corn tortillas => SUBSUMES; sandwich bread ~ white sandwich bread => SUBSUMES
RESIDUE,contradiction_flagged,bread,corn tortillas,corn tortillas (6-inch),SUBSUMES,medium,,corn tortillas,,,,"Bare 'corn tortillas' names the standard tier but leaves the exact inches open; '(6-inch)' fills that in, subsumption within a tier.",(identical),false,"SUBSUMES declares ""corn tortillas"" generic over ""corn tortillas (6-inch)"", but the declared generic is not the less-qualified name — two specifics are DISTINCT, never SUBSUMES (D-WS9-202)"
RESIDUE,contradiction_flagged,bread,corn tortillas,white corn tortillas,SUBSUMES,medium,,corn tortillas,,,,'Corn tortillas' is unspecified on colour; white corn is one specific kind alongside yellow and blue.,white,false,signature [white] received DISTINCT + SUBSUMES — corn tortillas (6-inch) ~ white corn tortillas => DISTINCT; corn tortillas ~ white corn tortillas => SUBSUMES; sandwich bread ~ white sandwich bread => SUBSUMES
RESIDUE,confidence_medium,bread,crusty artisan bread loaf,crusty bread,SUBSUMES,medium,,crusty bread,,,,'Crusty bread' is the bare generic; a crusty artisan loaf is one specific kind that satisfies it.,artisan|loaf,false,
RESIDUE,contradiction_flagged,bread,crusty baguette,crusty french baguette,SYNONYM,high,,,,,,Baguettes are French; the added word changes nothing about the purchase.,french,false,signature [french] received SUBSUMES + SYNONYM — baguette ~ french baguette => SYNONYM; crusty baguette ~ crusty french baguette => SYNONYM; french hoagie rolls (10-inch) ~ hoagie rolls => SUBSUMES
RESIDUE,contradiction_flagged,bread,crusty bread,crusty italian bread,SUBSUMES,high,,crusty bread,,,,'Crusty bread' is the bare generic; crusty Italian bread is one specific kind of crusty bread.,italian,false,signature [italian] received DISTINCT + SUBSUMES + SYNONYM — baguette ~ italian baguette => DISTINCT; ciabatta loaf ~ italian ciabatta loaf => SYNONYM; crusty bread ~ crusty italian bread => SUBSUMES
