bucket,ingredientId,canonicalName,isDeadPointer,oldFdcId,oldDescription,newFdcId,newDescription,newDataType,newCal,newFat,newProtein,newCarbs,runnerUpFdcId,runnerUpDescription,judgeReason,hansRuling
ESCALATE,929e2132-88e2-437d-9ccb-06656cbbf2b4,swiss cheese,DEAD,746767,(FDC record not returned),746767,"Cheese, swiss",Foundation,393,31,27,1.44,171251,"Cheese, swiss",Plain swiss cheese; Foundation preferred over identical SR Legacy.,
ESCALATE,b4f50ccf-b7e1-4a12-a3b6-90f11fbe8007,whole milk ricotta cheese,DEAD,746766,(FDC record not returned),746766,"Cheese, ricotta, whole milk",Foundation,157,11,7.81,6.86,170851,"Cheese, ricotta, whole milk",Both 0 and 1 are whole milk ricotta; Foundation preferred over SR Legacy.,
ESCALATE,26f9cf2a-5548-471a-ade9-2e1a5255a09d,whole-milk ricotta,DEAD,746766,(FDC record not returned),746766,"Cheese, ricotta, whole milk",Foundation,157,11,7.81,6.86,170851,"Cheese, ricotta, whole milk",Both 0 and 1 are whole-milk ricotta; Foundation preferred over SR Legacy.,
ESCALATE,782b0eea-bbfd-4ea6-a3d2-1bafed231244,whole-milk ricotta cheese,DEAD,746766,(FDC record not returned),746766,"Cheese, ricotta, whole milk",Foundation,157,11,7.81,6.86,170851,"Cheese, ricotta, whole milk",Both Foundation and SR Legacy whole milk ricotta match; Foundation preferred.,
ESCALATE,b1cce1aa-0acd-4dc8-8bbb-08e698bd5aca,yellow mustard,DEAD,326698,(FDC record not returned),326698,"Mustard, prepared, yellow",Foundation,61,3.38,4.25,5.3,172234,"Mustard, prepared, yellow",Yellow mustard condiment; Foundation preferred over SR Legacy duplicate.,
ESCALATE,b7425a8e-6692-4d4a-b07a-514eca487056,avocado,,173573,"Oil, avocado",171705,"Avocados, raw, all commercial varieties",SR Legacy,160,14.7,2,8.53,171706,"Avocados, raw, California",Generic 'avocado' best matches all commercial varieties raw; California is close runner-up.,
ESCALATE,465709f9-c999-4a56-a826-d352cbaab93b,beef broth,,171561,"Soup, beef broth, cubed, dry",171538,"Soup, beef broth or bouillon canned, ready-to-serve",SR Legacy,7,0.22,1.14,0.04,174557,"Soup, beef broth, bouillon, consomme, prepared with equal volume water",Ready-to-serve beef broth matches recipe liquid use; consomme prepared with water is close alternative.,
ESCALATE,0c4cb179-526e-483d-a228-6796ea4fda9e,black beans,,173734,"Beans, black, mature seeds, raw",173734,"Beans, black, mature seeds, raw",SR Legacy,341,1.42,21.6,62.4,175186,"Beans, black turtle, mature seeds, raw",Raw mature black beans; index 4 (black turtle) is a plausible near-equivalent variant.,
ESCALATE,0afb999a-7605-4df1-bd0f-3809e276ec1d,butter,,171314,"Butter, Clarified butter (ghee)",173410,"Butter, salted",SR Legacy,717,81.1,0.85,0.06,173430,"Butter, without salt",Recipe 'butter' defaults to salted stick butter; unsalted is close runner-up.,
ESCALATE,c2f5b970-8511-4145-9b7b-7a84ec5d3675,buttermilk,,171274,"Milk, buttermilk, dried",170874,"Milk, buttermilk, fluid, cultured, lowfat",SR Legacy,40,1.07,3.31,4.79,172225,"Milk, buttermilk, fluid, whole",Recipe buttermilk is typically cultured lowfat fluid; whole fluid is the runner-up.,
ESCALATE,4efd3dd1-7fa6-42b1-bfe4-7ea5793701b5,canned black beans,,171141,"Soup, black bean, canned, condensed",175188,"Beans, black turtle, mature seeds, canned",SR Legacy,91,0.29,6.03,16.6,175238,"Beans, black, mature seeds, canned, low sodium","Canned black beans; index 1 is standard, index 2 is low-sodium variant.",
ESCALATE,f3287ad9-32a4-4a9b-b701-0faa71228100,chicken broth,,171110,"Chicken, canned, no broth",174536,"Soup, chicken broth, ready-to-serve",SR Legacy,6,0.21,0.64,0.44,174551,"Soup, chicken broth, canned, prepared with equal volume water",Ready-to-serve chicken broth matches how a recipe uses 'chicken broth'; canned-prepared version is close runner-up.,
ESCALATE,7f8cf47c-a74f-4f20-92fc-6ebe029f9be5,coconut milk,,174116,"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",170173,"Nuts, coconut milk, canned (liquid expressed from grated meat and water)",SR Legacy,197,21.3,2.02,2.81,170172,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",Canned coconut milk is the standard recipe form; raw (7) is a plausible alternative.,
ESCALATE,afd614de-4f84-4891-aea6-faae6ab07bf7,cooked ham,,174611,"Ham, honey, smoked, cooked",168110,"Pork, cured, ham, low sodium, lean and fat, cooked",SR Legacy,172,8.3,22.3,0.3,171626,"Ham, chopped, canned",Cured cooked ham is the standard deli/recipe ham; low-sodium lean and fat variant is closest whole-ham match.,
ESCALATE,255aedc9-13a9-4639-96d7-cfb8de89ef6b,flour tortilla,,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable",SR Legacy,297,7.58,8.01,49.3,173242,"Tortillas, ready-to-bake or -fry, flour, without added calcium",Shelf-stable flour tortilla best matches typical recipe use; refrigerated/no-calcium variants are close alternatives.,
ESCALATE,d69f55dc-1073-454f-9104-5c7815432139,flour tortillas,,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable",SR Legacy,297,7.58,8.01,49.3,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated","Generic flour tortilla; shelf-stable is most common recipe form, refrigerated a close alternative.",
ESCALATE,c336da16-8447-44b5-976a-a26f1566c47c,fresh mint,,168766,"Candies, NESTLE, AFTER EIGHT Mints",173475,"Spearmint, fresh",SR Legacy,44,0.73,3.29,8.41,173474,"Peppermint, fresh",Spearmint is the common culinary 'mint'; peppermint is the plausible runner-up.,
ESCALATE,934853c3-6af7-4e79-8efa-44e5ea501e74,fresh mozzarella,,169011,"APPLEBEE'S, mozzarella sticks",170845,"Cheese, mozzarella, whole milk",SR Legacy,299,22.1,22.2,2.4,167735,"Cheese, mozzarella, low sodium",Fresh mozzarella best matches whole milk mozzarella; low sodium is plausible runner-up.,
ESCALATE,0ecb8f59-0dbc-4aed-b298-0444604b08b6,ground turkey,,171506,"Turkey, Ground, cooked",171505,"Turkey, Ground, raw",SR Legacy,148,7.66,19.7,0,172850,"Turkey, ground, 93% lean, 7% fat, raw","Generic raw ground turkey; index 1 is the plain unqualified raw record, but lean-percentage variants are plausible.",
ESCALATE,ae8d392d-9224-4b82-9eba-2e86616b901b,large flour tortilla,,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable",SR Legacy,297,7.58,8.01,49.3,173242,"Tortillas, ready-to-bake or -fry, flour, without added calcium",Shelf-stable flour tortilla best matches a generic recipe tortilla; refrigerated/without-calcium variants also plausible.,
ESCALATE,f8371cd6-28a7-489d-87be-032abaf64b07,lean ground beef,,168652,"Beef, ground, 70% lean meat / 30% fat, raw",174030,"Beef, ground, 90% lean meat / 10% fat, raw",SR Legacy,176,10,20,0,173110,"Beef, ground, 93% lean meat / 7% fat, raw","Lean ground beef, raw; 90/10 is the standard 'lean' grade, 93/7 also plausible.",
ESCALATE,5759303d-9d51-487e-a55b-615f951e14b2,long grain white rice,,169708,"Rice, white, long-grain, parboiled, enriched, cooked",168877,"Rice, white, long-grain, regular, raw, enriched",SR Legacy,365,0.66,7.13,80,169756,"Rice, white, long-grain, regular, raw, unenriched",Raw enriched long-grain regular white rice is standard; unenriched (6) is plausible alternative.,
ESCALATE,17823f2b-2375-4ecc-95d9-8acbfa5a8e5b,long-grain white rice,,169708,"Rice, white, long-grain, parboiled, enriched, cooked",168877,"Rice, white, long-grain, regular, raw, enriched",SR Legacy,365,0.66,7.13,80,169756,"Rice, white, long-grain, regular, raw, unenriched",Regular long-grain raw enriched is the standard recipe staple; unenriched (6) is the runner-up.,
ESCALATE,012c52a0-45d4-415d-85b7-8aa89b641678,marinara sauce,,169037,"OLIVE GARDEN, cheese ravioli with marinara sauce",332282,"Sauce, pasta, spaghetti/marinara, ready-to-serve",Foundation,45,1.48,1.41,8.05,171192,"Sauce, pasta, spaghetti/marinara, ready-to-serve",Foundation marinara sauce ready-to-serve is the best match; SR Legacy version is a close runner-up.,
ESCALATE,d90df00f-2d56-4ff8-b07f-fe4d3103705d,orange,,168819,"Marmalade, orange",746771,"Oranges, raw, navels",Foundation,47,0.15,0.91,11.8,169918,"Oranges, raw, Florida",Navel orange raw is the standard whole fruit; Florida raw is a close alternative.,
ESCALATE,1de51135-fb85-491c-b056-b896c2c68fa6,oranges,,168819,"Marmalade, orange",746771,"Oranges, raw, navels",Foundation,47,0.15,0.91,11.8,169918,"Oranges, raw, Florida","Whole raw orange (navels, Foundation) best matches generic 'oranges'; Florida raw is close runner-up.",
ESCALATE,c2607813-c5c5-4d31-bace-1b1c8cd30779,peanuts,,169585,"Candies, peanut bar",174263,"Peanuts, spanish, raw",SR Legacy,570,49.6,26.2,15.8,172434,"Peanuts, virginia, raw",Generic 'peanuts' = raw whole peanuts; multiple varieties (spanish/valencia/virginia) all plausible.,
ESCALATE,31e982f4-8f28-47ea-ab32-e2b433b26706,ripe avocado,,173573,"Oil, avocado",171706,"Avocados, raw, California",SR Legacy,167,15.4,1.96,8.64,171707,"Avocados, raw, Florida",Raw whole avocado; California is more common variety but Florida also plausible.,
ESCALATE,0ee25c3c-57ea-4036-a6d2-0c9a600a684b,rotisserie chicken,,171524,"Chicken, broiler, rotisserie, BBQ, skin",171445,"Chicken, broiler, rotisserie, BBQ, breast, meat only",SR Legacy,144,3.57,28,0,171125,"Chicken, broiler, rotisserie, BBQ, breast, meat and skin","Rotisserie chicken as used in recipes is typically breast meat; meat-only breast is the representative whole-food match, with meat-and-skin as alternate.",
ESCALATE,31f66ba4-af40-4905-bd20-530f34c4b814,salsa,,174068,"Dip, salsa con queso, cheese and salsa- medium",746777,"Sauce, salsa, ready-to-serve",Foundation,29,0.19,1.44,6.74,174524,"Sauce, salsa, ready-to-serve",Plain salsa sauce; Foundation and SR Legacy records nearly identical.,
ESCALATE,8e7dc0de-9696-4acc-b89f-eae12edffe67,sandwich bread,,167597,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",167598,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",SR Legacy,298,8.02,5.4,51.2,167597,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",Plain white sandwich bread best fits; both are gluten-free branded but no plain-wheat option exists.,
ESCALATE,d8ed1a6a-c402-47d6-9942-516238dc8e51,small flour tortilla,,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable",SR Legacy,297,7.58,8.01,49.3,175082,"Mission Foods, Mission Flour Tortillas, Soft Taco, 8 inch",Shelf-stable flour tortilla matches a typical ready-to-use small tortilla; branded 8-inch soft taco is a close alternative.,
ESCALATE,722a1617-4b36-4911-98a0-50e42446b3b9,thick-cut white sandwich bread,,167598,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",167532,"Bread, white wheat",SR Legacy,238,2.15,10.7,43.9,167598,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",Plain white bread (index 9) best fits; Udi's is gluten-free branded variant.,
ESCALATE,0950e8ee-4506-49b9-a1c1-fee0a256c30d,water,,169301,"Water convolvulus,raw",173647,"Beverages, water, tap, drinking",SR Legacy,0,0,0,0,175103,"Beverages, water, tap, municipal",Recipe water is typically tap drinking water; multiple identical water records exist.,
ESCALATE,2a6267fa-0479-4947-81fd-08e4813db840,white sandwich bread,,170709,"Fast foods, submarine sandwich, meatball marinara on white bread",167532,"Bread, white wheat",SR Legacy,238,2.15,10.7,43.9,167598,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread","Bread, white wheat is the plain whole bread; Udi's is a gluten-free branded variant.",
AUTO,b0c9782e-2622-47c9-9314-42bc3378cd7d,canned diced tomatoes,DEAD,333281,(FDC record not returned),333281,"Tomatoes, canned, red, ripe, diced",Foundation,18,0.5,0.84,3.32,,,"Exact match: canned diced tomatoes, Foundation record.",
AUTO,ff5c0f12-8f37-4ef8-9525-c134ea34b74f,cheddar,DEAD,328637,(FDC record not returned),328637,"Cheese, cheddar",Foundation,408,34,23.3,2.44,170899,"Cheese, cheddar, sharp, sliced",Foundation record for plain cheddar cheese is the whole-food match.,
AUTO,da808643-91de-48c9-972f-a6934cb07bed,cheddar cheese,DEAD,328637,(FDC record not returned),328637,"Cheese, cheddar",Foundation,408,34,23.3,2.44,173414,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)","Foundation record for plain cheddar cheese, standard macros.",
AUTO,9ec92e5e-0617-42e8-b721-91572511ef22,cherry tomato,DEAD,321360,(FDC record not returned),321360,"Tomatoes, grape, raw",Foundation,27,0.63,0.83,5.51,,,Grape tomatoes raw are the closest whole raw small-tomato match to cherry tomato.,
AUTO,ba92b72b-999e-42e5-a6f1-540357132068,diced tomatoes,DEAD,333281,(FDC record not returned),333281,"Tomatoes, canned, red, ripe, diced",Foundation,18,0.5,0.84,3.32,,,"Exact match: canned diced tomatoes, whole food with fitting macros.",
AUTO,ff985025-9437-410a-bf2f-b65624bc9020,egg,DEAD,747997,(FDC record not returned),748967,"Eggs, Grade A, Large, egg whole",Foundation,148,9.96,12.4,0.96,,,Whole raw large egg matches generic recipe 'egg'.,
AUTO,d0297d4d-b358-4038-b7f3-78b772914f8e,eggs,DEAD,747997,(FDC record not returned),748967,"Eggs, Grade A, Large, egg whole",Foundation,148,9.96,12.4,0.96,,,Whole raw egg matches recipe use of 'eggs'.,
AUTO,e44ced9d-f2bc-41d9-9d5b-50c7ca965811,large egg,DEAD,747997,(FDC record not returned),748967,"Eggs, Grade A, Large, egg whole",Foundation,148,9.96,12.4,0.96,,,Whole large egg matches ingredient exactly.,
AUTO,179e8716-f88b-46b9-b8ba-13d15162ee0d,large eggs,DEAD,747997,(FDC record not returned),748967,"Eggs, Grade A, Large, egg whole",Foundation,148,9.96,12.4,0.96,,,Whole large eggs match the whole-egg Foundation record.,
AUTO,c43dc8b1-e89d-45be-9750-b058be8fc8ae,shredded cheddar cheese,DEAD,328637,(FDC record not returned),328637,"Cheese, cheddar",Foundation,408,34,23.3,2.44,,,"Plain cheddar cheese, whole-food full-fat record matches shredded cheddar.",
AUTO,f4218e7c-4ff8-45e6-8398-2bc127d93a0e,apples,,174988,"Croissants, apple",171689,"Apples, raw, without skin",SR Legacy,48,0.13,0.27,12.8,,,"Raw whole apple; only non-derivative, non-dish apple record (without skin is closest available).",
AUTO,36becf24-3b73-4df3-95f6-2e669095de16,bacon,,172439,"Bacon, meatless",168277,"Pork, cured, bacon, unprepared",SR Legacy,393,37.1,13.7,0,,,"Pork, cured, bacon, unprepared is the whole raw pork bacon a recipe means.",
AUTO,9660aa49-438b-4058-8c6c-2da896287226,bananas,,173945,"Bananas, dehydrated, or banana powder",173944,"Bananas, raw",SR Legacy,89,0.33,1.09,22.8,,,"Raw whole bananas, standard recipe form; overripe is a specialized variant.",
AUTO,57c876d1-6780-4cc6-994a-efd4a0f1dd53,black forest ham,,170712,"SUBWAY, black forest ham sub on white bread with lettuce and tomato",746952,"Ham, sliced, restaurant",Foundation,121,3.68,19.6,2.36,171627,"Ham, chopped, not canned","Black forest ham is a sliced deli ham; 'Ham, sliced, restaurant' best matches whole sliced ham without being a spread, canned, or composite dish.",
AUTO,8215eb8c-0d90-4e8a-a6bf-6000e415d5cb,carrot,,170500,"Carrot, dehydrated",170393,"Carrots, raw",SR Legacy,41,0.24,0.93,9.58,,,Raw whole carrot is the plain recipe ingredient.,
AUTO,46f8a102-3c8f-4201-a012-87c4c094e284,carrots,,170500,"Carrot, dehydrated",170393,"Carrots, raw",SR Legacy,41,0.24,0.93,9.58,,,Raw whole carrots is the plain recipe default.,
AUTO,afdc10c0-e03e-4649-96fe-54f17fe9ae47,chicken breast,,171515,"Chicken breast tenders, breaded, uncooked",171474,"Chicken, broilers or fryers, breast, meat and skin, raw",SR Legacy,172,9.25,20.8,0,,,"Raw whole chicken breast; recipe default is raw, not cooked or processed deli products.",
AUTO,80e03e21-9da4-4780-8533-de2ad0a48062,chicken drumstick,,172855,"Chicken, skin (drumsticks and thighs), raw",172373,"Chicken, broilers or fryers, drumstick, meat and skin, raw",SR Legacy,161,9.2,18.1,0.11,,,Whole raw drumstick meat and skin; matches recipe use of raw chicken drumstick.,
AUTO,d89b08b7-abcf-4286-b5ac-3f93eea20f82,chicken drumsticks,,172855,"Chicken, skin (drumsticks and thighs), raw",172373,"Chicken, broilers or fryers, drumstick, meat and skin, raw",SR Legacy,161,9.2,18.1,0.11,,,"Whole drumstick, meat and skin, raw — matches recipe usage of chicken drumsticks.",
AUTO,f115d3eb-ee04-4798-b532-e64ef5107689,chicken thighs,,172855,"Chicken, skin (drumsticks and thighs), raw",172385,"Chicken, broilers or fryers, thigh, meat and skin, raw",SR Legacy,221,16.6,16.5,0.25,,,"Whole raw chicken thigh with meat and skin, matching default raw recipe usage.",
AUTO,df8679ed-1d64-4d6f-9cfb-89627da92483,chickpeas,,174288,Chickpea flour (besan),173756,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",SR Legacy,378,6.04,20.5,63,,,Recipe 'chickpeas' defaults to whole raw/dry mature seeds; canned/cooked variants excluded.,
AUTO,aad2eda0-7fba-41a2-8702-15fdec421686,crusty artisan bread loaf,,173261,"Pillsbury, Crusty French Loaf, refrigerated dough",173261,"Pillsbury, Crusty French Loaf, refrigerated dough",SR Legacy,243,2.88,8.59,46.4,,,Only bread candidate; others are meat loaf products despite 'loaf' naming.,
AUTO,04973da3-6fd9-4198-b9bd-d38baae3f00b,crusty sourdough loaf,,173261,"Pillsbury, Crusty French Loaf, refrigerated dough",172675,"Bread, french or vienna (includes sourdough)",SR Legacy,272,2.42,10.8,51.9,173261,"Pillsbury, Crusty French Loaf, refrigerated dough",Explicitly includes sourdough as baked bread loaf; macros fit crusty bread.,
AUTO,4524f44a-6092-45b5-bc34-57a33e20309a,frozen peas,,170425,"Peas and carrots, frozen, unprepared",170016,"Peas, green, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",SR Legacy,77,0.4,5.22,13.6,,,"Plain green peas, frozen, unprepared matches raw whole-food rule.",
AUTO,d0f7e5f5-99e6-4c87-8460-ccf5506f1bbd,large shrimp,,175180,"Crustaceans, shrimp, cooked",175179,"Crustaceans, shrimp, raw",SR Legacy,85,0.51,20.1,0,,,Raw whole shrimp is the correct state for a recipe ingredient.,
AUTO,057e48fd-245a-4ce2-a22b-37c7a6881ad3,lemon,,167802,"Lemon juice from concentrate, bottled, REAL LEMON",167746,"Lemons, raw, without peel",SR Legacy,29,0.3,1.1,9.32,,,Whole raw lemon fruit; juice/peel are derivatives.,
AUTO,f2916482-d44a-42c9-9e91-6895d84b6424,lime zest,,168155,"Limes, raw",168155,"Limes, raw",SR Legacy,30,0.2,0.7,10.5,,,Lime zest is the peel of a whole raw lime; closest whole-food match is raw limes.,
AUTO,64c65100-d625-4c27-b555-c20115f72db9,mayonnaise,,168112,"Salad dressing, mayonnaise and mayonnaise-type, low calorie",171009,"Salad dressing, mayonnaise, regular",SR Legacy,680,74.8,0.96,0.57,167736,"Mayonnaise dressing, no cholesterol","Regular full-fat mayonnaise matches plain 'mayonnaise' best; ~680 kcal, 74.8g fat.",
AUTO,be315867-a066-46c3-9c52-f2d38140bf0d,orange juice,,171354,"Babyfood, juice, orange",169099,"Orange juice, canned, unsweetened",SR Legacy,47,0.15,0.68,11,,,"Plain unsweetened orange juice fits recipe usage; others are babyfood, blends, or drinks.",
AUTO,c1132c30-ddf3-49a1-aacc-9632e1f224c5,quinoa,,168917,"Quinoa, cooked",168874,"Quinoa, uncooked",SR Legacy,368,6.07,14.1,64.2,,,Quinoa as a recipe names it = dry grain; uncooked whole quinoa is the correct staple form.,
AUTO,b7849e78-e861-42d4-9d03-eb24d0bf17a3,rice noodles,,168914,"Rice noodles, cooked",169742,"Rice noodles, dry",SR Legacy,364,0.56,5.95,80.2,,,Rice noodles dry is the whole staple in its default uncooked state.,
AUTO,f533213a-0121-485e-b6b8-5113a67f1c68,russet potatoes,,170030,"Potatoes, Russet, flesh and skin, baked",170027,"Potatoes, russet, flesh and skin, raw (Includes foods for USDA's Food Distribution Program)",SR Legacy,79,0.08,2.14,18.1,,,"Raw russet potato flesh and skin, whole tuber, matches recipe use.",
AUTO,473ef450-5398-4263-8c0c-206a998f1d4d,shrimp,,175180,"Crustaceans, shrimp, cooked",175179,"Crustaceans, shrimp, raw",SR Legacy,85,0.51,20.1,0,,,Raw whole shrimp is the correct default for a recipe ingredient named 'shrimp'.,
AUTO,1180f321-0176-43e1-be93-c067b4d7847a,whole nutmeg,,172335,"Oil, nutmeg butter",171326,"Spices, nutmeg, ground",SR Legacy,525,36.3,5.84,49.3,,,Whole nutmeg is used as the ground spice; nutmeg butter (oil) is a derivative.,
AUTO,7a30edab-2b3d-4204-86a7-f98b3f9f2ff9,wild rice,,168897,"Wild rice, cooked",169726,"Wild rice, raw",SR Legacy,357,1.08,14.7,74.9,,,Wild rice raw is the dry whole grain a recipe uses.,
MISS,6b0c36e4-b6b5-4223-a14a-bda1da2f384e,brown rice,,1104812,"Flour, rice, brown",,,,,,,,,,"No plain dry brown rice grain; all candidates are flour, rice cakes, chips, or babyfood.",
MISS,8abd0dbd-35de-4a18-8921-f72f58454c28,chicken tenderloins,,169842,"CRACKER BARREL, chicken tenderloin platter, fried",,,,,,,,,,No raw chicken tenderloin record; only fried platters or other-species tenderloins.,
MISS,6f5e6a4d-d077-4f84-a3b6-68da4ac88b19,fresh tarragon,,170937,"Spices, tarragon, dried",,,,,,,,,,Only dried tarragon available; no fresh tarragon record among candidates.,
MISS,81848eae-db1d-46e8-ba62-f00c340aa8df,mixed greens,,169085,"Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added",,,,,,,,,,No generic 'mixed greens' salad blend; only specific single-green types available.,
MISS,707fd479-e88c-4c9a-bacc-6534e752bbc1,ribeye steak,,172599,"Game meat, bison, ribeye, separable lean only, 1"" steak, cooked, broiled",,,,,,,,,,"No plain beef ribeye steak (whole cut) raw; only cap steak, bison, or Australian grass-fed variants — none match generic ribeye.",
MISS,b7b0cdde-e043-45fd-9142-6488374a6b61,small potato,,167943,"Bread, potato",,,,,,,,,,"No raw whole potato record; only skin, flour, bread, dishes, and non-potato foods available.",
MISS,0a3b1c67-3ba5-4b3c-b180-be4b2cdc0fd1,spaghetti,,169845,"DENNY'S, spaghetti and meatballs",,,,,,,,,,"No plain dry spaghetti pasta record; only spinach variants, dishes, or squash.",
MISS,c538d854-f369-4e0c-baf8-7839f2782c4a,sweet potato,,169303,"Sweet potato leaves, raw",,,,,,,,,,"No raw whole sweet potato tuber; only canned, baby food, chips, puffs, or leaves.",
MISS,1237e572-952f-4b11-b765-50880aa67dc8,tomato,,170461,Tomato powder,,,,,,,,,,"No plain raw red ripe tomato record; only powder, canned, dried, or specialty colors available.",
MISS,4a9e7eb5-4a1b-4c63-b31c-1b04b4d95d44,tomatoes,,170461,Tomato powder,,,,,,,,,,"No plain red ripe raw tomato record; all are colored variants, canned, or derivatives.",
MISS,01970db2-fbfb-4e98-9297-f5fbe32e9be5,whole chicken,,170795,"School Lunch, chicken nuggets, whole grain breaded",,,,,,,,,,"No whole raw chicken record; all candidates are derivatives, processed, or non-chicken items.",
MISS,d10747ca-9444-4fcc-bdd1-5153c4f9aa48,whole milk,,170845,"Cheese, mozzarella, whole milk",,,,,,,,,,"No plain fluid whole milk record; all candidates are cheese, yogurt, buttermilk, babyfood, or beverages.",
MISS,bd6c6905-10e9-4cd4-b096-13e0e25342c9,yellow potato,,169764,"Potatoes, yellow fleshed, french fried, frozen, unprepared",,,,,,,,,,"All yellow potato records are processed/frozen (fried, roasted, hash brown); no raw yellow potato tuber available.",
