row_kind,reason,family,name_a,name_b,label,confidence,base_is,yield_qty,yield_unit,co_harvestable,judge_reason,signature,straddles_processing,contradiction_detail,hans_verdict,hans_notes
RESIDUE,contradiction_flagged,allium,large yellow onion,"white onion, diced",DISTINCT,high,,,,,White vs yellow onion; dicing note irrelevant.,diced|large|white|yellow,false,"large yellow onion ~ white onion, diced labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,large yellow onion,"white onion, roughly chopped",DISTINCT,high,,,,,White vs yellow onion; second purchase required.,chopped|large|roughly|white|yellow,false,"large yellow onion ~ white onion, roughly chopped labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,confidence_medium,allium,large yellow onion,yellow onion,SYNONYM,medium,,,,,Only a size adjective differs; same yellow onion purchase.,large,false,,,
RESIDUE,confidence_medium,allium,large yellow onion,"yellow onion, diced",SYNONYM,medium,,,,,Size adjective plus a dicing instruction; identical product.,diced|large,false,,,
RESIDUE,confidence_medium,allium,large yellow onion,"yellow onion, roughly chopped",SYNONYM,medium,,,,,Chopping is prep; same yellow onion purchase.,chopped|large|roughly,false,,,
RESIDUE,confidence_medium,allium,large yellow onion,"yellow onions, finely diced",SYNONYM,medium,,,,,"Plural and dicing note aside, the same yellow onion is bought.",diced|finely|large,false,,,
RESIDUE,confidence_medium,allium,leeks,"leeks, white and light green parts only",COMPONENT,medium,leeks,1,each,true,You buy whole leeks; the white and light green parts are obtained by trimming the leek you already hold.,green|light|only|part|white,false,,,
RESIDUE,confidence_medium,allium,medium yellow onion,onion,SYNONYM,medium,,,,,Unqualified 'onion' defaults to a medium yellow onion; same bag on the shelf.,medium|yellow,false,,,
RESIDUE,contradiction_flagged,allium,medium yellow onion,white onion,DISTINCT,high,,,,,White and yellow onions are different products on the shelf.,medium|white|yellow,false,"medium yellow onion ~ white onion labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,medium yellow onion,"white onion, diced",DISTINCT,high,,,,,White onion is a separate purchase from yellow onion; dicing is prep only.,diced|medium|white|yellow,false,"medium yellow onion ~ white onion, diced labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,medium yellow onion,"white onion, roughly chopped",DISTINCT,high,,,,,White onion is a separate purchase from yellow onion; chopping is prep only.,chopped|medium|roughly|white|yellow,false,"medium yellow onion ~ white onion, roughly chopped labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,onion,red onion,DISTINCT,medium,,,,,Generic onion means yellow onion; red onion is a separate purchase.,red,false,"same base, color difference, received DISTINCT + SYNONYM — green onions ~ onion [green] => DISTINCT; onion ~ red onion [red] => DISTINCT; onion ~ white onion [white] => DISTINCT; onion ~ yellow onion [yellow] => SYNONYM",,
RESIDUE,confidence_medium,allium,onion,"red onion, thinly sliced",DISTINCT,medium,,,,,Red onion is a different product from the default yellow onion; slicing is prep only.,red|sliced|thinly,false,,,
RESIDUE,contradiction_flagged,allium,onion,white onion,DISTINCT,medium,,,,,Generic onion defaults to yellow; white onion is a separate purchase.,white,false,"onion ~ white onion labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase | same base, color difference, received DISTINCT + SYNONYM — green onions ~ onion [green] => DISTINCT; onion ~ red onion [red] => DISTINCT; onion ~ white onion [white] => DISTINCT; onion ~ yellow onion [yellow] => SYNONYM",,
RESIDUE,contradiction_flagged,allium,onion,"white onion, diced",DISTINCT,medium,,,,,White onion is a separate purchase from the default yellow onion; dicing is prep.,diced|white,false,"signature [diced|white] received DISTINCT + SYNONYM — diced white onion ~ onion => SYNONYM; onion ~ white onion, diced => DISTINCT | onion ~ white onion, diced labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,onion,"white onion, roughly chopped",DISTINCT,medium,,,,,White onion is a separate purchase from the default yellow onion; chopping is prep.,chopped|roughly|white,false,"onion ~ white onion, roughly chopped labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,onion,yellow onion,SYNONYM,medium,,,,,Unqualified 'onion' is understood as yellow onion; same product.,yellow,false,"same base, color difference, received DISTINCT + SYNONYM — green onions ~ onion [green] => DISTINCT; onion ~ red onion [red] => DISTINCT; onion ~ white onion [white] => DISTINCT; onion ~ yellow onion [yellow] => SYNONYM",,
RESIDUE,confidence_medium,allium,onion,"yellow onion, diced",SYNONYM,medium,,,,,Same yellow onion purchase; 'diced' is prep.,diced|yellow,false,,,
RESIDUE,confidence_medium,allium,onion,"yellow onion, roughly chopped",SYNONYM,medium,,,,,Same yellow onion purchase; 'roughly chopped' is prep.,chopped|roughly|yellow,false,,,
RESIDUE,confidence_medium,allium,onion,"yellow onions, finely diced",SYNONYM,medium,,,,,Same yellow onion purchase; 'finely diced' is prep.,diced|finely|yellow,false,,,
RESIDUE,confidence_medium,allium,onion,"yellow onions, thinly sliced",SYNONYM,medium,,,,,Same yellow onion purchase; 'thinly sliced' is prep.,sliced|thinly|yellow,false,,,
RESIDUE,contradiction_flagged,allium,"white onion, diced",yellow onion,DISTINCT,high,,,,,White onion vs yellow onion are different products.,diced|white|yellow,false,"white onion, diced ~ yellow onion labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,"white onion, diced","yellow onion, diced",DISTINCT,high,,,,,"Same cut, different variety — white vs yellow onion requires a second purchase.",white|yellow,false,"white onion, diced ~ yellow onion, diced labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,"white onion, diced","yellow onion, roughly chopped",DISTINCT,high,,,,,White vs yellow onion — different bulbs.,chopped|diced|roughly|white|yellow,false,"white onion, diced ~ yellow onion, roughly chopped labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,"white onion, diced","yellow onions, finely diced",DISTINCT,high,,,,,White vs yellow onion — different bulbs.,finely|white|yellow,false,"white onion, diced ~ yellow onions, finely diced labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,"white onion, diced","yellow onions, thinly sliced",DISTINCT,high,,,,,White vs yellow onion — different bulbs.,diced|sliced|thinly|white|yellow,false,"white onion, diced ~ yellow onions, thinly sliced labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,"white onion, roughly chopped",yellow onion,DISTINCT,high,,,,,White onion vs yellow onion are different products.,chopped|roughly|white|yellow,false,"white onion, roughly chopped ~ yellow onion labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,"white onion, roughly chopped","yellow onion, diced",DISTINCT,high,,,,,White vs yellow onion — separate purchase.,chopped|diced|roughly|white|yellow,false,"white onion, roughly chopped ~ yellow onion, diced labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,"white onion, roughly chopped","yellow onion, roughly chopped",DISTINCT,high,,,,,Identical prep but different variety; still two purchases.,white|yellow,false,"white onion, roughly chopped ~ yellow onion, roughly chopped labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,"white onion, roughly chopped","yellow onions, finely diced",DISTINCT,high,,,,,White vs yellow onion — separate purchase.,chopped|diced|finely|roughly|white|yellow,false,"white onion, roughly chopped ~ yellow onions, finely diced labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,"white onion, roughly chopped","yellow onions, thinly sliced",DISTINCT,high,,,,,White vs yellow onion — separate purchase.,chopped|roughly|sliced|thinly|white|yellow,false,"white onion, roughly chopped ~ yellow onions, thinly sliced labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,white onion,yellow onion,DISTINCT,high,,,,,White and yellow onions are different products on the shelf.,white|yellow,false,"white onion ~ yellow onion labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,white onion,"yellow onion, diced",DISTINCT,high,,,,,White vs yellow onion — second purchase needed.,diced|white|yellow,false,"white onion ~ yellow onion, diced labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,white onion,"yellow onion, roughly chopped",DISTINCT,high,,,,,White vs yellow onion — second purchase needed.,chopped|roughly|white|yellow,false,"white onion ~ yellow onion, roughly chopped labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,white onion,"yellow onions, finely diced",DISTINCT,high,,,,,White vs yellow onion — second purchase needed.,diced|finely|white|yellow,false,"white onion ~ yellow onions, finely diced labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,allium,white onion,"yellow onions, thinly sliced",DISTINCT,high,,,,,White vs yellow onion — second purchase needed.,sliced|thinly|white|yellow,false,"white onion ~ yellow onions, thinly sliced labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,cardamom pod,black cardamom pods,cardamom pods,DISTINCT,medium,,,,,"Unqualified 'cardamom pods' means green cardamom in normal recipe usage; black cardamom is a different spice (larger, smoky, different species) sold separately. A shopper holding black pods still needs to buy green ones.",black,false,"same base, color difference, received DISTINCT + SYNONYM — black cardamom pods ~ cardamom pods [black] => DISTINCT; cardamom pods ~ green cardamom pods [green] => SYNONYM",,
RESIDUE,contradiction_flagged,cardamom pod,cardamom pods,green cardamom pods,SYNONYM,high,,,,,Unqualified 'cardamom pods' in recipes and on shelves means green cardamom pods; the same package satisfies either name.,green,false,"same base, color difference, received DISTINCT + SYNONYM — black cardamom pods ~ cardamom pods [black] => DISTINCT; cardamom pods ~ green cardamom pods [green] => SYNONYM",,
RESIDUE,confidence_medium,citrus,fresh kaffir lime leaves,kaffir lime leaves,SYNONYM,medium,,,,,Same product; 'fresh' is a redundant qualifier on the standard leaf purchase.,fresh,true,,,
RESIDUE,confidence_medium,citrus,fresh orange juice,orange juice,SYNONYM,medium,,,,,Recipes treat these as the same; wrinkle is that plain 'orange juice' can mean carton juice.,fresh,true,,,
RESIDUE,confidence_medium,citrus,navel oranges,orange,SYNONYM,medium,,,,,Navel is the default eating/juicing orange sold as plain 'orange'; a shopper handed either name buys the same fruit.,navel,false,,,
RESIDUE,confidence_medium,citrus,orange juice,"orange juice, freshly squeezed",SYNONYM,medium,,,,,"Same juice; 'freshly squeezed' is a preparation note, though plain OJ may be bottled.",freshly|squeezed,false,,,
RESIDUE,confidence_medium,nut_seed,black mustard seeds,brown mustard seeds,DISTINCT,medium,,,,,Black (Brassica nigra) and brown (B. juncea) mustard seeds are different seed products sold in separate jars; a cook needing one cannot get it from the other.,black|brown,false,,,
RESIDUE,confidence_medium,nut_seed,black mustard seeds,mustard seeds,DISTINCT,medium,,,,,"Unqualified 'mustard seeds' defaults to yellow/brown seed; black mustard seed is a separate purchase, parallel to black sesame vs. sesame.",black,false,,,
RESIDUE,contradiction_flagged,nut_seed,black sesame seeds,sesame seeds,DISTINCT,high,,,,,Generic sesame seeds are the white/hulled kind; black sesame is a different bag bought separately.,black,false,"same base, color difference, received DISTINCT + SYNONYM — black sesame seeds ~ sesame seeds [black] => DISTINCT; sesame seeds ~ white sesame seeds [white] => SYNONYM",,
RESIDUE,confidence_medium,nut_seed,brown mustard seeds,mustard seeds,DISTINCT,medium,,,,,Plain 'mustard seeds' in a catalog defaults to yellow seed; brown mustard seed is a separate specific purchase.,brown,false,,,
RESIDUE,confidence_medium,nut_seed,crushed roasted peanuts,roasted peanuts,DISTINCT,medium,,,,,"Crushing is a transformation of the product, treated like whole peppercorns vs. ground pepper: DISTINCT.",crushed,true,,,
RESIDUE,confidence_medium,nut_seed,crushed roasted peanuts,roasted unsalted peanuts,DISTINCT,medium,,,,,Differs by both crushing and salt specification; separate products on the shelf.,crushed|unsalted,true,,,
RESIDUE,confidence_medium,nut_seed,peanuts,roasted peanuts,DISTINCT,medium,,,,,"Roasted peanuts are a different processing state sold as their own product, like fresh vs. dried herbs.",roasted,true,,,
RESIDUE,confidence_medium,nut_seed,peanuts,roasted unsalted peanuts,DISTINCT,medium,,,,,Differs by roasting and by salt specification; a separate bag.,roasted|unsalted,true,,,
RESIDUE,confidence_medium,nut_seed,raw cashews,toasted cashews,DISTINCT,medium,,,,,"Toasting is a processing state change; the catalog items are different products, consistent with raw vs. roasted.",raw|toasted,true,,,
RESIDUE,confidence_medium,nut_seed,roasted cashews,roasted unsalted cashews,DISTINCT,medium,,,,,Salt level is part of the product; a shopper with salted roasted cashews needing unsalted must buy another bag.,unsalted,false,,,
RESIDUE,confidence_medium,nut_seed,roasted cashews,toasted cashews,SYNONYM,medium,,,,,'Toasted' and 'roasted' cashews name the same nut in the same state; one bag satisfies either name.,roasted|toasted,true,,,
RESIDUE,confidence_medium,nut_seed,roasted peanuts,roasted unsalted peanuts,DISTINCT,medium,,,,,"Salted vs. explicitly unsalted roasted peanuts are different bags, mirroring the cashew case.",unsalted,false,,,
RESIDUE,confidence_low,nut_seed,roasted unsalted cashews,toasted cashews,DISTINCT,low,,,,,"Toasted/roasted is the same state, but the unsalted qualifier makes it a specific separate purchase, consistent with pair 23.",roasted|toasted|unsalted,true,,,
RESIDUE,confidence_medium,nut_seed,sesame seeds,toasted sesame seeds,DISTINCT,medium,,,,,Toasted sesame seeds are sold as their own product and differ in processing state from plain seeds.,toasted,true,,,
RESIDUE,contradiction_flagged,nut_seed,sesame seeds,white sesame seeds,SYNONYM,high,,,,,Unqualified sesame seeds are the white/hulled variety; same package.,white,false,"same base, color difference, received DISTINCT + SYNONYM — black sesame seeds ~ sesame seeds [black] => DISTINCT; sesame seeds ~ white sesame seeds [white] => SYNONYM",,
RESIDUE,confidence_medium,nut_seed,slivered almonds,toasted slivered almonds,DISTINCT,medium,,,,,"Toasting is a processing change treated as a different product, consistent with sesame seeds vs. toasted sesame seeds.",toasted,true,,,
RESIDUE,confidence_medium,nut_seed,toasted sesame seeds,white sesame seeds,DISTINCT,medium,,,,,"White (plain) sesame seeds and toasted sesame seeds are different processing states, separate purchases.",toasted|white,true,,,
RESIDUE,confidence_medium,nut_seed,walnut halves,walnuts,SYNONYM,medium,,,,,Shelled walnuts are sold as halves; 'walnut halves' and 'walnuts' fetch the same bag.,halve,false,,,
RESIDUE,confidence_medium,oil_fat,avocado oil,neutral oil (such as avocado or canola oil),SYNONYM,medium,,,,,Avocado oil is named as the exemplar for the generic neutral-oil call; a shopper holding avocado oil needs nothing further.,canola|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,avocado oil,neutral oil (such as avocado or vegetable),SYNONYM,medium,,,,,Same bottle: the generic entry explicitly lists avocado oil as an acceptable purchase.,neutral|vegetable,false,,,
RESIDUE,confidence_medium,oil_fat,avocado oil,neutral oil (such as grapeseed or avocado),SYNONYM,medium,,,,,Avocado is one of the listed exemplars of the neutral oil; one purchase satisfies both names.,grapeseed|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,avocado oil,neutral oil (such as vegetable or avocado oil),SYNONYM,medium,,,,,Generic neutral oil naming avocado oil as an option; identical shelf item.,neutral|vegetable,false,,,
RESIDUE,confidence_medium,oil_fat,canned tuna in olive oil,olive oil,COMPONENT,medium,canned tuna in olive oil,2,tbsp,true,"One can of tuna packed in olive oil yields both the tuna and usable olive oil, like a jar of pepperoncini and its brine.",canned|tuna,true,,,
RESIDUE,confidence_medium,oil_fat,dark sesame oil,sesame oil,SYNONYM,medium,,,,,In recipe usage 'sesame oil' denotes the dark toasted bottle; same purchase under two names.,dark,false,,,
RESIDUE,confidence_medium,oil_fat,lard or neutral oil,neutral oil,SYNONYM,medium,,,,,Alternation entry satisfied by neutral oil alone; one purchase covers both names.,lard,false,,,
RESIDUE,confidence_medium,oil_fat,lard,lard or neutral oil,SYNONYM,medium,,,,,Alternation entry satisfied by lard alone; the shopper holding lard needs nothing more.,neutral|oil,false,,,
RESIDUE,confidence_medium,oil_fat,lard,lard or unsalted butter,SYNONYM,medium,,,,,Alternation entry satisfied by lard alone; same single purchase.,butter|unsalted,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as avocado or vegetable),neutral vegetable oil,SYNONYM,medium,,,,,Neutral vegetable oil satisfies the generic neutral-oil call that lists vegetable oil.,avocado,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as avocado or vegetable),vegetable oil,SYNONYM,medium,,,,,Vegetable oil is a named exemplar; one bottle answers both names.,avocado|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as vegetable or avocado oil),neutral vegetable oil,SYNONYM,medium,,,,,Neutral vegetable oil satisfies the generic neutral-oil call listing vegetable oil.,avocado,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as vegetable or avocado oil),vegetable oil,SYNONYM,medium,,,,,Vegetable oil is a listed exemplar; one bottle covers both.,avocado|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as vegetable or canola oil),neutral vegetable oil,SYNONYM,medium,,,,,Neutral vegetable oil satisfies the generic call listing vegetable oil.,canola,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as vegetable or canola oil),vegetable oil,SYNONYM,medium,,,,,Vegetable oil is a named exemplar; same single purchase.,canola|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as vegetable or canola),vegetable oil,SYNONYM,medium,,,,,The parenthetical explicitly names vegetable oil as a qualifying choice; a bottle of vegetable oil answers both requests.,canola|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as vegetable or peanut oil),vegetable oil,SYNONYM,medium,,,,,"Vegetable oil is listed as an acceptable option in the parenthetical, so one bottle serves both names.",neutral|peanut,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (vegetable or canola),vegetable oil,SYNONYM,medium,,,,,Vegetable oil is named inside the parenthetical as a valid pick; identical purchase.,canola|neutral,false,,,
RESIDUE,contradiction_flagged,oil_fat,sesame oil,toasted sesame oil,DISTINCT,medium,,,,,Toasted (dark) sesame oil and plain/light sesame oil are separate bottles with different flavor and use; a shopper holding one would buy the other.,toasted,true,"sesame oil ~ toasted sesame oil labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,confidence_medium,pepper_corn,bell peppers,green bell pepper,DISTINCT,medium,,,,,"Generic 'bell peppers' vs a color-specified pepper; green, red and yellow bells are separate purchases, so the generic name cannot be a synonym of any one color without collapsing the colors together.",green,false,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,"green bell pepper, diced",DISTINCT,medium,,,,,"Color-specified (green) pepper, diced; a shopper needing green bells is not served by an unspecified bell pepper of another color.",diced|green,false,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,large bell peppers,SYNONYM,medium,,,,,"'Large' is only a size descriptor on the same fresh produce item; same shelf, same product.",large,false,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,red bell pepper,DISTINCT,medium,,,,,"Red bell pepper is a specific color purchase, like red onion vs yellow onion.",red,false,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,yellow bell pepper,DISTINCT,medium,,,,,"Yellow bell pepper is a specific color purchase, treated like the other color-specified bells.",yellow,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground","black pepper, freshly ground",SYNONYM,medium,,,,,"Both are ground black pepper; 'coarsely' and 'freshly' describe the grinder setting/timing, not a different product on the shelf.",coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground","black pepper, ground",SYNONYM,medium,,,,,Ground black pepper with a grind-coarseness note; same product from the same mill or jar.,coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground",freshly ground black pepper,SYNONYM,medium,,,,,Same as coarsely-ground vs freshly-ground black pepper: both ground black pepper.,coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground",ground black pepper,SYNONYM,medium,,,,,"Both are ground black pepper, differing only in a coarseness note.",coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, freshly ground",coarsely ground black pepper,SYNONYM,medium,,,,,Ground black pepper either way; coarseness is a mill setting.,coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, ground",coarsely ground black pepper,SYNONYM,medium,,,,,Ground black pepper with vs without a coarseness note; same product.,coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,"black pepper, coarsely ground",SYNONYM,medium,,,,,Recipe 'black pepper' means ground black pepper; the coarseness note does not change the purchase.,coarsely|ground,true,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,coarsely cracked black pepper,SYNONYM,medium,,,,,Cracked/coarse is a grind description of the same black pepper.,coarsely|cracked,false,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,coarsely ground black pepper,SYNONYM,medium,,,,,"Same black pepper, described by grind coarseness.",coarsely|ground,true,,,
