row_kind,reason,family,name_a,name_b,label,confidence,base_is,yield_qty,yield_unit,co_harvestable,judge_reason,signature,straddles_processing,contradiction_detail,hans_verdict,hans_notes
RESIDUE,confidence_medium,allium,leeks,"leeks, white and light green parts only",COMPONENT,medium,leeks,1,each,true,"You buy whole leeks; the white and light green parts are a portion trimmed from them, dark tops remain.",green|light|only|part|white,false,,,
RESIDUE,confidence_medium,allium,medium yellow onion,onion,DISTINCT,medium,,,,,Generic 'onion' is not variety-specific; kept distinct from the yellow onion row for consistency.,medium|yellow,false,,,
RESIDUE,confidence_medium,allium,onion,white onion,DISTINCT,medium,,,,,Generic 'onion' does not guarantee the white variety; separate shelf choice.,white,false,,,
RESIDUE,confidence_medium,allium,onion,"white onion, diced",DISTINCT,medium,,,,,Generic 'onion' does not guarantee the white variety; separate shelf choice.,diced|white,false,,,
RESIDUE,confidence_medium,allium,onion,"white onion, roughly chopped",DISTINCT,medium,,,,,Generic 'onion' does not guarantee the white variety; separate shelf choice.,chopped|roughly|white,false,,,
RESIDUE,confidence_medium,allium,onion,yellow onion,DISTINCT,medium,,,,,Generic 'onion' is variety-unspecified; labeled distinct to stay consistent with onion~red and onion~white.,yellow,false,,,
RESIDUE,confidence_medium,allium,onion,"yellow onion, diced",DISTINCT,medium,,,,,Generic 'onion' is variety-unspecified; kept distinct from the yellow onion row.,diced|yellow,false,,,
RESIDUE,confidence_medium,allium,onion,"yellow onion, roughly chopped",DISTINCT,medium,,,,,Generic 'onion' is variety-unspecified; kept distinct from the yellow onion row.,chopped|roughly|yellow,false,,,
RESIDUE,confidence_medium,allium,onion,"yellow onions, finely diced",DISTINCT,medium,,,,,Generic 'onion' is variety-unspecified; kept distinct from the yellow onion row.,diced|finely|yellow,false,,,
RESIDUE,confidence_medium,allium,onion,"yellow onions, thinly sliced",DISTINCT,medium,,,,,Generic 'onion' is variety-unspecified; kept distinct from the yellow onion row.,sliced|thinly|yellow,false,,,
RESIDUE,confidence_medium,oil_fat,avocado oil,neutral oil (such as avocado or canola oil),SYNONYM,medium,,,,,The generic call for a neutral oil explicitly names avocado oil as an acceptable buy; one bottle of avocado oil satisfies either name.,canola|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,avocado oil,neutral oil (such as avocado or vegetable),SYNONYM,medium,,,,,Avocado oil is listed as an example of the neutral oil requested; same single purchase serves both.,neutral|vegetable,false,,,
RESIDUE,confidence_medium,oil_fat,avocado oil,neutral oil (such as grapeseed or avocado),SYNONYM,medium,,,,,Avocado oil is one of the named options for this neutral oil; a shopper holding avocado oil needs nothing more.,grapeseed|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,avocado oil,neutral oil (such as vegetable or avocado oil),SYNONYM,medium,,,,,Avocado oil is an explicitly listed option for the neutral oil; one bottle covers both names.,neutral|vegetable,false,,,
RESIDUE,confidence_medium,oil_fat,canned tuna in olive oil,olive oil,COMPONENT,medium,canned tuna in olive oil,2,tbsp,true,"A can of tuna packed in olive oil yields usable olive oil from the same purchase, like brine from a jar of pepperoncini.",canned|tuna,true,,,
RESIDUE,confidence_medium,oil_fat,dark sesame oil,sesame oil,SYNONYM,medium,,,,,Recipes calling for 'sesame oil' as a seasoning oil mean the dark/toasted bottle; same product on the shelf.,dark,false,,,
RESIDUE,confidence_medium,oil_fat,lard or neutral oil,neutral oil,SYNONYM,medium,,,,,The 'or' phrasing lists neutral oil as an accepted buy; one purchase of neutral oil satisfies both.,lard,false,,,
RESIDUE,confidence_medium,oil_fat,lard,lard or neutral oil,SYNONYM,medium,,,,,Lard is one of the two listed options; a shopper with lard needs nothing more.,neutral|oil,false,,,
RESIDUE,confidence_medium,oil_fat,lard,lard or unsalted butter,SYNONYM,medium,,,,,Lard is an explicitly named option in the alternatives phrase; same purchase serves both.,butter|unsalted,false,,,
RESIDUE,confidence_medium,oil_fat,sesame oil,toasted sesame oil,SYNONYM,medium,,,,,"In recipe usage 'sesame oil' means the toasted/dark bottle; same purchase, matching the dark~toasted call.",toasted,true,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,green bell pepper,SYNONYM,medium,,,,,'bell peppers' is the unqualified family term; a shopper handed either buys a bell pepper. Color-specific green falls under the generic name.,green,false,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,"green bell pepper, diced",SYNONYM,medium,,,,,"Same purchase (a bell pepper); 'diced' is knife prep done at home, not a separate product.",diced|green,false,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,red bell pepper,SYNONYM,medium,,,,,Generic family term versus one color of the same produce item.,red,false,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,yellow bell pepper,SYNONYM,medium,,,,,Generic family term versus one color of the same produce item.,yellow,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground","black pepper, freshly ground",SYNONYM,medium,,,,,"Both are black pepper ground from the same jar/grinder; grind wording differs, product does not.",coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground","black pepper, ground",SYNONYM,medium,,,,,Ground black pepper under two phrasings of grind coarseness; one purchase covers both.,coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground",freshly ground black pepper,SYNONYM,medium,,,,,Both ground black pepper; freshness/coarseness wording only.,coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground",ground black pepper,SYNONYM,medium,,,,,Both ground black pepper; coarseness wording only.,coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, freshly ground","black pepper, ground",SYNONYM,medium,,,,,"Both ground black pepper; 'freshly' is a technique note, not a different product.",freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, freshly ground",coarsely ground black pepper,SYNONYM,medium,,,,,Both ground black pepper from the same purchase.,coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, freshly ground",ground black pepper,SYNONYM,medium,,,,,Both ground black pepper; freshness wording only.,freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, ground",coarsely ground black pepper,SYNONYM,medium,,,,,Ground black pepper under two coarseness phrasings; one purchase.,coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, ground",freshly ground black pepper,SYNONYM,medium,,,,,Both ground black pepper.,freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,"black pepper, coarsely ground",SYNONYM,medium,,,,,'Black pepper' in recipes means ground black pepper; coarseness note only.,coarsely|ground,true,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,"black pepper, freshly ground",SYNONYM,medium,,,,,Same pepper; 'freshly ground' is a technique note.,freshly|ground,true,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,coarsely cracked black pepper,SYNONYM,medium,,,,,Cracked black pepper comes from the same black pepper purchase/grinder.,coarsely|cracked,false,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,coarsely ground black pepper,SYNONYM,medium,,,,,"Same black pepper, coarseness wording only.",coarsely|ground,true,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,freshly ground black pepper,SYNONYM,medium,,,,,Same black pepper; freshness wording only.,freshly|ground,true,,,
RESIDUE,confidence_medium,pepper_corn,coarsely ground black pepper,freshly ground black pepper,SYNONYM,medium,,,,,Both ground black pepper from one purchase.,coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,coarsely ground black pepper,ground black pepper,SYNONYM,medium,,,,,Coarseness wording on the same ground black pepper.,coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,"green bell pepper, diced",large bell peppers,SYNONYM,medium,,,,,Both resolve to buying bell peppers; color-unspecified generic plus prep/size wording.,diced|green|large,false,,,
RESIDUE,contradiction_flagged,pepper_corn,"green bell pepper, diced",red bell pepper,DISTINCT,high,,,,,"Green and red bell peppers are different produce items, like red versus yellow onion.",diced|green|red,false,"green bell pepper, diced ~ red bell pepper labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,pepper_corn,"green bell pepper, diced",yellow bell pepper,DISTINCT,high,,,,,Different colored bell peppers are different purchases.,diced|green|yellow,false,"green bell pepper, diced ~ yellow bell pepper labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,confidence_medium,pepper_corn,green bell pepper,large bell peppers,SYNONYM,medium,,,,,Generic sized bell pepper covers the green bell pepper purchase.,green|large,false,,,
RESIDUE,contradiction_flagged,pepper_corn,green bell pepper,red bell pepper,DISTINCT,high,,,,,Different colored bell peppers; separate purchases.,green|red,false,"green bell pepper ~ red bell pepper labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,pepper_corn,green bell pepper,yellow bell pepper,DISTINCT,high,,,,,Different colored bell peppers.,green|yellow,false,"green bell pepper ~ yellow bell pepper labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,confidence_medium,pepper_corn,large bell peppers,red bell pepper,SYNONYM,medium,,,,,Generic sized bell pepper covers the red bell pepper purchase.,large|red,false,,,
RESIDUE,confidence_medium,pepper_corn,large bell peppers,yellow bell pepper,SYNONYM,medium,,,,,Generic sized bell pepper covers the yellow bell pepper purchase.,large|yellow,false,,,
RESIDUE,contradiction_flagged,pepper_corn,red bell pepper,yellow bell pepper,DISTINCT,high,,,,,Different colored bell peppers; separate purchases.,red|yellow,false,"red bell pepper ~ yellow bell pepper labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,confidence_medium,tomato,beefsteak tomato,"beefsteak tomatoes, thinly sliced",COMPONENT,medium,beefsteak tomato,1,each,false,"Sliced beefsteak tomatoes are just whole beefsteak tomatoes cut up; one purchase, knife work to get there.",sliced|thinly,false,,,
RESIDUE,confidence_medium,tomato,"beefsteak tomatoes, thinly sliced",ripe beefsteak tomatoes,COMPONENT,medium,ripe beefsteak tomatoes,1,each,false,"You buy ripe beefsteak tomatoes and slice them; the slicing is prep, not a second purchase.",ripe|sliced|thinly,false,,,
RESIDUE,confidence_medium,tomato,"beefsteak tomatoes, thinly sliced",tomato,DISTINCT,medium,,,,,Beefsteak is a specific variety sold separately from generic tomatoes; a shopper needing beefsteak must buy that variety.,beefsteak|sliced|thinly,false,,,
RESIDUE,confidence_medium,tomato,beefsteak tomato,tomato,DISTINCT,medium,,,,,"Named variety versus generic tomato: different item on the shelf, like red onion vs yellow onion.",beefsteak,false,,,
RESIDUE,confidence_medium,tomato,canned crushed san marzano tomatoes,canned crushed tomatoes,DISTINCT,medium,,,,,San Marzano crushed is a specific (often DOP) can; generic crushed tomatoes will not satisfy it.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned crushed san marzano tomatoes,crushed canned tomatoes,DISTINCT,medium,,,,,San Marzano designation is a separate product from generic crushed canned tomatoes.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned crushed san marzano tomatoes,crushed tomatoes,DISTINCT,medium,,,,,San Marzano crushed vs generic crushed: different purchase.,canned|marzano|san,true,,,
RESIDUE,confidence_medium,tomato,canned crushed san marzano tomatoes,"crushed tomatoes, canned",DISTINCT,medium,,,,,San Marzano crushed vs generic crushed canned: different purchase.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned crushed san marzano tomatoes,san marzano tomatoes,DISTINCT,medium,,,,,'San Marzano tomatoes' defaults to the whole peeled can; crushed is a different can.,canned|crushed,true,,,
RESIDUE,confidence_medium,tomato,canned crushed tomatoes,canned san marzano crushed tomatoes,DISTINCT,medium,,,,,Generic crushed vs San Marzano crushed: separate products.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned diced tomatoes,canned fire-roasted diced tomatoes,DISTINCT,medium,,,,,Fire-roasted is a separately sold can with a different flavor profile.,fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,canned fire-roasted diced tomatoes,diced tomatoes,DISTINCT,medium,,,,,Fire-roasted is a separate can from plain diced tomatoes.,canned|fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,canned san marzano crushed tomatoes,crushed canned tomatoes,DISTINCT,medium,,,,,San Marzano vs generic crushed: separate products on the shelf.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned san marzano crushed tomatoes,crushed tomatoes,DISTINCT,medium,,,,,San Marzano vs generic crushed: separate purchase.,canned|marzano|san,true,,,
RESIDUE,confidence_medium,tomato,canned san marzano crushed tomatoes,"crushed tomatoes, canned",DISTINCT,medium,,,,,San Marzano vs generic crushed canned: separate purchase.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned san marzano crushed tomatoes,san marzano tomatoes,DISTINCT,medium,,,,,Plain 'San Marzano tomatoes' means the whole peeled can; crushed is a different can.,canned|crushed,true,,,
RESIDUE,confidence_medium,tomato,canned san marzano whole peeled tomatoes,canned whole peeled tomatoes,DISTINCT,medium,,,,,"San Marzano designation is a specific, pricier can than generic whole peeled.",marzano|san,false,,,
RESIDUE,contradiction_flagged,tomato,canned san marzano whole peeled tomatoes,san marzano tomatoes,SYNONYM,medium,,,,,'San Marzano tomatoes' in recipes means the canned whole peeled product.,canned|peeled|whole,true,signature [canned|peeled|whole] received DISTINCT + SYNONYM — canned san marzano whole peeled tomatoes ~ san marzano tomatoes => SYNONYM; canned whole peeled tomatoes ~ tomato => DISTINCT,,
RESIDUE,confidence_medium,tomato,canned san marzano whole peeled tomatoes,whole canned tomatoes,DISTINCT,medium,,,,,San Marzano-labelled can is a distinct purchase from generic whole canned tomatoes.,marzano|peeled|san,false,,,
RESIDUE,confidence_medium,tomato,canned san marzano whole peeled tomatoes,whole peeled tomatoes,DISTINCT,medium,,,,,San Marzano vs generic whole peeled: separate products.,canned|marzano|san,true,,,
RESIDUE,contradiction_flagged,tomato,canned san marzano whole tomatoes,san marzano tomatoes,SYNONYM,medium,,,,,Plain 'San Marzano tomatoes' denotes the canned whole product.,canned|whole,true,signature [canned|whole] received DISTINCT + SYNONYM — canned san marzano whole tomatoes ~ san marzano tomatoes => SYNONYM; canned whole san marzano tomatoes ~ san marzano tomatoes => SYNONYM; tomato ~ whole canned tomatoes => DISTINCT,,
RESIDUE,confidence_medium,tomato,canned san marzano whole tomatoes,whole canned tomatoes,DISTINCT,medium,,,,,San Marzano-labelled can is a distinct purchase from generic whole canned tomatoes.,marzano|san,false,,,
RESIDUE,contradiction_flagged,tomato,canned whole peeled tomatoes,tomato,DISTINCT,high,,,,,Canned product vs fresh tomato.,canned|peeled|whole,true,signature [canned|peeled|whole] received DISTINCT + SYNONYM — canned san marzano whole peeled tomatoes ~ san marzano tomatoes => SYNONYM; canned whole peeled tomatoes ~ tomato => DISTINCT,,
RESIDUE,contradiction_flagged,tomato,canned whole san marzano tomatoes,san marzano tomatoes,SYNONYM,medium,,,,,Plain 'San Marzano tomatoes' denotes the canned whole product.,canned|whole,true,signature [canned|whole] received DISTINCT + SYNONYM — canned san marzano whole tomatoes ~ san marzano tomatoes => SYNONYM; canned whole san marzano tomatoes ~ san marzano tomatoes => SYNONYM; tomato ~ whole canned tomatoes => DISTINCT,,
RESIDUE,confidence_medium,tomato,canned whole san marzano tomatoes,whole canned tomatoes,DISTINCT,medium,,,,,San Marzano can is a distinct purchase from generic whole canned tomatoes.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,cherry tomatoes,tomato,DISTINCT,medium,,,,,"Cherry tomatoes are their own produce item, not interchangeable with a slicing tomato.",cherry,false,,,
RESIDUE,confidence_medium,tomato,crushed fire-roasted tomatoes,crushed tomatoes,DISTINCT,medium,,,,,Fire-roasted crushed is a separate can from plain crushed tomatoes.,fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,crushed san marzano tomatoes,crushed tomatoes,DISTINCT,medium,,,,,"San Marzano crushed is a specific can, not generic crushed tomatoes.",marzano|san,false,,,
RESIDUE,contradiction_flagged,tomato,crushed san marzano tomatoes,san marzano tomatoes,DISTINCT,medium,,,,,Plain 'San Marzano tomatoes' means the whole peeled can; crushed is different.,crushed,true,"same base, prep difference, received DISTINCT + SYNONYM — crushed san marzano tomatoes ~ san marzano tomatoes [crushed] => DISTINCT; san marzano crushed tomatoes ~ san marzano tomatoes [crushed] => DISTINCT; san marzano tomatoes ~ whole san marzano tomatoes [whole] => SYNONYM",,
RESIDUE,confidence_medium,tomato,crushed tomatoes,fire-roasted crushed tomatoes,DISTINCT,medium,,,,,Fire-roasted crushed is a separate can from plain crushed.,fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,crushed tomatoes,san marzano crushed tomatoes,DISTINCT,medium,,,,,"San Marzano crushed is a specific can, not generic crushed.",marzano|san,false,,,
RESIDUE,contradiction_flagged,tomato,crushed tomatoes,tomato,DISTINCT,high,,,,,Canned product vs fresh tomato.,crushed,true,"same base, prep difference, received DISTINCT + SYNONYM — crushed tomatoes ~ tomato [crushed] => DISTINCT; diced tomatoes ~ tomato [diced] => DISTINCT; fresh tomatoes ~ tomato [fresh] => SYNONYM",,
RESIDUE,confidence_medium,tomato,diced fire-roasted tomatoes,diced tomatoes,DISTINCT,medium,,,,,Fire-roasted is a separate can from plain diced.,fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,diced tomatoes,fire-roasted diced tomatoes,DISTINCT,medium,,,,,Fire-roasted is a separate can from plain diced.,fire|roasted,true,,,
RESIDUE,contradiction_flagged,tomato,diced tomatoes,tomato,DISTINCT,high,,,,,Canned product vs fresh tomato.,diced,false,"same base, prep difference, received DISTINCT + SYNONYM — crushed tomatoes ~ tomato [crushed] => DISTINCT; diced tomatoes ~ tomato [diced] => DISTINCT; fresh tomatoes ~ tomato [fresh] => SYNONYM",,
RESIDUE,confidence_medium,tomato,fresh tomato salsa,fresh tomatoes,DISTINCT,medium,,,,,"Salsa is a multi-ingredient prepared product, not obtainable from tomatoes alone.",salsa,false,,,
RESIDUE,confidence_medium,tomato,fresh tomato salsa,tomato,DISTINCT,medium,,,,,Salsa is a separate prepared product requiring more than a tomato.,fresh|salsa,true,,,
RESIDUE,confidence_medium,tomato,"fresh tomatoes, roughly chopped",ripe tomato,COMPONENT,medium,ripe tomato,1,each,false,"You buy whole ripe tomatoes and chop them; chopping is prep work, not a purchase.",chopped|fresh|ripe|roughly,true,,,
RESIDUE,confidence_medium,tomato,"fresh tomatoes, roughly chopped",tomato,COMPONENT,medium,tomato,1,each,false,Chopped fresh tomatoes come from whole tomatoes you already bought.,chopped|fresh|roughly,true,,,
RESIDUE,confidence_medium,tomato,fresh tomatoes,"fresh tomatoes, roughly chopped",COMPONENT,medium,fresh tomatoes,1,each,false,Rough chopping is prep on the fresh tomatoes you bought.,chopped|roughly,false,,,
RESIDUE,contradiction_flagged,tomato,fresh tomatoes,tomato,SYNONYM,high,,,,,Fresh tomatoes and tomato name the same produce item.,fresh,true,"same base, prep difference, received DISTINCT + SYNONYM — crushed tomatoes ~ tomato [crushed] => DISTINCT; diced tomatoes ~ tomato [diced] => DISTINCT; fresh tomatoes ~ tomato [fresh] => SYNONYM",,
RESIDUE,confidence_medium,tomato,heirloom tomato,tomato,DISTINCT,medium,,,,,"Heirloom tomatoes are a distinct, separately sold produce item.",heirloom,false,,,
RESIDUE,confidence_medium,tomato,plum tomatoes,tomato,DISTINCT,medium,,,,,"Plum tomatoes are a specific variety, a separate purchase from generic tomatoes.",plum,false,,,
RESIDUE,confidence_medium,tomato,ripe beefsteak tomatoes,ripe tomato,DISTINCT,medium,,,,,Beefsteak is a specific variety versus a generic tomato.,beefsteak,false,,,
RESIDUE,confidence_medium,tomato,ripe beefsteak tomatoes,tomato,DISTINCT,medium,,,,,Beefsteak is a specific variety versus a generic tomato.,beefsteak|ripe,false,,,
RESIDUE,confidence_medium,tomato,ripe roma tomatoes,ripe tomato,DISTINCT,medium,,,,,Roma is a specific variety versus a generic tomato.,roma,false,,,
RESIDUE,confidence_medium,tomato,ripe roma tomatoes,"roma tomatoes, halved",COMPONENT,medium,ripe roma tomatoes,1,each,false,Halving is knife work on the romas you bought.,halved|ripe,false,,,
RESIDUE,confidence_medium,tomato,ripe roma tomatoes,"roma tomatoes, roughly chopped",COMPONENT,medium,ripe roma tomatoes,1,each,false,Chopping is knife work on the romas you bought.,chopped|ripe|roughly,false,,,
RESIDUE,confidence_medium,tomato,ripe roma tomatoes,tomato,DISTINCT,medium,,,,,Roma variety versus generic tomato: separate produce item.,ripe|roma,false,,,
RESIDUE,confidence_low,tomato,"roma tomatoes, halved","roma tomatoes, roughly chopped",COMPONENT,low,"roma tomatoes, halved",1,each,false,Both are prep states of the same purchased roma tomatoes; halved ones can be chopped further with no new purchase.,chopped|halved|roughly,false,,,
RESIDUE,confidence_medium,tomato,"roma tomatoes, halved",tomato,DISTINCT,medium,,,,,Roma variety (prepped) versus generic tomato: separate produce item.,halved|roma,false,,,
RESIDUE,confidence_medium,tomato,"roma tomatoes, roughly chopped",tomato,DISTINCT,medium,,,,,Roma variety (prepped) versus generic tomato: separate produce item.,chopped|roma|roughly,false,,,
RESIDUE,confidence_medium,tomato,roma tomatoes,"roma tomatoes, halved",COMPONENT,medium,roma tomatoes,1,each,false,Halving is prep on the purchased roma tomatoes.,halved,false,,,
RESIDUE,confidence_medium,tomato,roma tomatoes,"roma tomatoes, roughly chopped",COMPONENT,medium,roma tomatoes,1,each,false,Chopping is prep on the purchased roma tomatoes.,chopped|roughly,false,,,
RESIDUE,confidence_medium,tomato,roma tomatoes,tomato,DISTINCT,medium,,,,,Roma is a specific variety versus generic tomato.,roma,false,,,
RESIDUE,contradiction_flagged,tomato,san marzano crushed tomatoes,san marzano tomatoes,DISTINCT,medium,,,,,Crushed San Marzano is a different can from the default whole San Marzano.,crushed,true,"same base, prep difference, received DISTINCT + SYNONYM — crushed san marzano tomatoes ~ san marzano tomatoes [crushed] => DISTINCT; san marzano crushed tomatoes ~ san marzano tomatoes [crushed] => DISTINCT; san marzano tomatoes ~ whole san marzano tomatoes [whole] => SYNONYM",,
RESIDUE,contradiction_flagged,tomato,san marzano tomatoes,san marzano whole peeled tomatoes,SYNONYM,medium,,,,,'San Marzano tomatoes' in recipes means the canned whole peeled product.,peeled|whole,true,signature [peeled|whole] received DISTINCT + SYNONYM — san marzano tomatoes ~ san marzano whole peeled tomatoes => SYNONYM; san marzano tomatoes ~ whole peeled san marzano tomatoes => SYNONYM; tomato ~ whole peeled tomatoes => DISTINCT,,
RESIDUE,confidence_medium,tomato,san marzano tomatoes,tomato,DISTINCT,medium,,,,,"San Marzano (canned Italian plum tomatoes) is a specific product, not a generic fresh tomato.",marzano|san,false,,,
RESIDUE,contradiction_flagged,tomato,san marzano tomatoes,whole peeled san marzano tomatoes,SYNONYM,medium,,,,,"Same canned product, fuller name.",peeled|whole,true,signature [peeled|whole] received DISTINCT + SYNONYM — san marzano tomatoes ~ san marzano whole peeled tomatoes => SYNONYM; san marzano tomatoes ~ whole peeled san marzano tomatoes => SYNONYM; tomato ~ whole peeled tomatoes => DISTINCT,,
RESIDUE,contradiction_flagged,tomato,san marzano tomatoes,whole san marzano tomatoes,SYNONYM,medium,,,,,"Same canned product, fuller name.",whole,true,"same base, prep difference, received DISTINCT + SYNONYM — crushed san marzano tomatoes ~ san marzano tomatoes [crushed] => DISTINCT; san marzano crushed tomatoes ~ san marzano tomatoes [crushed] => DISTINCT; san marzano tomatoes ~ whole san marzano tomatoes [whole] => SYNONYM",,
RESIDUE,confidence_medium,tomato,san marzano whole peeled tomatoes,whole peeled tomatoes,DISTINCT,medium,,,,,San Marzano-designated can is a separate purchase from generic whole peeled.,marzano|san,false,,,
RESIDUE,contradiction_flagged,tomato,tomato,whole canned tomatoes,DISTINCT,high,,,,,Fresh tomato vs canned whole tomatoes.,canned|whole,true,signature [canned|whole] received DISTINCT + SYNONYM — canned san marzano whole tomatoes ~ san marzano tomatoes => SYNONYM; canned whole san marzano tomatoes ~ san marzano tomatoes => SYNONYM; tomato ~ whole canned tomatoes => DISTINCT,,
