row_kind,reason,family,name_a,name_b,label,confidence,base_is,yield_qty,yield_unit,co_harvestable,judge_reason,signature,straddles_processing,contradiction_detail,hans_verdict,hans_notes
RESIDUE,confidence_medium,allium,onion,"yellow onion, roughly chopped",SYNONYM,medium,,,,,Generic onion is the yellow onion; chopping is prep.,chopped|roughly|yellow,false,,,
RESIDUE,confidence_medium,allium,onion,"yellow onions, finely diced",SYNONYM,medium,,,,,Generic onion is the yellow onion; dicing is prep.,diced|finely|yellow,false,,,
RESIDUE,confidence_medium,allium,onion,"yellow onions, thinly sliced",SYNONYM,medium,,,,,Generic onion is the yellow onion; slicing is prep.,sliced|thinly|yellow,false,,,
RESIDUE,confidence_medium,oil_fat,avocado oil,neutral oil (such as avocado or canola oil),SYNONYM,medium,,,,,The generic spec explicitly names avocado oil as an acceptable buy; a shopper holding avocado oil needs nothing more.,canola|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,avocado oil,neutral oil (such as avocado or vegetable),SYNONYM,medium,,,,,Avocado oil is listed as a qualifying neutral oil in the spec; same shelf purchase.,neutral|vegetable,false,,,
RESIDUE,confidence_medium,oil_fat,avocado oil,neutral oil (such as grapeseed or avocado),SYNONYM,medium,,,,,Avocado oil satisfies the parenthetical spec; one purchase covers both names.,grapeseed|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,avocado oil,neutral oil (such as vegetable or avocado oil),SYNONYM,medium,,,,,Avocado oil is named in the spec as an acceptable neutral oil; no second purchase.,neutral|vegetable,false,,,
RESIDUE,confidence_medium,oil_fat,canned tuna in olive oil,olive oil,COMPONENT,medium,canned tuna in olive oil,2,tbsp,true,"One can of oil-packed tuna yields usable olive oil at no extra purchase, like a jar of pepperoncini and its brine.",canned|tuna,true,,,
RESIDUE,confidence_medium,oil_fat,dark sesame oil,sesame oil,SYNONYM,medium,,,,,"In recipe usage 'sesame oil' means the dark/toasted bottle; same product, one purchase.",dark,false,,,
RESIDUE,confidence_medium,oil_fat,lard or neutral oil,neutral oil,SYNONYM,medium,,,,,The 'lard or neutral oil' spec is satisfied outright by neutral oil; one purchase.,lard,false,,,
RESIDUE,confidence_medium,oil_fat,lard,lard or neutral oil,SYNONYM,medium,,,,,Lard satisfies the 'lard or neutral oil' spec; a shopper holding lard needs nothing more.,neutral|oil,false,,,
RESIDUE,confidence_medium,oil_fat,lard,lard or unsalted butter,SYNONYM,medium,,,,,Lard satisfies the 'lard or unsalted butter' spec; no second purchase required.,butter|unsalted,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as avocado or vegetable),vegetable oil,SYNONYM,medium,,,,,Vegetable oil is named in the spec as an acceptable neutral oil; same bottle.,avocado|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as vegetable oil),vegetable oil,SYNONYM,medium,,,,,Vegetable oil is the named example of this neutral oil spec; same bottle.,neutral,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as vegetable or avocado oil),vegetable oil,SYNONYM,medium,,,,,Vegetable oil is named in the spec; one purchase.,avocado|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as vegetable or canola oil),vegetable oil,SYNONYM,medium,,,,,Vegetable oil is named in the spec; one purchase.,canola|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as vegetable or canola),vegetable oil,SYNONYM,medium,,,,,Vegetable oil is named in the spec; one purchase.,canola|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (such as vegetable or peanut oil),vegetable oil,SYNONYM,medium,,,,,Vegetable oil is named in the spec; one purchase.,neutral|peanut,false,,,
RESIDUE,confidence_medium,oil_fat,neutral oil (vegetable or canola),vegetable oil,SYNONYM,medium,,,,,Vegetable oil is named in the spec; one purchase.,canola|neutral,false,,,
RESIDUE,confidence_medium,oil_fat,sesame oil,toasted sesame oil,SYNONYM,medium,,,,,Recipe 'sesame oil' means the toasted bottle; one purchase serves both.,toasted,true,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,green bell pepper,SYNONYM,medium,,,,,Generic 'bell peppers' with no color specified; a shopper handed either name buys a bell pepper off the same shelf.,green,false,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,"green bell pepper, diced",SYNONYM,medium,,,,,"'diced' is knife prep, not a different purchase; unspecified-color generic covers green.",diced|green,false,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,large bell peppers,SYNONYM,medium,,,,,Size adjective only; same product on the shelf.,large,false,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,red bell pepper,SYNONYM,medium,,,,,Generic 'bell peppers' with no color specified covers red bell pepper.,red,false,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,yellow bell pepper,SYNONYM,medium,,,,,Generic 'bell peppers' with no color specified covers yellow bell pepper.,yellow,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground","black pepper, freshly ground",SYNONYM,medium,,,,,"Both are ground black pepper; coarse vs freshly ground is a grinder setting, one jar/grinder serves both.",coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground","black pepper, ground",SYNONYM,medium,,,,,"Same product, ground black pepper; grind descriptor only.",coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground",freshly ground black pepper,SYNONYM,medium,,,,,"Both ground black pepper; freshness/grind descriptors, same purchase.",coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground",ground black pepper,SYNONYM,medium,,,,,Both ground black pepper; grind descriptor only.,coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, freshly ground","black pepper, ground",SYNONYM,medium,,,,,"Both ground black pepper; 'freshly' is a preparation note, same product.",freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, freshly ground",coarsely ground black pepper,SYNONYM,medium,,,,,Both ground black pepper; grind/freshness descriptors only.,coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, freshly ground",ground black pepper,SYNONYM,medium,,,,,Both ground black pepper; freshness descriptor only.,freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, ground",coarsely ground black pepper,SYNONYM,medium,,,,,Both ground black pepper; grind descriptor only.,coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, ground",freshly ground black pepper,SYNONYM,medium,,,,,Both ground black pepper; freshness descriptor only.,freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,"black pepper, coarsely ground",SYNONYM,medium,,,,,Bare 'black pepper' in recipes means ground black pepper; grind descriptor only.,coarsely|ground,true,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,"black pepper, freshly ground",SYNONYM,medium,,,,,Bare 'black pepper' means ground black pepper; freshness note only.,freshly|ground,true,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,coarsely cracked black pepper,SYNONYM,medium,,,,,Cracked/coarse is a grind descriptor of the same black pepper purchase.,coarsely|cracked,false,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,coarsely ground black pepper,SYNONYM,medium,,,,,"Same black pepper, grind descriptor only.",coarsely|ground,true,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,freshly ground black pepper,SYNONYM,medium,,,,,Same black pepper; freshness/grind note only.,freshly|ground,true,,,
RESIDUE,confidence_medium,pepper_corn,coarsely ground black pepper,freshly ground black pepper,SYNONYM,medium,,,,,Both ground black pepper; descriptors only.,coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,coarsely ground black pepper,ground black pepper,SYNONYM,medium,,,,,Both ground black pepper; grind descriptor only.,coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,freshly ground black pepper,ground black pepper,SYNONYM,medium,,,,,Both ground black pepper; 'freshly' is a prep note on the same purchase.,freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,gochugaru (korean red pepper flakes),red pepper flakes,DISTINCT,medium,,,,,Gochugaru is a distinct Korean chile powder/flake product with different heat and texture; requires its own purchase.,gochugaru|korean,false,,,
RESIDUE,confidence_medium,pepper_corn,"green bell pepper, diced",large bell peppers,SYNONYM,medium,,,,,Unspecified-color 'large bell peppers' covers green bell pepper; 'diced' is prep only.,diced|green|large,false,,,
RESIDUE,contradiction_flagged,pepper_corn,"green bell pepper, diced",red bell pepper,DISTINCT,high,,,,,"Green and red bell peppers are different products, like red vs yellow onion.",diced|green|red,false,"green bell pepper, diced ~ red bell pepper labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,pepper_corn,"green bell pepper, diced",yellow bell pepper,DISTINCT,high,,,,,Different bell pepper colors are different purchases.,diced|green|yellow,false,"green bell pepper, diced ~ yellow bell pepper labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,confidence_medium,pepper_corn,green bell pepper,large bell peppers,SYNONYM,medium,,,,,Unspecified-color generic with a size adjective covers green bell pepper.,green|large,false,,,
RESIDUE,contradiction_flagged,pepper_corn,green bell pepper,red bell pepper,DISTINCT,high,,,,,Green vs red bell pepper are two different products on the shelf.,green|red,false,"green bell pepper ~ red bell pepper labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,contradiction_flagged,pepper_corn,green bell pepper,yellow bell pepper,DISTINCT,high,,,,,Green vs yellow bell pepper are different purchases.,green|yellow,false,"green bell pepper ~ yellow bell pepper labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,confidence_medium,pepper_corn,large bell peppers,red bell pepper,SYNONYM,medium,,,,,Unspecified-color generic with size adjective covers red bell pepper.,large|red,false,,,
RESIDUE,confidence_medium,pepper_corn,large bell peppers,yellow bell pepper,SYNONYM,medium,,,,,Unspecified-color generic with size adjective covers yellow bell pepper.,large|yellow,false,,,
RESIDUE,confidence_medium,pepper_corn,red bell pepper,roasted red bell pepper,DISTINCT,medium,,,,,Roasted red peppers are bought jarred/processed; a fresh pepper is not the same purchase (analogous to fresh vs dried basil).,roasted,true,,,
RESIDUE,contradiction_flagged,pepper_corn,red bell pepper,yellow bell pepper,DISTINCT,high,,,,,Red vs yellow bell pepper are different products.,red|yellow,false,"red bell pepper ~ yellow bell pepper labelled DISTINCT, but a chain of SYNONYM edges already makes them the same purchase",,
RESIDUE,confidence_medium,tomato,"beefsteak tomatoes, thinly sliced",tomato,DISTINCT,medium,,,,,Beefsteak is a specific variety; generic tomato is a different purchase.,beefsteak|sliced|thinly,false,,,
RESIDUE,confidence_medium,tomato,beefsteak tomato,tomato,DISTINCT,medium,,,,,Specific variety vs generic tomato.,beefsteak,false,,,
RESIDUE,confidence_medium,tomato,canned crushed san marzano tomatoes,canned crushed tomatoes,DISTINCT,medium,,,,,San Marzano crushed is a different (premium/DOP) can than generic crushed.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned crushed san marzano tomatoes,crushed canned tomatoes,DISTINCT,medium,,,,,San Marzano vs generic crushed can.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned crushed san marzano tomatoes,crushed tomatoes,DISTINCT,medium,,,,,San Marzano vs generic crushed can.,canned|marzano|san,true,,,
RESIDUE,confidence_medium,tomato,canned crushed san marzano tomatoes,"crushed tomatoes, canned",DISTINCT,medium,,,,,San Marzano vs generic crushed can.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned crushed san marzano tomatoes,san marzano tomatoes,DISTINCT,medium,,,,,"'San Marzano tomatoes' defaults to the whole peeled can, not the crushed can.",canned|crushed,true,,,
RESIDUE,confidence_medium,tomato,canned crushed tomatoes,canned san marzano crushed tomatoes,DISTINCT,medium,,,,,Generic vs San Marzano crushed can.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned san marzano crushed tomatoes,crushed canned tomatoes,DISTINCT,medium,,,,,San Marzano vs generic crushed can.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned san marzano crushed tomatoes,crushed tomatoes,DISTINCT,medium,,,,,San Marzano vs generic crushed can.,canned|marzano|san,true,,,
RESIDUE,confidence_medium,tomato,canned san marzano crushed tomatoes,"crushed tomatoes, canned",DISTINCT,medium,,,,,San Marzano vs generic crushed can.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned san marzano crushed tomatoes,san marzano tomatoes,DISTINCT,medium,,,,,"'San Marzano tomatoes' defaults to the whole peeled can, not crushed.",canned|crushed,true,,,
RESIDUE,confidence_medium,tomato,canned san marzano whole peeled tomatoes,canned san marzano whole tomatoes,SYNONYM,medium,,,,,Canned whole San Marzanos are peeled; same can.,peeled,false,,,
RESIDUE,confidence_medium,tomato,canned san marzano whole peeled tomatoes,canned whole peeled tomatoes,DISTINCT,medium,,,,,San Marzano vs generic whole peeled can.,marzano|san,false,,,
RESIDUE,contradiction_flagged,tomato,canned san marzano whole peeled tomatoes,san marzano tomatoes,SYNONYM,medium,,,,,'San Marzano tomatoes' in recipes means the canned whole peeled product.,canned|peeled|whole,true,signature [canned|peeled|whole] received DISTINCT + SYNONYM — canned san marzano whole peeled tomatoes ~ san marzano tomatoes => SYNONYM; canned whole peeled tomatoes ~ tomato => DISTINCT,,
RESIDUE,confidence_medium,tomato,canned san marzano whole peeled tomatoes,whole canned tomatoes,DISTINCT,medium,,,,,San Marzano vs generic whole can.,marzano|peeled|san,false,,,
RESIDUE,confidence_medium,tomato,canned san marzano whole peeled tomatoes,whole peeled tomatoes,DISTINCT,medium,,,,,San Marzano vs generic whole peeled can.,canned|marzano|san,true,,,
RESIDUE,confidence_medium,tomato,canned san marzano whole peeled tomatoes,whole san marzano tomatoes,SYNONYM,medium,,,,,Whole San Marzanos in the can are peeled; same product.,canned|peeled,true,,,
RESIDUE,contradiction_flagged,tomato,canned san marzano whole tomatoes,san marzano tomatoes,SYNONYM,medium,,,,,'San Marzano tomatoes' means the canned whole product.,canned|whole,true,signature [canned|whole] received DISTINCT + SYNONYM — canned san marzano whole tomatoes ~ san marzano tomatoes => SYNONYM; canned whole san marzano tomatoes ~ san marzano tomatoes => SYNONYM; tomato ~ whole canned tomatoes => DISTINCT,,
RESIDUE,confidence_medium,tomato,canned san marzano whole tomatoes,san marzano whole peeled tomatoes,SYNONYM,medium,,,,,Whole and whole peeled San Marzano cans are the same product.,canned|peeled,true,,,
RESIDUE,confidence_medium,tomato,canned san marzano whole tomatoes,whole canned tomatoes,DISTINCT,medium,,,,,San Marzano vs generic whole can.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned san marzano whole tomatoes,whole peeled san marzano tomatoes,SYNONYM,medium,,,,,"Same can, word order; whole canned San Marzanos are peeled.",canned|peeled,true,,,
RESIDUE,contradiction_flagged,tomato,canned whole peeled tomatoes,tomato,DISTINCT,high,,,,,Canned vs fresh tomatoes.,canned|peeled|whole,true,signature [canned|peeled|whole] received DISTINCT + SYNONYM — canned san marzano whole peeled tomatoes ~ san marzano tomatoes => SYNONYM; canned whole peeled tomatoes ~ tomato => DISTINCT,,
RESIDUE,contradiction_flagged,tomato,canned whole san marzano tomatoes,san marzano tomatoes,SYNONYM,medium,,,,,'San Marzano tomatoes' means the canned whole product.,canned|whole,true,signature [canned|whole] received DISTINCT + SYNONYM — canned san marzano whole tomatoes ~ san marzano tomatoes => SYNONYM; canned whole san marzano tomatoes ~ san marzano tomatoes => SYNONYM; tomato ~ whole canned tomatoes => DISTINCT,,
RESIDUE,confidence_medium,tomato,canned whole san marzano tomatoes,san marzano whole peeled tomatoes,SYNONYM,medium,,,,,Same whole San Marzano can; peeled is implied.,canned|peeled,true,,,
RESIDUE,confidence_medium,tomato,canned whole san marzano tomatoes,whole canned tomatoes,DISTINCT,medium,,,,,San Marzano vs generic whole can.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,canned whole san marzano tomatoes,whole peeled san marzano tomatoes,SYNONYM,medium,,,,,"Same can, word order; peeled implied.",canned|peeled,true,,,
RESIDUE,confidence_medium,tomato,crushed san marzano tomatoes,crushed tomatoes,DISTINCT,medium,,,,,San Marzano vs generic crushed can.,marzano|san,false,,,
RESIDUE,contradiction_flagged,tomato,crushed san marzano tomatoes,san marzano tomatoes,DISTINCT,medium,,,,,Crushed can vs the default whole peeled San Marzano can.,crushed,true,"same base, prep difference, received DISTINCT + SYNONYM — crushed san marzano tomatoes ~ san marzano tomatoes [crushed] => DISTINCT; san marzano crushed tomatoes ~ san marzano tomatoes [crushed] => DISTINCT; san marzano tomatoes ~ whole san marzano tomatoes [whole] => SYNONYM",,
RESIDUE,confidence_medium,tomato,crushed tomatoes,san marzano crushed tomatoes,DISTINCT,medium,,,,,Generic vs San Marzano crushed can.,marzano|san,false,,,
RESIDUE,contradiction_flagged,tomato,crushed tomatoes,tomato,DISTINCT,high,,,,,Canned vs fresh tomatoes.,crushed,true,"same base, prep difference, received DISTINCT + SYNONYM — crushed tomatoes ~ tomato [crushed] => DISTINCT; diced tomatoes ~ tomato [diced] => DISTINCT; fresh tomatoes ~ tomato [fresh] => SYNONYM",,
RESIDUE,contradiction_flagged,tomato,diced tomatoes,tomato,DISTINCT,high,,,,,Canned vs fresh tomatoes.,diced,false,"same base, prep difference, received DISTINCT + SYNONYM — crushed tomatoes ~ tomato [crushed] => DISTINCT; diced tomatoes ~ tomato [diced] => DISTINCT; fresh tomatoes ~ tomato [fresh] => SYNONYM",,
RESIDUE,contradiction_flagged,tomato,fresh tomatoes,tomato,SYNONYM,high,,,,,Generic tomato is the fresh tomato.,fresh,true,"same base, prep difference, received DISTINCT + SYNONYM — crushed tomatoes ~ tomato [crushed] => DISTINCT; diced tomatoes ~ tomato [diced] => DISTINCT; fresh tomatoes ~ tomato [fresh] => SYNONYM",,
RESIDUE,confidence_medium,tomato,heirloom tomato,tomato,DISTINCT,medium,,,,,"Heirloom is a specific varietal purchase, not the generic tomato.",heirloom,false,,,
RESIDUE,confidence_medium,tomato,plum tomatoes,tomato,DISTINCT,medium,,,,,"Plum tomatoes are a specific variety, a different purchase.",plum,false,,,
RESIDUE,confidence_medium,tomato,ripe beefsteak tomatoes,ripe tomato,DISTINCT,medium,,,,,Beefsteak variety vs generic ripe tomato.,beefsteak,false,,,
RESIDUE,confidence_medium,tomato,ripe beefsteak tomatoes,tomato,DISTINCT,medium,,,,,Beefsteak variety vs generic tomato.,beefsteak|ripe,false,,,
RESIDUE,confidence_medium,tomato,ripe roma tomatoes,ripe tomato,DISTINCT,medium,,,,,Roma variety vs generic ripe tomato.,roma,false,,,
RESIDUE,confidence_medium,tomato,ripe roma tomatoes,tomato,DISTINCT,medium,,,,,Roma variety vs generic tomato.,ripe|roma,false,,,
RESIDUE,confidence_medium,tomato,"roma tomatoes, halved",tomato,DISTINCT,medium,,,,,Roma variety vs generic tomato.,halved|roma,false,,,
RESIDUE,confidence_medium,tomato,"roma tomatoes, roughly chopped",tomato,DISTINCT,medium,,,,,Roma variety vs generic tomato.,chopped|roma|roughly,false,,,
RESIDUE,confidence_medium,tomato,roma tomatoes,tomato,DISTINCT,medium,,,,,Roma variety vs generic tomato.,roma,false,,,
RESIDUE,contradiction_flagged,tomato,san marzano crushed tomatoes,san marzano tomatoes,DISTINCT,medium,,,,,Crushed can vs the default whole peeled San Marzano can.,crushed,true,"same base, prep difference, received DISTINCT + SYNONYM — crushed san marzano tomatoes ~ san marzano tomatoes [crushed] => DISTINCT; san marzano crushed tomatoes ~ san marzano tomatoes [crushed] => DISTINCT; san marzano tomatoes ~ whole san marzano tomatoes [whole] => SYNONYM",,
RESIDUE,contradiction_flagged,tomato,san marzano tomatoes,san marzano whole peeled tomatoes,SYNONYM,medium,,,,,'San Marzano tomatoes' denotes the canned whole peeled product.,peeled|whole,true,signature [peeled|whole] received DISTINCT + SYNONYM — san marzano tomatoes ~ san marzano whole peeled tomatoes => SYNONYM; san marzano tomatoes ~ whole peeled san marzano tomatoes => SYNONYM; tomato ~ whole peeled tomatoes => DISTINCT,,
RESIDUE,confidence_medium,tomato,san marzano tomatoes,tomato,DISTINCT,medium,,,,,San Marzano canned product vs generic fresh tomato.,marzano|san,false,,,
RESIDUE,contradiction_flagged,tomato,san marzano tomatoes,whole peeled san marzano tomatoes,SYNONYM,medium,,,,,Same whole peeled San Marzano can.,peeled|whole,true,signature [peeled|whole] received DISTINCT + SYNONYM — san marzano tomatoes ~ san marzano whole peeled tomatoes => SYNONYM; san marzano tomatoes ~ whole peeled san marzano tomatoes => SYNONYM; tomato ~ whole peeled tomatoes => DISTINCT,,
RESIDUE,contradiction_flagged,tomato,san marzano tomatoes,whole san marzano tomatoes,SYNONYM,medium,,,,,Same whole San Marzano can.,whole,true,"same base, prep difference, received DISTINCT + SYNONYM — crushed san marzano tomatoes ~ san marzano tomatoes [crushed] => DISTINCT; san marzano crushed tomatoes ~ san marzano tomatoes [crushed] => DISTINCT; san marzano tomatoes ~ whole san marzano tomatoes [whole] => SYNONYM",,
RESIDUE,confidence_medium,tomato,san marzano whole peeled tomatoes,whole peeled tomatoes,DISTINCT,medium,,,,,San Marzano vs generic whole peeled can.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,san marzano whole peeled tomatoes,whole san marzano tomatoes,SYNONYM,medium,,,,,Whole canned San Marzanos are peeled; same product.,peeled,false,,,
RESIDUE,contradiction_flagged,tomato,tomato,whole canned tomatoes,DISTINCT,high,,,,,Fresh vs canned tomatoes.,canned|whole,true,signature [canned|whole] received DISTINCT + SYNONYM — canned san marzano whole tomatoes ~ san marzano tomatoes => SYNONYM; canned whole san marzano tomatoes ~ san marzano tomatoes => SYNONYM; tomato ~ whole canned tomatoes => DISTINCT,,
RESIDUE,contradiction_flagged,tomato,tomato,whole peeled tomatoes,DISTINCT,high,,,,,Fresh vs canned tomatoes.,peeled|whole,true,signature [peeled|whole] received DISTINCT + SYNONYM — san marzano tomatoes ~ san marzano whole peeled tomatoes => SYNONYM; san marzano tomatoes ~ whole peeled san marzano tomatoes => SYNONYM; tomato ~ whole peeled tomatoes => DISTINCT,,
RESIDUE,confidence_medium,tomato,whole peeled san marzano tomatoes,whole peeled tomatoes,DISTINCT,medium,,,,,San Marzano vs generic whole peeled can.,marzano|san,false,,,
RESIDUE,confidence_medium,tomato,whole peeled san marzano tomatoes,whole san marzano tomatoes,SYNONYM,medium,,,,,Whole canned San Marzanos are peeled; same can.,peeled,false,,,
