bucket,ingredientId,canonicalName,isDeadPointer,oldFdcId,oldDescription,newFdcId,newDescription,newDataType,newCal,newFat,newProtein,newCarbs,runnerUpFdcId,runnerUpDescription,judgeReason,hansRuling
ESCALATE,934853c3-6af7-4e79-8efa-44e5ea501e74,fresh mozzarella,,169011,"APPLEBEE'S, mozzarella sticks",170845,"Cheese, mozzarella, whole milk",SR Legacy,299,22.1,22.2,2.4,167735,"Cheese, mozzarella, low sodium",Fresh mozzarella best matches whole milk mozzarella; low sodium is plausible runner-up.,
ESCALATE,0ecb8f59-0dbc-4aed-b298-0444604b08b6,ground turkey,,171506,"Turkey, Ground, cooked",171505,"Turkey, Ground, raw",SR Legacy,148,7.66,19.7,0,172850,"Turkey, ground, 93% lean, 7% fat, raw",Generic raw ground turkey; unspecified lean grade favors plain raw record over 93/7.,
ESCALATE,ae8d392d-9224-4b82-9eba-2e86616b901b,large flour tortilla,,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",173242,"Tortillas, ready-to-bake or -fry, flour, without added calcium",SR Legacy,325,7.1,8.7,55.6,167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable",Flour tortilla ready-to-use; multiple generic flour tortilla records fit a large tortilla.,
ESCALATE,f8371cd6-28a7-489d-87be-032abaf64b07,lean ground beef,,168652,"Beef, ground, 70% lean meat / 30% fat, raw",174030,"Beef, ground, 90% lean meat / 10% fat, raw",SR Legacy,176,10,20,0,174036,"Beef, ground, 80% lean meat / 20% fat, raw","Lean ground beef raw; 90/10 is standard 'lean', but 80/20 also commonly labeled lean.",
ESCALATE,5759303d-9d51-487e-a55b-615f951e14b2,long grain white rice,,169708,"Rice, white, long-grain, parboiled, enriched, cooked",168877,"Rice, white, long-grain, regular, raw, enriched",SR Legacy,365,0.66,7.13,80,169756,"Rice, white, long-grain, regular, raw, unenriched","Long-grain white rice, raw/dry, regular (not parboiled/instant); enriched is US default, unenriched (6) is close runner-up.",
ESCALATE,17823f2b-2375-4ecc-95d9-8acbfa5a8e5b,long-grain white rice,,169708,"Rice, white, long-grain, parboiled, enriched, cooked",168877,"Rice, white, long-grain, regular, raw, enriched",SR Legacy,365,0.66,7.13,80,169756,"Rice, white, long-grain, regular, raw, unenriched","Dry long-grain regular white rice, enriched is standard; unenriched (6) also plausible.",
ESCALATE,64c65100-d625-4c27-b555-c20115f72db9,mayonnaise,,168112,"Salad dressing, mayonnaise and mayonnaise-type, low calorie",171009,"Salad dressing, mayonnaise, regular",SR Legacy,680,74.8,0.96,0.57,171418,"Salad dressing, mayonnaise, soybean oil, without salt","Regular mayonnaise; index 4 is the canonical full-fat mayo, index 17 (soybean oil) is nearly identical.",
ESCALATE,81848eae-db1d-46e8-ba62-f00c340aa8df,mixed greens,,169085,"Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added",169249,"Lettuce, green leaf, raw",SR Legacy,15,0.15,1.36,2.87,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Lettuce, green leaf, raw",
ESCALATE,be315867-a066-46c3-9c52-f2d38140bf0d,orange juice,,171354,"Babyfood, juice, orange",169100,"Orange juice, chilled, includes from concentrate",SR Legacy,49,0.12,0.68,11.5,169099,"Orange juice, canned, unsweetened",Chilled OJ best matches generic 'orange juice'; canned unsweetened is close runner-up.,
ESCALATE,707fd479-e88c-4c9a-bacc-6534e752bbc1,ribeye steak,,172599,"Game meat, bison, ribeye, separable lean only, 1"" steak, cooked, broiled",168612,"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",SR Legacy,274,22.07,17.51,0,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",
ESCALATE,31e982f4-8f28-47ea-ab32-e2b433b26706,ripe avocado,,173573,"Oil, avocado",171705,"Avocados, raw, all commercial varieties",SR Legacy,160,14.7,2,8.53,171706,"Avocados, raw, California",All commercial varieties raw fits generic 'ripe avocado'; California variety is a close runner-up.,
ESCALATE,0ee25c3c-57ea-4036-a6d2-0c9a600a684b,rotisserie chicken,,171524,"Chicken, broiler, rotisserie, BBQ, skin",171123,"Chicken, broilers or fryers, rotisserie, original seasoning, breast, meat and skin, cooked",SR Legacy,184,8.18,27.5,0.02,171125,"Chicken, broiler, rotisserie, BBQ, breast, meat and skin",Generic rotisserie chicken best matches breast meat and skin with original seasoning; BBQ breast is close runner-up.,
ESCALATE,473ef450-5398-4263-8c0c-206a998f1d4d,shrimp,,175180,"Crustaceans, shrimp, cooked",175179,"Crustaceans, shrimp, raw",SR Legacy,85,0.51,20.1,0,174210,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)","Raw whole shrimp; index 1 is cleanest match, 15 is mixed species raw alternative.",
ESCALATE,d8ed1a6a-c402-47d6-9942-516238dc8e51,small flour tortilla,,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",175082,"Mission Foods, Mission Flour Tortillas, Soft Taco, 8 inch",SR Legacy,287,6,8.7,49.6,167535,"Tortillas, ready-to-bake or -fry, flour, shelf stable","Small flour tortilla best matches a ready-to-eat flour tortilla; Mission 8-inch soft taco fits, but generic shelf-stable flour tortilla is a plausible alternative.",
ESCALATE,b7b0cdde-e043-45fd-9142-6488374a6b61,small potato,,167943,"Bread, potato",170026,"Potatoes, flesh and skin, raw",SR Legacy,77,0.09,2.05,17.49,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Potatoes, flesh and skin, raw",
ESCALATE,0950e8ee-4506-49b9-a1c1-fee0a256c30d,water,,169301,"Water convolvulus,raw",173647,"Beverages, water, tap, drinking",SR Legacy,0,0,0,0,175103,"Beverages, water, tap, municipal",Recipe water is generic tap drinking water; bottled generic (2) also plausible.,
ESCALATE,bd6c6905-10e9-4cd4-b096-13e0e25342c9,yellow potato,,169764,"Potatoes, yellow fleshed, french fried, frozen, unprepared",170026,"Potatoes, flesh and skin, raw",SR Legacy,77,0.09,2.05,17.49,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Potatoes, flesh and skin, raw",
AUTO,16bf6c82-14f3-4c03-acbe-7e71e13f3039,american cheese,DEAD,747429,(FDC record not returned),171290,"Cheese, pasteurized process, American, without added vitamin D",SR Legacy,371,31.79,18.13,3.7,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Cheese, pasteurized process, American, without added vitamin D",
AUTO,370f00ee-c7e5-4a47-94a5-da3ca41dac75,beef hot dogs,DEAD,323121,(FDC record not returned),173862,"Frankfurter, beef, unheated",SR Legacy,315,28.1,11.69,2.97,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Frankfurter, beef, unheated",
AUTO,c53f866a-2ee8-455e-b633-88f387a57db3,broccoli,DEAD,747447,(FDC record not returned),170379,"Broccoli, raw",SR Legacy,34,0.37,2.82,6.64,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Broccoli, raw",
AUTO,b0c9782e-2622-47c9-9314-42bc3378cd7d,canned diced tomatoes,DEAD,333281,(FDC record not returned),170051,"Tomatoes, red, ripe, canned, packed in tomato juice",SR Legacy,16,0.25,0.79,3.47,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Tomatoes, red, ripe, canned, packed in tomato juice",
AUTO,ff5c0f12-8f37-4ef8-9525-c134ea34b74f,cheddar,DEAD,328637,(FDC record not returned),173414,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",SR Legacy,403,33.31,22.87,3.37,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",
AUTO,da808643-91de-48c9-972f-a6934cb07bed,cheddar cheese,DEAD,328637,(FDC record not returned),173414,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",SR Legacy,403,33.31,22.87,3.37,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",
AUTO,9ec92e5e-0617-42e8-b721-91572511ef22,cherry tomato,DEAD,321360,(FDC record not returned),170457,"Tomatoes, red, ripe, raw, year round average",SR Legacy,18,0.2,0.88,3.89,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Tomatoes, red, ripe, raw, year round average",
AUTO,ba92b72b-999e-42e5-a6f1-540357132068,diced tomatoes,DEAD,333281,(FDC record not returned),170051,"Tomatoes, red, ripe, canned, packed in tomato juice",SR Legacy,16,0.25,0.79,3.47,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Tomatoes, red, ripe, canned, packed in tomato juice",
AUTO,e2bbf495-ae0f-4a67-91f4-7c61cff84fc8,dill pickle,DEAD,324653,(FDC record not returned),168558,"Pickles, cucumber, dill or kosher dill",SR Legacy,12,0.3,0.5,2.41,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Pickles, cucumber, dill or kosher dill",
AUTO,65881b55-42db-4ce1-94a4-8cc530fdc439,dill pickle chips,DEAD,324653,(FDC record not returned),168558,"Pickles, cucumber, dill or kosher dill",SR Legacy,12,0.3,0.5,2.41,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Pickles, cucumber, dill or kosher dill",
AUTO,5eb8ecf9-c1c2-45df-8ca0-4c543a18a376,dill pickle slices,DEAD,324653,(FDC record not returned),168558,"Pickles, cucumber, dill or kosher dill",SR Legacy,12,0.3,0.5,2.41,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Pickles, cucumber, dill or kosher dill",
AUTO,ff985025-9437-410a-bf2f-b65624bc9020,egg,DEAD,747997,(FDC record not returned),171287,"Egg, whole, raw, fresh",SR Legacy,143,9.51,12.56,0.72,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Egg, whole, raw, fresh",
AUTO,d0297d4d-b358-4038-b7f3-78b772914f8e,eggs,DEAD,747997,(FDC record not returned),171287,"Egg, whole, raw, fresh",SR Legacy,143,9.51,12.56,0.72,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Egg, whole, raw, fresh",
AUTO,65f5b145-d695-4e77-b394-ebc62798a25e,jarred salsa,DEAD,746777,(FDC record not returned),174524,"Sauce, salsa, ready-to-serve",SR Legacy,29,0.17,1.52,6.64,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Sauce, salsa, ready-to-serve",
AUTO,e44ced9d-f2bc-41d9-9d5b-50c7ca965811,large egg,DEAD,747997,(FDC record not returned),171287,"Egg, whole, raw, fresh",SR Legacy,143,9.51,12.56,0.72,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Egg, whole, raw, fresh",
AUTO,179e8716-f88b-46b9-b8ba-13d15162ee0d,large eggs,DEAD,747997,(FDC record not returned),171287,"Egg, whole, raw, fresh",SR Legacy,143,9.51,12.56,0.72,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Egg, whole, raw, fresh",
AUTO,9542c4ee-6976-4e56-88ad-acdf3c4143e3,low-moisture mozzarella,DEAD,329370,(FDC record not returned),171244,"Cheese, mozzarella, low moisture, part-skim",SR Legacy,295,19.78,23.75,5.58,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Cheese, mozzarella, low moisture, part-skim",
AUTO,194e3223-86ca-461d-8778-eb56aa4617ea,low-moisture mozzarella cheese,DEAD,329370,(FDC record not returned),171244,"Cheese, mozzarella, low moisture, part-skim",SR Legacy,295,19.78,23.75,5.58,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Cheese, mozzarella, low moisture, part-skim",
AUTO,5e0eacc1-b637-4d0f-b0a1-590e0b0747aa,mild salsa,DEAD,746777,(FDC record not returned),174524,"Sauce, salsa, ready-to-serve",SR Legacy,29,0.17,1.52,6.64,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Sauce, salsa, ready-to-serve",
AUTO,127c5e26-bd95-4dff-affe-3e8d60cf62ec,salsa roja,DEAD,746777,(FDC record not returned),174524,"Sauce, salsa, ready-to-serve",SR Legacy,29,0.17,1.52,6.64,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Sauce, salsa, ready-to-serve",
AUTO,c43dc8b1-e89d-45be-9750-b058be8fc8ae,shredded cheddar cheese,DEAD,328637,(FDC record not returned),173414,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",SR Legacy,403,33.31,22.87,3.37,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",
AUTO,929e2132-88e2-437d-9ccb-06656cbbf2b4,swiss cheese,DEAD,746767,(FDC record not returned),171251,"Cheese, swiss",SR Legacy,393,30.99,26.96,1.44,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Cheese, swiss",
AUTO,b4f50ccf-b7e1-4a12-a3b6-90f11fbe8007,whole milk ricotta cheese,DEAD,746766,(FDC record not returned),170851,"Cheese, ricotta, whole milk",SR Legacy,150,10.18,7.54,7.27,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Cheese, ricotta, whole milk",
AUTO,26f9cf2a-5548-471a-ade9-2e1a5255a09d,whole-milk ricotta,DEAD,746766,(FDC record not returned),170851,"Cheese, ricotta, whole milk",SR Legacy,150,10.18,7.54,7.27,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Cheese, ricotta, whole milk",
AUTO,782b0eea-bbfd-4ea6-a3d2-1bafed231244,whole-milk ricotta cheese,DEAD,746766,(FDC record not returned),170851,"Cheese, ricotta, whole milk",SR Legacy,150,10.18,7.54,7.27,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Cheese, ricotta, whole milk",
AUTO,b1cce1aa-0acd-4dc8-8bbb-08e698bd5aca,yellow mustard,DEAD,326698,(FDC record not returned),172234,"Mustard, prepared, yellow",SR Legacy,60,3.34,3.74,5.83,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Mustard, prepared, yellow",
AUTO,f4218e7c-4ff8-45e6-8398-2bc127d93a0e,apples,,174988,"Croissants, apple",171688,"Apples, raw, with skin (Includes foods for USDA's Food Distribution Program)",SR Legacy,52,0.17,0.26,13.81,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Apples, raw, with skin (Includes foods for USDA's Food Distribution Program)",
AUTO,b7425a8e-6692-4d4a-b07a-514eca487056,avocado,,173573,"Oil, avocado",171705,"Avocados, raw, all commercial varieties",SR Legacy,160,14.7,2,8.53,171706,"Avocados, raw, California","Recipe 'avocado' = raw, all commercial varieties; not oil or a specific region.",
AUTO,36becf24-3b73-4df3-95f6-2e669095de16,bacon,,172439,"Bacon, meatless",168277,"Pork, cured, bacon, unprepared",SR Legacy,393,37.1,13.7,0,,,"Plain 'bacon' = raw cured pork bacon, unprepared; other pork records are cooked.",
AUTO,9660aa49-438b-4058-8c6c-2da896287226,bananas,,173945,"Bananas, dehydrated, or banana powder",173944,"Bananas, raw",SR Legacy,89,0.33,1.09,22.8,,,Raw whole bananas match the plainly-named ingredient.,
AUTO,0c4cb179-526e-483d-a228-6796ea4fda9e,black beans,,173734,"Beans, black, mature seeds, raw",175188,"Beans, black turtle, mature seeds, canned",SR Legacy,91,0.29,6.03,16.55,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Beans, black turtle, mature seeds, canned",
AUTO,57c876d1-6780-4cc6-994a-efd4a0f1dd53,black forest ham,,170712,"SUBWAY, black forest ham sub on white bread with lettuce and tomato",173864,"Ham, sliced, regular (approximately 11% fat)",SR Legacy,164,8.8,16.6,3.63,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Ham, sliced, regular (approximately 11% fat)",
AUTO,6b0c36e4-b6b5-4223-a14a-bda1da2f384e,brown rice,,1104812,"Flour, rice, brown",169703,"Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",SR Legacy,367,3.2,7.54,76.25,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",
AUTO,8215eb8c-0d90-4e8a-a6bf-6000e415d5cb,carrot,,170500,"Carrot, dehydrated",170393,"Carrots, raw",SR Legacy,41,0.24,0.93,9.58,,,"Plain 'carrot' = raw whole carrot; index 1 is 'Carrots, raw'.",
AUTO,46f8a102-3c8f-4201-a012-87c4c094e284,carrots,,170500,"Carrot, dehydrated",170393,"Carrots, raw",SR Legacy,41,0.24,0.93,9.58,,,Raw whole carrots is the direct match for plainly-named 'carrots'.,
AUTO,afdc10c0-e03e-4649-96fe-54f17fe9ae47,chicken breast,,171515,"Chicken breast tenders, breaded, uncooked",171077,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",SR Legacy,120,2.62,22.5,0,171474,"Chicken, broilers or fryers, breast, meat and skin, raw","Recipe 'chicken breast' = raw, skinless boneless whole breast meat; index 17 fits best.",
AUTO,80e03e21-9da4-4780-8533-de2ad0a48062,chicken drumstick,,172855,"Chicken, skin (drumsticks and thighs), raw",172373,"Chicken, broilers or fryers, drumstick, meat and skin, raw",SR Legacy,161,9.2,18.1,0.11,173614,"Chicken, broilers or fryers, dark meat, drumstick, meat only, raw","Raw whole drumstick with meat and skin, as a recipe would use it.",
AUTO,d89b08b7-abcf-4286-b5ac-3f93eea20f82,chicken drumsticks,,172855,"Chicken, skin (drumsticks and thighs), raw",172373,"Chicken, broilers or fryers, drumstick, meat and skin, raw",SR Legacy,161,9.2,18.1,0.11,,,Whole raw drumstick with meat and skin; recipe default is raw whole piece.,
AUTO,8abd0dbd-35de-4a18-8921-f72f58454c28,chicken tenderloins,,169842,"CRACKER BARREL, chicken tenderloin platter, fried",171077,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",SR Legacy,120,2.62,22.5,0,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw",
AUTO,f115d3eb-ee04-4798-b532-e64ef5107689,chicken thighs,,172855,"Chicken, skin (drumsticks and thighs), raw",172385,"Chicken, broilers or fryers, thigh, meat and skin, raw",SR Legacy,221,16.6,16.5,0.25,173627,"Chicken, broilers or fryers, dark meat, thigh, meat only, raw","Raw whole chicken thigh, meat and skin, matches recipe usage.",
AUTO,df8679ed-1d64-4d6f-9cfb-89627da92483,chickpeas,,174288,Chickpea flour (besan),173756,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",SR Legacy,378,6.04,20.5,63,,,"Plainly-named 'chickpeas' = raw/dry mature seeds, the whole food; index 1 fits.",
AUTO,afd614de-4f84-4891-aea6-faae6ab07bf7,cooked ham,,174611,"Ham, honey, smoked, cooked",173864,"Ham, sliced, regular (approximately 11% fat)",SR Legacy,164,8.8,16.6,3.63,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Ham, sliced, regular (approximately 11% fat)",
AUTO,04973da3-6fd9-4198-b9bd-d38baae3f00b,crusty sourdough loaf,,173261,"Pillsbury, Crusty French Loaf, refrigerated dough",172675,"Bread, french or vienna (includes sourdough)",SR Legacy,272,2.42,10.8,51.9,173261,"Pillsbury, Crusty French Loaf, refrigerated dough","Bread, french or vienna explicitly includes sourdough as a whole baked loaf; macros fit bread.",
AUTO,4524f44a-6092-45b5-bc34-57a33e20309a,frozen peas,,170425,"Peas and carrots, frozen, unprepared",170016,"Peas, green, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",SR Legacy,77,0.4,5.22,13.6,170419,"Peas, green, raw","Plain 'frozen peas' = green peas, frozen, unprepared (raw); index 11 matches exactly.",
AUTO,d0f7e5f5-99e6-4c87-8460-ccf5506f1bbd,large shrimp,,175180,"Crustaceans, shrimp, cooked",175179,"Crustaceans, shrimp, raw",SR Legacy,85,0.51,20.1,0,,,Raw whole shrimp matches recipe ingredient; cooked/canned/breaded variants are wrong state.,
AUTO,057e48fd-245a-4ce2-a22b-37c7a6881ad3,lemon,,167802,"Lemon juice from concentrate, bottled, REAL LEMON",167746,"Lemons, raw, without peel",SR Legacy,29,0.3,1.1,9.32,,,"Whole raw lemon fruit; peel/juice are derivatives, others are dishes.",
AUTO,f2916482-d44a-42c9-9e91-6895d84b6424,lime zest,,168155,"Limes, raw",168155,"Limes, raw",SR Legacy,30,0.2,0.7,10.5,,,"Lime zest is the outer peel of a whole raw lime; whole raw lime is the closest match, all others are juice/derivatives/dishes.",
AUTO,012c52a0-45d4-415d-85b7-8aa89b641678,marinara sauce,,169037,"OLIVE GARDEN, cheese ravioli with marinara sauce",171192,"Sauce, pasta, spaghetti/marinara, ready-to-serve",SR Legacy,50,1.61,1.39,7.43,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Sauce, pasta, spaghetti/marinara, ready-to-serve",
AUTO,d90df00f-2d56-4ff8-b07f-fe4d3103705d,orange,,168819,"Marmalade, orange",169097,"Oranges, raw, all commercial varieties",SR Legacy,47,0.12,0.94,11.75,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Oranges, raw, all commercial varieties",
AUTO,1de51135-fb85-491c-b056-b896c2c68fa6,oranges,,168819,"Marmalade, orange",169097,"Oranges, raw, all commercial varieties",SR Legacy,47,0.12,0.94,11.75,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Oranges, raw, all commercial varieties",
AUTO,c2607813-c5c5-4d31-bace-1b1c8cd30779,peanuts,,169585,"Candies, peanut bar",172430,"Peanuts, all types, raw",SR Legacy,567,49.2,25.8,16.1,174263,"Peanuts, spanish, raw","Generic 'peanuts' best matches 'all types, raw' whole nut; specific varieties are runner-ups.",
AUTO,c1132c30-ddf3-49a1-aacc-9632e1f224c5,quinoa,,168917,"Quinoa, cooked",168874,"Quinoa, uncooked",SR Legacy,368,6.07,14.1,64.2,,,Dry quinoa grain is the correct raw whole-food match for a recipe ingredient.,
AUTO,b7849e78-e861-42d4-9d03-eb24d0bf17a3,rice noodles,,168914,"Rice noodles, cooked",169742,"Rice noodles, dry",SR Legacy,364,0.56,5.95,80.2,168914,"Rice noodles, cooked",Rice noodles dry is the whole staple in raw state as a recipe names it.,
AUTO,f533213a-0121-485e-b6b8-5113a67f1c68,russet potatoes,,170030,"Potatoes, Russet, flesh and skin, baked",170027,"Potatoes, russet, flesh and skin, raw (Includes foods for USDA's Food Distribution Program)",SR Legacy,79,0.08,2.14,18.1,,,"Raw russet potato, flesh and skin — the whole raw tuber as a recipe uses it.",
AUTO,31f66ba4-af40-4905-bd20-530f34c4b814,salsa,,174068,"Dip, salsa con queso, cheese and salsa- medium",174524,"Sauce, salsa, ready-to-serve",SR Legacy,29,0.17,1.52,6.64,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Sauce, salsa, ready-to-serve",
AUTO,8e7dc0de-9696-4acc-b89f-eae12edffe67,sandwich bread,,167597,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",167532,"Bread, white wheat",SR Legacy,238,2.15,10.66,43.91,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Bread, white wheat",
AUTO,0a3b1c67-3ba5-4b3c-b180-be4b2cdc0fd1,spaghetti,,169845,"DENNY'S, spaghetti and meatballs",169736,"Pasta, dry, enriched",SR Legacy,371,1.51,13.04,74.67,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Pasta, dry, enriched",
AUTO,c538d854-f369-4e0c-baf8-7839f2782c4a,sweet potato,,169303,"Sweet potato leaves, raw",168482,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",SR Legacy,86,0.05,1.57,20.12,,,"HAND-PINNED (FDC ranking buried the plain record; recovered via targeted query): Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",
