row_kind,reason,family,name_a,name_b,label,confidence,base_is,generic_is,yield_qty,yield_unit,co_harvestable,judge_reason,signature,straddles_processing,contradiction_detail
RESIDUE,contradiction_flagged,cheese,low-moisture mozzarella cheese,mozzarella cheese,SUBSUMES,high,,mozzarella cheese,,,,Bare 'mozzarella cheese' is generic; low-moisture is a specific kind.,low|moisture,false,signature [low|moisture] received DISTINCT + SUBSUMES — low-moisture mozzarella cheese ~ mozzarella cheese => SUBSUMES; low-moisture whole-milk mozzarella ~ whole milk mozzarella => DISTINCT; low-moisture whole-milk mozzarella ~ whole-milk mozzarella => DISTINCT; shredded low-moisture mozzarella cheese ~ shredded mozzarella cheese => DISTINCT; shredded low-moisture whole-milk mozzarella ~ shredded whole-milk mozzarella => DISTINCT; whole milk mozzarella ~ whole-milk low-moisture mozzarella => DISTINCT; whole-milk low-moisture mozzarella ~ whole-milk mozzarella => DISTINCT
RESIDUE,confidence_medium,cheese,low-moisture mozzarella,low-moisture whole-milk mozzarella,DISTINCT,medium,,,,,,Both names carry qualifiers; whole-milk versus unspecified-fat low-moisture mozzarella are different packages (part-skim is the common default).,milk|whole,true,
RESIDUE,confidence_medium,cheese,low-moisture mozzarella,whole-milk low-moisture mozzarella,DISTINCT,medium,,,,,,"Whole-milk is a further specification; both names qualified, different packages.",milk|whole,true,
RESIDUE,contradiction_flagged,cheese,low-moisture whole-milk mozzarella,whole milk mozzarella,DISTINCT,medium,,,,,,"Both qualified: one fixes moisture and milkfat, the other only milkfat and could be fresh mozzarella.",low|moisture,false,signature [low|moisture] received DISTINCT + SUBSUMES — low-moisture mozzarella cheese ~ mozzarella cheese => SUBSUMES; low-moisture whole-milk mozzarella ~ whole milk mozzarella => DISTINCT; low-moisture whole-milk mozzarella ~ whole-milk mozzarella => DISTINCT; shredded low-moisture mozzarella cheese ~ shredded mozzarella cheese => DISTINCT; shredded low-moisture whole-milk mozzarella ~ shredded whole-milk mozzarella => DISTINCT; whole milk mozzarella ~ whole-milk low-moisture mozzarella => DISTINCT; whole-milk low-moisture mozzarella ~ whole-milk mozzarella => DISTINCT
RESIDUE,contradiction_flagged,cheese,low-moisture whole-milk mozzarella,whole-milk mozzarella,DISTINCT,medium,,,,,,'Whole-milk mozzarella' does not fix moisture level; both names carry qualifiers.,low|moisture,false,signature [low|moisture] received DISTINCT + SUBSUMES — low-moisture mozzarella cheese ~ mozzarella cheese => SUBSUMES; low-moisture whole-milk mozzarella ~ whole milk mozzarella => DISTINCT; low-moisture whole-milk mozzarella ~ whole-milk mozzarella => DISTINCT; shredded low-moisture mozzarella cheese ~ shredded mozzarella cheese => DISTINCT; shredded low-moisture whole-milk mozzarella ~ shredded whole-milk mozzarella => DISTINCT; whole milk mozzarella ~ whole-milk low-moisture mozzarella => DISTINCT; whole-milk low-moisture mozzarella ~ whole-milk mozzarella => DISTINCT
RESIDUE,contradiction_flagged,cheese,mozzarella cheese,shredded mozzarella cheese,DISTINCT,high,,,,,,Explicitly different products: block mozzarella versus pre-shredded.,shredded,true,"same base, prep difference, received DISTINCT + SUBSUMES — fresh mozzarella cheese ~ mozzarella cheese [fresh] => SUBSUMES; mozzarella cheese ~ shredded mozzarella cheese [shredded] => DISTINCT"
RESIDUE,confidence_medium,cheese,sharp cheddar cheese,sharp white cheddar cheese,DISTINCT,medium,,,,,,"Both names are qualified; white cheddar is a specific colour-grade product, not interchangeable with generic sharp (orange) cheddar.",white,false,
RESIDUE,confidence_medium,cheese,sharp cheddar,sharp white cheddar cheese,DISTINCT,medium,,,,,,"Both qualified; sharp white cheddar is its own product, not covered by generic sharp cheddar.",cheese|white,false,
RESIDUE,contradiction_flagged,cheese,shredded cheddar cheese,shredded sharp cheddar cheese,DISTINCT,medium,,,,,,Both names carry qualifiers; sharp shreds are a different bag from mild/generic shredded cheddar.,sharp,false,signature [sharp] received DISTINCT + SUBSUMES — cheddar cheese ~ sharp cheddar cheese => SUBSUMES; cheddar ~ sharp cheddar => SUBSUMES; shredded cheddar cheese ~ shredded sharp cheddar cheese => DISTINCT
RESIDUE,contradiction_flagged,cheese,shredded low-moisture mozzarella cheese,shredded mozzarella cheese,DISTINCT,medium,,,,,,Both qualified; the low-moisture specification names a particular bag rather than any shredded mozzarella.,low|moisture,false,signature [low|moisture] received DISTINCT + SUBSUMES — low-moisture mozzarella cheese ~ mozzarella cheese => SUBSUMES; low-moisture whole-milk mozzarella ~ whole milk mozzarella => DISTINCT; low-moisture whole-milk mozzarella ~ whole-milk mozzarella => DISTINCT; shredded low-moisture mozzarella cheese ~ shredded mozzarella cheese => DISTINCT; shredded low-moisture whole-milk mozzarella ~ shredded whole-milk mozzarella => DISTINCT; whole milk mozzarella ~ whole-milk low-moisture mozzarella => DISTINCT; whole-milk low-moisture mozzarella ~ whole-milk mozzarella => DISTINCT
RESIDUE,confidence_medium,cheese,shredded low-moisture mozzarella,shredded low-moisture whole-milk mozzarella,DISTINCT,medium,,,,,,Both qualified; whole-milk shreds versus unspecified-fat shreds are different bags.,milk|whole,true,
RESIDUE,contradiction_flagged,cheese,shredded low-moisture whole-milk mozzarella,shredded whole-milk mozzarella,DISTINCT,medium,,,,,,"Both qualified; one fixes moisture level, the other leaves it open.",low|moisture,false,signature [low|moisture] received DISTINCT + SUBSUMES — low-moisture mozzarella cheese ~ mozzarella cheese => SUBSUMES; low-moisture whole-milk mozzarella ~ whole milk mozzarella => DISTINCT; low-moisture whole-milk mozzarella ~ whole-milk mozzarella => DISTINCT; shredded low-moisture mozzarella cheese ~ shredded mozzarella cheese => DISTINCT; shredded low-moisture whole-milk mozzarella ~ shredded whole-milk mozzarella => DISTINCT; whole milk mozzarella ~ whole-milk low-moisture mozzarella => DISTINCT; whole-milk low-moisture mozzarella ~ whole-milk mozzarella => DISTINCT
RESIDUE,confidence_medium,cheese,shredded mozzarella cheese,shredded whole-milk mozzarella cheese,DISTINCT,medium,,,,,,"Both qualified; whole-milk shreds are a specific bag, not interchangeable with generic shredded mozzarella (usually part-skim).",milk|whole,true,
RESIDUE,contradiction_flagged,cheese,whole milk mozzarella,whole-milk low-moisture mozzarella,DISTINCT,medium,,,,,,"Both qualified; only one fixes the moisture level, so neither covers the other.",low|moisture,false,signature [low|moisture] received DISTINCT + SUBSUMES — low-moisture mozzarella cheese ~ mozzarella cheese => SUBSUMES; low-moisture whole-milk mozzarella ~ whole milk mozzarella => DISTINCT; low-moisture whole-milk mozzarella ~ whole-milk mozzarella => DISTINCT; shredded low-moisture mozzarella cheese ~ shredded mozzarella cheese => DISTINCT; shredded low-moisture whole-milk mozzarella ~ shredded whole-milk mozzarella => DISTINCT; whole milk mozzarella ~ whole-milk low-moisture mozzarella => DISTINCT; whole-milk low-moisture mozzarella ~ whole-milk mozzarella => DISTINCT
RESIDUE,contradiction_flagged,cheese,whole-milk low-moisture mozzarella,whole-milk mozzarella,DISTINCT,medium,,,,,,Both qualified; 'whole-milk mozzarella' leaves moisture open and can mean fresh mozzarella.,low|moisture,false,signature [low|moisture] received DISTINCT + SUBSUMES — low-moisture mozzarella cheese ~ mozzarella cheese => SUBSUMES; low-moisture whole-milk mozzarella ~ whole milk mozzarella => DISTINCT; low-moisture whole-milk mozzarella ~ whole-milk mozzarella => DISTINCT; shredded low-moisture mozzarella cheese ~ shredded mozzarella cheese => DISTINCT; shredded low-moisture whole-milk mozzarella ~ shredded whole-milk mozzarella => DISTINCT; whole milk mozzarella ~ whole-milk low-moisture mozzarella => DISTINCT; whole-milk low-moisture mozzarella ~ whole-milk mozzarella => DISTINCT
SPOTCHECK,auto_accepted_spot_check,cheese,mozzarella cheese,shredded low-moisture mozzarella cheese,DISTINCT,high,,,,,,Whole mozzarella versus a shredded low-moisture bag.,low|moisture|shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,provolone,provolone cheese slices,DISTINCT,high,,,,,,Slices versus block provolone; form is the product.,cheese|slice,false,
SPOTCHECK,auto_accepted_spot_check,cheese,oaxacan cheese,oaxacan cheese (quesillo),SYNONYM,high,,,,,,Quesillo is just the other name for Oaxacan cheese.,quesillo,false,
SPOTCHECK,auto_accepted_spot_check,cheese,shredded low-moisture whole-milk mozzarella,whole milk mozzarella,DISTINCT,high,,,,,,Shredded bag versus a block/ball of whole milk mozzarella.,low|moisture|shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,whole-milk ricotta,whole-milk ricotta cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,fresh mozzarella cheese,shredded mozzarella cheese,DISTINCT,high,,,,,,Fresh water-packed ball versus a bag of shreds; two different purchases.,fresh|shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,cheddar cheese,shredded sharp cheddar cheese,DISTINCT,high,,,,,,Shredded bag versus block; form is the product.,sharp|shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,shredded whole-milk mozzarella cheese,whole milk mozzarella,DISTINCT,high,,,,,,Shredded bag versus solid whole milk mozzarella.,cheese|shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,shredded low-moisture mozzarella,shredded low-moisture mozzarella cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,low-moisture mozzarella cheese,shredded low-moisture mozzarella cheese,DISTINCT,high,,,,,,Block low-moisture mozzarella versus a bag of shreds.,shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,blue cheese,crumbled blue cheese,DISTINCT,high,,,,,,Crumbles are sold separately from a wedge; second purchase required.,crumbled,false,
SPOTCHECK,auto_accepted_spot_check,cheese,sharp cheddar cheese,shredded sharp cheddar cheese,DISTINCT,high,,,,,,Block versus pre-shredded bag.,shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,cheddar cheese,sharp white cheddar cheese,SUBSUMES,high,,cheddar cheese,,,,Bare 'cheddar cheese' subsumes the qualified sharp white cheddar.,sharp|white,false,
SPOTCHECK,auto_accepted_spot_check,cheese,whole milk mozzarella,whole-milk mozzarella,SYNONYM,high,,,,,,Hyphenation difference only.,(identical),false,
SPOTCHECK,auto_accepted_spot_check,cheese,shredded low-moisture whole-milk mozzarella,whole-milk mozzarella,DISTINCT,high,,,,,,Shredded package versus unshredded whole-milk mozzarella.,low|moisture|shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,cotija cheese,mexican crumbling cheese (cotija),SYNONYM,high,,,,,,"Descriptive label for the same cheese, cotija.",crumbling|mexican,false,
SPOTCHECK,auto_accepted_spot_check,cheese,block feta cheese,feta block,SYNONYM,high,,,,,,"Same product, word order only.",cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,low-moisture whole-milk mozzarella,whole-milk low-moisture mozzarella,SYNONYM,high,,,,,,"Identical qualifiers, order reversed.",(identical),false,
SPOTCHECK,auto_accepted_spot_check,cheese,swiss cheese,swiss cheese slices,DISTINCT,high,,,,,,"Sliced Swiss is its own package, not the same as block Swiss.",slice,false,
SPOTCHECK,auto_accepted_spot_check,cheese,monterey jack cheese,shredded monterey jack cheese,DISTINCT,high,,,,,,Block Monterey Jack versus a bag of shreds; separate purchases.,shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,low-moisture mozzarella,shredded low-moisture mozzarella cheese,DISTINCT,high,,,,,,Block versus pre-shredded bag.,cheese|shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,low-moisture mozzarella,low-moisture mozzarella cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,fresh mozzarella,fresh mozzarella cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,shaved parmesan,shaved parmesan cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,"mexican cheese blend, shredded",shredded mexican cheese blend,SYNONYM,high,,,,,,"Same product, word order only.",(identical),false,
SPOTCHECK,auto_accepted_spot_check,cheese,sliced swiss cheese,swiss cheese,DISTINCT,high,,,,,,Deli slices are a different purchase from a block of Swiss.,sliced,false,
SPOTCHECK,auto_accepted_spot_check,cheese,low-moisture mozzarella,shredded low-moisture mozzarella,DISTINCT,high,,,,,,Block versus pre-shredded bag.,shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,shredded whole-milk mozzarella,shredded whole-milk mozzarella cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,freshly grated parmesan,freshly grated parmesan cheese,SYNONYM,high,,,,,,Same item with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,cheese tortellini,fresh cheese tortellini,SUBSUMES,high,,cheese tortellini,,,,"'Cheese tortellini' is unqualified and covers dried, frozen or fresh; 'fresh' fixes one.",fresh,true,
SPOTCHECK,auto_accepted_spot_check,cheese,whole milk ricotta cheese,whole-milk ricotta cheese,SYNONYM,high,,,,,,Hyphenation difference only.,(identical),false,
SPOTCHECK,auto_accepted_spot_check,cheese,parmesan,parmesan rind,COMPONENT,high,parmesan,,1,each,true,"The rind comes with the wedge of parmesan you buy; no extra purchase, and the cheese itself is still usable.",rind,false,
SPOTCHECK,auto_accepted_spot_check,cheese,provolone cheese,provolone cheese slices,DISTINCT,high,,,,,,Deli slices are a different purchase from a provolone block.,slice,false,
SPOTCHECK,auto_accepted_spot_check,cheese,blue cheese,blue cheese crumbles,DISTINCT,high,,,,,,Pre-crumbled blue cheese is a different tub than a wedge of blue cheese; form is the product.,crumble,false,
SPOTCHECK,auto_accepted_spot_check,cheese,shredded low-moisture whole-milk mozzarella,whole-milk low-moisture mozzarella,DISTINCT,high,,,,,,Shredded bag versus block of the same cheese; form is the product.,shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,provolone,provolone cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,crumbled feta cheese,feta cheese,DISTINCT,high,,,,,,Pre-crumbled feta versus block feta; form is the product.,crumbled,false,
SPOTCHECK,auto_accepted_spot_check,cheese,shredded whole-milk mozzarella,whole milk mozzarella,DISTINCT,high,,,,,,Shredded bag versus solid whole milk mozzarella.,shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,smoked gouda,smoked gouda cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,low-moisture whole-milk mozzarella,shredded low-moisture whole-milk mozzarella,DISTINCT,high,,,,,,Block versus pre-shredded bag of the same cheese type.,shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,grated parmesan,grated parmesan cheese,SYNONYM,high,,,,,,Same item with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,"cotija cheese, crumbled",crumbled cotija cheese,SYNONYM,high,,,,,,"Same crumbled cotija, wording reversed.",(identical),false,
SPOTCHECK,auto_accepted_spot_check,cheese,cheddar,cheddar cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,feta,feta cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,shredded whole-milk mozzarella,whole-milk mozzarella,DISTINCT,high,,,,,,Shredded versus block form; separate purchases.,shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,parmesan,parmesan cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,mozzarella cheese,shredded whole-milk mozzarella cheese,DISTINCT,high,,,,,,Block mozzarella versus a shredded whole-milk bag.,milk|shredded|whole,true,
SPOTCHECK,auto_accepted_spot_check,cheese,provolone,shredded provolone cheese,DISTINCT,high,,,,,,Block versus pre-shredded provolone.,cheese|shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,shredded provolone,shredded provolone cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,parmesan cheese,shaved parmesan cheese,DISTINCT,high,,,,,,"Shaved parmesan is its own package, not a wedge of parmesan.",shaved,false,
SPOTCHECK,auto_accepted_spot_check,cheese,whole milk ricotta cheese,whole-milk ricotta,SYNONYM,high,,,,,,Same tub of whole milk ricotta; hyphen and 'cheese' differ only.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,shredded whole-milk mozzarella cheese,whole-milk mozzarella,DISTINCT,high,,,,,,Pre-shredded package versus block; two purchases.,cheese|shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,pecorino romano,pecorino romano cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,cheddar,sharp white cheddar cheese,SUBSUMES,high,,cheddar,,,,Bare 'cheddar' subsumes the doubly qualified sharp white cheddar.,cheese|sharp|white,false,
SPOTCHECK,auto_accepted_spot_check,cheese,finely grated parmesan,finely grated parmesan cheese,SYNONYM,high,,,,,,Same item with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,sharp cheddar,sharp cheddar cheese,SYNONYM,high,,,,,,Same product with the word 'cheese' added.,cheese,false,
SPOTCHECK,auto_accepted_spot_check,cheese,cheddar,sharp cheddar cheese,SUBSUMES,high,,cheddar,,,,Bare 'cheddar' subsumes sharp cheddar cheese.,cheese|sharp,false,
SPOTCHECK,auto_accepted_spot_check,cheese,"mexican cheese blend, shredded",shredded mexican blend cheese,SYNONYM,high,,,,,,"Same bag of shredded Mexican blend, wording reordered.",(identical),false,
SPOTCHECK,auto_accepted_spot_check,cheese,sharp cheddar,shredded sharp cheddar cheese,DISTINCT,high,,,,,,Block sharp cheddar versus a shredded bag.,cheese|shredded,true,
SPOTCHECK,auto_accepted_spot_check,cheese,provolone,shredded provolone,DISTINCT,high,,,,,,Block versus pre-shredded provolone.,shredded,true,
