rank,category,parent_dish,dish,primary_axis,cross_axis_used,axis_note,short_of_target,short_reason
4,Sandwiches/Burgers,Classic Cheeseburger,Patty Melt with Swiss and Grilled Rye,preparation,false,"The cheeseburger has a wide wardrobe — patty style, cheese choice, toppings, and build all vary meaningfully without changing what the dish fundamentally is.",false,
5,Chicken,Grilled Chicken Breast,Grilled Chicken Breast with Caesar Salad,accompaniment,false,Grilled chicken breast has one correct form — seasoned and grilled over direct heat — so versions are best expressed by what's served alongside to complete the plate.,false,
5,Chicken,Grilled Chicken Breast,Grilled Chicken Breast with Roasted Garlic Mashed Potatoes and Green Beans,accompaniment,false,Grilled chicken breast has one correct form — seasoned and grilled over direct heat — so versions are best expressed by what's served alongside to complete the plate.,false,
5,Chicken,Grilled Chicken Breast,Grilled Chicken Breast with Corn on the Cob and Tomato-Cucumber Salad,accompaniment,false,Grilled chicken breast has one correct form — seasoned and grilled over direct heat — so versions are best expressed by what's served alongside to complete the plate.,false,
5,Chicken,Grilled Chicken Breast,Grilled Chicken Breast with Spanish Rice and Black Beans,accompaniment,false,Grilled chicken breast has one correct form — seasoned and grilled over direct heat — so versions are best expressed by what's served alongside to complete the plate.,false,
5,Chicken,Grilled Chicken Breast,Grilled Chicken Breast with Grilled Asparagus and Lemon Orzo,accompaniment,false,Grilled chicken breast has one correct form — seasoned and grilled over direct heat — so versions are best expressed by what's served alongside to complete the plate.,false,
5,Chicken,Grilled Chicken Breast,Grilled Chicken Breast with Creamy Coleslaw and Baked Beans,accompaniment,false,Grilled chicken breast has one correct form — seasoned and grilled over direct heat — so versions are best expressed by what's served alongside to complete the plate.,false,
6,Pasta,Spaghetti and Meatballs,Classic Tomato Spaghetti and Meatballs,preparation,false,"Both the meatballs and the sauce have genuine latitude — meat blend, seasoning, and sauce style all shift the dish meaningfully without changing what it fundamentally is.",true,A sixth distinct version would require either repeating a sauce style already used or inventing a distinction too minor to change what a person actually eats.
6,Pasta,Spaghetti and Meatballs,Sunday Gravy Spaghetti and Meatballs,preparation,false,"Both the meatballs and the sauce have genuine latitude — meat blend, seasoning, and sauce style all shift the dish meaningfully without changing what it fundamentally is.",true,A sixth distinct version would require either repeating a sauce style already used or inventing a distinction too minor to change what a person actually eats.
6,Pasta,Spaghetti and Meatballs,Spicy Arrabbiata Spaghetti and Meatballs,preparation,false,"Both the meatballs and the sauce have genuine latitude — meat blend, seasoning, and sauce style all shift the dish meaningfully without changing what it fundamentally is.",true,A sixth distinct version would require either repeating a sauce style already used or inventing a distinction too minor to change what a person actually eats.
6,Pasta,Spaghetti and Meatballs,Spaghetti and Turkey Meatballs in Marinara,preparation,false,"Both the meatballs and the sauce have genuine latitude — meat blend, seasoning, and sauce style all shift the dish meaningfully without changing what it fundamentally is.",true,A sixth distinct version would require either repeating a sauce style already used or inventing a distinction too minor to change what a person actually eats.
6,Pasta,Spaghetti and Meatballs,Spaghetti and Ricotta-Stuffed Meatballs,preparation,false,"Both the meatballs and the sauce have genuine latitude — meat blend, seasoning, and sauce style all shift the dish meaningfully without changing what it fundamentally is.",true,A sixth distinct version would require either repeating a sauce style already used or inventing a distinction too minor to change what a person actually eats.
7,Soups/Stews/Chili,Beef Chili,Classic Ground Beef Chili,preparation,false,"Beef chili has genuine latitude in its own preparation — heat level, chili style (Texas no-bean, Cincinnati, verde-adjacent), and build (chunky vs. ground, smoked vs. braised) all produce meaningfully different bowls.",false,
7,Soups/Stews/Chili,Beef Chili,Texas-Style Beef Chili,preparation,false,"Beef chili has genuine latitude in its own preparation — heat level, chili style (Texas no-bean, Cincinnati, verde-adjacent), and build (chunky vs. ground, smoked vs. braised) all produce meaningfully different bowls.",false,
7,Soups/Stews/Chili,Beef Chili,Smoky Chipotle Beef Chili,preparation,false,"Beef chili has genuine latitude in its own preparation — heat level, chili style (Texas no-bean, Cincinnati, verde-adjacent), and build (chunky vs. ground, smoked vs. braised) all produce meaningfully different bowls.",false,
7,Soups/Stews/Chili,Beef Chili,Spicy Three-Pepper Beef Chili,preparation,false,"Beef chili has genuine latitude in its own preparation — heat level, chili style (Texas no-bean, Cincinnati, verde-adjacent), and build (chunky vs. ground, smoked vs. braised) all produce meaningfully different bowls.",false,
7,Soups/Stews/Chili,Beef Chili,Chunky Beef and Black Bean Chili,preparation,false,"Beef chili has genuine latitude in its own preparation — heat level, chili style (Texas no-bean, Cincinnati, verde-adjacent), and build (chunky vs. ground, smoked vs. braised) all produce meaningfully different bowls.",false,
7,Soups/Stews/Chili,Beef Chili,Cincinnati-Style Beef Chili,preparation,false,"Beef chili has genuine latitude in its own preparation — heat level, chili style (Texas no-bean, Cincinnati, verde-adjacent), and build (chunky vs. ground, smoked vs. braised) all produce meaningfully different bowls.",false,
8,Beef,Meatloaf,Classic Glazed Meatloaf,preparation,false,"Meatloaf has wide latitude in seasoning, mix-ins, glaze, and style — these choices genuinely change what lands on the plate.",false,
8,Beef,Meatloaf,BBQ Meatloaf,preparation,false,"Meatloaf has wide latitude in seasoning, mix-ins, glaze, and style — these choices genuinely change what lands on the plate.",false,
8,Beef,Meatloaf,Italian Meatloaf,preparation,false,"Meatloaf has wide latitude in seasoning, mix-ins, glaze, and style — these choices genuinely change what lands on the plate.",false,
8,Beef,Meatloaf,Bacon-Wrapped Meatloaf,preparation,false,"Meatloaf has wide latitude in seasoning, mix-ins, glaze, and style — these choices genuinely change what lands on the plate.",false,
8,Beef,Meatloaf,Mushroom and Swiss Meatloaf,preparation,false,"Meatloaf has wide latitude in seasoning, mix-ins, glaze, and style — these choices genuinely change what lands on the plate.",false,
8,Beef,Meatloaf,Tex-Mex Meatloaf,preparation,false,"Meatloaf has wide latitude in seasoning, mix-ins, glaze, and style — these choices genuinely change what lands on the plate.",false,
9,Italian-American,Chicken Parmesan,Classic Chicken Parmesan,preparation,false,"Chicken Parm has real latitude in its breading, sauce, cheese, and form factor — these choices produce genuinely different dinners while keeping the dish's identity intact.",true,A sixth distinct version would require either repeating a near-clone or misidentifying the dish — five covers the real wardrobe without padding.
9,Italian-American,Chicken Parmesan,Crispy Baked Chicken Parmesan,preparation,false,"Chicken Parm has real latitude in its breading, sauce, cheese, and form factor — these choices produce genuinely different dinners while keeping the dish's identity intact.",true,A sixth distinct version would require either repeating a near-clone or misidentifying the dish — five covers the real wardrobe without padding.
9,Italian-American,Chicken Parmesan,Chicken Parmesan with Vodka Sauce,preparation,false,"Chicken Parm has real latitude in its breading, sauce, cheese, and form factor — these choices produce genuinely different dinners while keeping the dish's identity intact.",true,A sixth distinct version would require either repeating a near-clone or misidentifying the dish — five covers the real wardrobe without padding.
9,Italian-American,Chicken Parmesan,Chicken Parmesan Sub,preparation,false,"Chicken Parm has real latitude in its breading, sauce, cheese, and form factor — these choices produce genuinely different dinners while keeping the dish's identity intact.",true,A sixth distinct version would require either repeating a near-clone or misidentifying the dish — five covers the real wardrobe without padding.
9,Italian-American,Chicken Parmesan,Spicy Arrabbiata Chicken Parmesan,preparation,false,"Chicken Parm has real latitude in its breading, sauce, cheese, and form factor — these choices produce genuinely different dinners while keeping the dish's identity intact.",true,A sixth distinct version would require either repeating a near-clone or misidentifying the dish — five covers the real wardrobe without padding.
10,Pizza,Homemade Pepperoni Pizza,Classic Pepperoni Pizza,preparation,false,"Homemade pizza has genuine latitude in crust style, sauce, cheese, and build — these choices produce meaningfully different dinners while the pepperoni identity stays intact.",false,
10,Pizza,Homemade Pepperoni Pizza,Thin-Crust Pepperoni Pizza,preparation,false,"Homemade pizza has genuine latitude in crust style, sauce, cheese, and build — these choices produce meaningfully different dinners while the pepperoni identity stays intact.",false,
10,Pizza,Homemade Pepperoni Pizza,Deep-Dish Pepperoni Pizza,preparation,false,"Homemade pizza has genuine latitude in crust style, sauce, cheese, and build — these choices produce meaningfully different dinners while the pepperoni identity stays intact.",false,
10,Pizza,Homemade Pepperoni Pizza,Pepperoni and Hot Honey Pizza,preparation,false,"Homemade pizza has genuine latitude in crust style, sauce, cheese, and build — these choices produce meaningfully different dinners while the pepperoni identity stays intact.",false,
10,Pizza,Homemade Pepperoni Pizza,Pepperoni Pizza with Roasted Garlic and Fresh Basil,preparation,false,"Homemade pizza has genuine latitude in crust style, sauce, cheese, and build — these choices produce meaningfully different dinners while the pepperoni identity stays intact.",false,
10,Pizza,Homemade Pepperoni Pizza,Pepperoni and Mushroom Pizza,preparation,false,"Homemade pizza has genuine latitude in crust style, sauce, cheese, and build — these choices produce meaningfully different dinners while the pepperoni identity stays intact.",false,
11,Casseroles/Bakes,Baked Mac and Cheese,Classic Baked Mac and Cheese,preparation,false,"Baked mac and cheese has genuine latitude in cheese blend, mix-ins, and crust style, producing dinners that taste and feel meaningfully different from one another.",false,
11,Casseroles/Bakes,Baked Mac and Cheese,Sharp Cheddar and Gruyère Baked Mac and Cheese,preparation,false,"Baked mac and cheese has genuine latitude in cheese blend, mix-ins, and crust style, producing dinners that taste and feel meaningfully different from one another.",false,
11,Casseroles/Bakes,Baked Mac and Cheese,Bacon and Caramelized Onion Baked Mac and Cheese,preparation,false,"Baked mac and cheese has genuine latitude in cheese blend, mix-ins, and crust style, producing dinners that taste and feel meaningfully different from one another.",false,
11,Casseroles/Bakes,Baked Mac and Cheese,Green Chile and Pepper Jack Baked Mac and Cheese,preparation,false,"Baked mac and cheese has genuine latitude in cheese blend, mix-ins, and crust style, producing dinners that taste and feel meaningfully different from one another.",false,
11,Casseroles/Bakes,Baked Mac and Cheese,Broccoli and White Cheddar Baked Mac and Cheese,preparation,false,"Baked mac and cheese has genuine latitude in cheese blend, mix-ins, and crust style, producing dinners that taste and feel meaningfully different from one another.",false,
11,Casseroles/Bakes,Baked Mac and Cheese,Crispy Breadcrumb-Topped Baked Mac and Cheese,preparation,false,"Baked mac and cheese has genuine latitude in cheese blend, mix-ins, and crust style, producing dinners that taste and feel meaningfully different from one another.",false,
12,Asian-American,Beef and Broccoli Stir-Fry,Classic Oyster Sauce Beef and Broccoli,preparation,false,"The sauce profile, heat level, and finishing touches give beef and broccoli real latitude — oyster-sauce classic, garlic-forward, spicy, black bean, ginger-citrus, and sesame variations are all genuinely different dinners a home cook would recognize and choose.",true,A sixth distinct version would require either repeating a sauce profile already covered or reaching for an ingredient combination that doesn't read as a real home-cook choice — the dish supports five meaningfully different dinners before padding sets in.
12,Asian-American,Beef and Broccoli Stir-Fry,Garlic-Ginger Beef and Broccoli,preparation,false,"The sauce profile, heat level, and finishing touches give beef and broccoli real latitude — oyster-sauce classic, garlic-forward, spicy, black bean, ginger-citrus, and sesame variations are all genuinely different dinners a home cook would recognize and choose.",true,A sixth distinct version would require either repeating a sauce profile already covered or reaching for an ingredient combination that doesn't read as a real home-cook choice — the dish supports five meaningfully different dinners before padding sets in.
12,Asian-American,Beef and Broccoli Stir-Fry,Spicy Szechuan Beef and Broccoli,preparation,false,"The sauce profile, heat level, and finishing touches give beef and broccoli real latitude — oyster-sauce classic, garlic-forward, spicy, black bean, ginger-citrus, and sesame variations are all genuinely different dinners a home cook would recognize and choose.",true,A sixth distinct version would require either repeating a sauce profile already covered or reaching for an ingredient combination that doesn't read as a real home-cook choice — the dish supports five meaningfully different dinners before padding sets in.
12,Asian-American,Beef and Broccoli Stir-Fry,Black Bean Beef and Broccoli,preparation,false,"The sauce profile, heat level, and finishing touches give beef and broccoli real latitude — oyster-sauce classic, garlic-forward, spicy, black bean, ginger-citrus, and sesame variations are all genuinely different dinners a home cook would recognize and choose.",true,A sixth distinct version would require either repeating a sauce profile already covered or reaching for an ingredient combination that doesn't read as a real home-cook choice — the dish supports five meaningfully different dinners before padding sets in.
12,Asian-American,Beef and Broccoli Stir-Fry,Sesame-Hoisin Beef and Broccoli,preparation,false,"The sauce profile, heat level, and finishing touches give beef and broccoli real latitude — oyster-sauce classic, garlic-forward, spicy, black bean, ginger-citrus, and sesame variations are all genuinely different dinners a home cook would recognize and choose.",true,A sixth distinct version would require either repeating a sauce profile already covered or reaching for an ingredient combination that doesn't read as a real home-cook choice — the dish supports five meaningfully different dinners before padding sets in.
13,Beef,Pot Roast,Classic Sunday Pot Roast with Carrots and Potatoes,preparation,false,"Pot roast has genuine latitude in its braising liquid, aromatics, and seasoning profile, producing meaningfully different dinners while the low-and-slow braised chuck identity stays intact.",false,
13,Beef,Pot Roast,Red Wine and Herb Braised Pot Roast,preparation,false,"Pot roast has genuine latitude in its braising liquid, aromatics, and seasoning profile, producing meaningfully different dinners while the low-and-slow braised chuck identity stays intact.",false,
13,Beef,Pot Roast,Tomato and Italian Herb Pot Roast,preparation,false,"Pot roast has genuine latitude in its braising liquid, aromatics, and seasoning profile, producing meaningfully different dinners while the low-and-slow braised chuck identity stays intact.",false,
13,Beef,Pot Roast,Mississippi Pot Roast with Pepperoncini and Ranch,preparation,false,"Pot roast has genuine latitude in its braising liquid, aromatics, and seasoning profile, producing meaningfully different dinners while the low-and-slow braised chuck identity stays intact.",false,
13,Beef,Pot Roast,French Onion Pot Roast,preparation,false,"Pot roast has genuine latitude in its braising liquid, aromatics, and seasoning profile, producing meaningfully different dinners while the low-and-slow braised chuck identity stays intact.",false,
13,Beef,Pot Roast,Guinness and Root Vegetable Pot Roast,preparation,false,"Pot roast has genuine latitude in its braising liquid, aromatics, and seasoning profile, producing meaningfully different dinners while the low-and-slow braised chuck identity stays intact.",false,
14,Mexican/Tex-Mex,Sheet-Pan Chicken Fajitas,Classic Tex-Mex Sheet-Pan Chicken Fajitas,preparation,false,"Sheet-pan fajitas have real latitude in marinade, seasoning profile, and the vegetables and garnishes that go into the pan — these choices meaningfully change what you eat.",true,A sixth distinct version would require either repeating a seasoning profile already covered or inventing a distinction too minor to change what a person actually eats.
14,Mexican/Tex-Mex,Sheet-Pan Chicken Fajitas,Smoky Chipotle Sheet-Pan Chicken Fajitas,preparation,false,"Sheet-pan fajitas have real latitude in marinade, seasoning profile, and the vegetables and garnishes that go into the pan — these choices meaningfully change what you eat.",true,A sixth distinct version would require either repeating a seasoning profile already covered or inventing a distinction too minor to change what a person actually eats.
14,Mexican/Tex-Mex,Sheet-Pan Chicken Fajitas,Citrus-Marinated Sheet-Pan Chicken Fajitas,preparation,false,"Sheet-pan fajitas have real latitude in marinade, seasoning profile, and the vegetables and garnishes that go into the pan — these choices meaningfully change what you eat.",true,A sixth distinct version would require either repeating a seasoning profile already covered or inventing a distinction too minor to change what a person actually eats.
14,Mexican/Tex-Mex,Sheet-Pan Chicken Fajitas,Chili-Lime Sheet-Pan Chicken Fajitas with Corn and Black Beans,preparation,false,"Sheet-pan fajitas have real latitude in marinade, seasoning profile, and the vegetables and garnishes that go into the pan — these choices meaningfully change what you eat.",true,A sixth distinct version would require either repeating a seasoning profile already covered or inventing a distinction too minor to change what a person actually eats.
14,Mexican/Tex-Mex,Sheet-Pan Chicken Fajitas,Salsa Verde Sheet-Pan Chicken Fajitas,preparation,false,"Sheet-pan fajitas have real latitude in marinade, seasoning profile, and the vegetables and garnishes that go into the pan — these choices meaningfully change what you eat.",true,A sixth distinct version would require either repeating a seasoning profile already covered or inventing a distinction too minor to change what a person actually eats.
15,Asian-American,Chicken and Vegetable Stir-Fry,Ginger-Soy Chicken Stir-Fry with Broccoli and Snap Peas,preparation,false,"Stir-fry has wide latitude in its sauce profile and vegetable mix, which together define genuinely different dinners — a ginger-soy version and a spicy peanut version are not the same meal.",true,A sixth distinct version would require either repeating a sauce profile or inventing a distinction too minor to change what a person actually eats — five covers the real range of home-cooked stir-fry dinners.
15,Asian-American,Chicken and Vegetable Stir-Fry,Spicy Peanut Chicken Stir-Fry with Bell Peppers and Cabbage,preparation,false,"Stir-fry has wide latitude in its sauce profile and vegetable mix, which together define genuinely different dinners — a ginger-soy version and a spicy peanut version are not the same meal.",true,A sixth distinct version would require either repeating a sauce profile or inventing a distinction too minor to change what a person actually eats — five covers the real range of home-cooked stir-fry dinners.
15,Asian-American,Chicken and Vegetable Stir-Fry,Garlic-Oyster Sauce Chicken Stir-Fry with Bok Choy and Mushrooms,preparation,false,"Stir-fry has wide latitude in its sauce profile and vegetable mix, which together define genuinely different dinners — a ginger-soy version and a spicy peanut version are not the same meal.",true,A sixth distinct version would require either repeating a sauce profile or inventing a distinction too minor to change what a person actually eats — five covers the real range of home-cooked stir-fry dinners.
15,Asian-American,Chicken and Vegetable Stir-Fry,Honey-Teriyaki Chicken Stir-Fry with Zucchini and Carrots,preparation,false,"Stir-fry has wide latitude in its sauce profile and vegetable mix, which together define genuinely different dinners — a ginger-soy version and a spicy peanut version are not the same meal.",true,A sixth distinct version would require either repeating a sauce profile or inventing a distinction too minor to change what a person actually eats — five covers the real range of home-cooked stir-fry dinners.
15,Asian-American,Chicken and Vegetable Stir-Fry,Black Bean Sauce Chicken Stir-Fry with Green Beans and Onions,preparation,false,"Stir-fry has wide latitude in its sauce profile and vegetable mix, which together define genuinely different dinners — a ginger-soy version and a spicy peanut version are not the same meal.",true,A sixth distinct version would require either repeating a sauce profile or inventing a distinction too minor to change what a person actually eats — five covers the real range of home-cooked stir-fry dinners.
16,Seafood,Baked Lemon-Herb Salmon,Baked Lemon-Herb Salmon with Roasted Asparagus and Garlic Butter Rice,accompaniment,false,Baked lemon-herb salmon has one correct form — salmon fillets roasted with lemon and herbs — so versions are best expressed through what completes the plate alongside it.,true,"A lean, bright main like this supports only so many genuinely distinct pairings before versions blur into near-clones; five sides produce meaningfully different dinners, a sixth would be padding."
16,Seafood,Baked Lemon-Herb Salmon,Baked Lemon-Herb Salmon with Creamy Orzo and Wilted Spinach,accompaniment,false,Baked lemon-herb salmon has one correct form — salmon fillets roasted with lemon and herbs — so versions are best expressed through what completes the plate alongside it.,true,"A lean, bright main like this supports only so many genuinely distinct pairings before versions blur into near-clones; five sides produce meaningfully different dinners, a sixth would be padding."
16,Seafood,Baked Lemon-Herb Salmon,Baked Lemon-Herb Salmon with Roasted Potatoes and Cucumber-Dill Salad,accompaniment,false,Baked lemon-herb salmon has one correct form — salmon fillets roasted with lemon and herbs — so versions are best expressed through what completes the plate alongside it.,true,"A lean, bright main like this supports only so many genuinely distinct pairings before versions blur into near-clones; five sides produce meaningfully different dinners, a sixth would be padding."
16,Seafood,Baked Lemon-Herb Salmon,Baked Lemon-Herb Salmon with White Bean and Tomato Ragout,accompaniment,false,Baked lemon-herb salmon has one correct form — salmon fillets roasted with lemon and herbs — so versions are best expressed through what completes the plate alongside it.,true,"A lean, bright main like this supports only so many genuinely distinct pairings before versions blur into near-clones; five sides produce meaningfully different dinners, a sixth would be padding."
16,Seafood,Baked Lemon-Herb Salmon,"Baked Lemon-Herb Salmon with Farro, Roasted Beets, and Arugula",accompaniment,false,Baked lemon-herb salmon has one correct form — salmon fillets roasted with lemon and herbs — so versions are best expressed through what completes the plate alongside it.,true,"A lean, bright main like this supports only so many genuinely distinct pairings before versions blur into near-clones; five sides produce meaningfully different dinners, a sixth would be padding."
17,Chicken,Buttermilk Fried Chicken,Buttermilk Fried Chicken with Mashed Potatoes and Cream Gravy,accompaniment,false,"Buttermilk fried chicken has one correct form — soaked in buttermilk, dredged, and fried — so versions are best expressed by what completes the plate alongside it.",false,
17,Chicken,Buttermilk Fried Chicken,"Buttermilk Fried Chicken with Honey, Biscuits, and Collard Greens",accompaniment,false,"Buttermilk fried chicken has one correct form — soaked in buttermilk, dredged, and fried — so versions are best expressed by what completes the plate alongside it.",false,
17,Chicken,Buttermilk Fried Chicken,Buttermilk Fried Chicken with Corn on the Cob and Creamy Coleslaw,accompaniment,false,"Buttermilk fried chicken has one correct form — soaked in buttermilk, dredged, and fried — so versions are best expressed by what completes the plate alongside it.",false,
17,Chicken,Buttermilk Fried Chicken,Buttermilk Fried Chicken with Waffles and Maple Butter,accompaniment,false,"Buttermilk fried chicken has one correct form — soaked in buttermilk, dredged, and fried — so versions are best expressed by what completes the plate alongside it.",false,
17,Chicken,Buttermilk Fried Chicken,Buttermilk Fried Chicken with Mac and Cheese and Pickled Jalapeños,accompaniment,false,"Buttermilk fried chicken has one correct form — soaked in buttermilk, dredged, and fried — so versions are best expressed by what completes the plate alongside it.",false,
17,Chicken,Buttermilk Fried Chicken,Buttermilk Fried Chicken with Potato Salad and Vinegar Slaw,accompaniment,false,"Buttermilk fried chicken has one correct form — soaked in buttermilk, dredged, and fried — so versions are best expressed by what completes the plate alongside it.",false,
18,Soups/Stews/Chili,Chicken Noodle Soup,Classic Chicken Noodle Soup,preparation,false,"Chicken noodle soup has genuine latitude in broth character, noodle type, and aromatics — these choices produce meaningfully different bowls a person would choose between.",true,"A sixth distinct version would require padding — the dish's real variables (broth depth, noodle type, herb profile, richness) are exhausted at five without manufacturing near-clones."
18,Soups/Stews/Chili,Chicken Noodle Soup,Creamy Chicken Noodle Soup,preparation,false,"Chicken noodle soup has genuine latitude in broth character, noodle type, and aromatics — these choices produce meaningfully different bowls a person would choose between.",true,"A sixth distinct version would require padding — the dish's real variables (broth depth, noodle type, herb profile, richness) are exhausted at five without manufacturing near-clones."
18,Soups/Stews/Chili,Chicken Noodle Soup,Lemon-Herb Chicken Noodle Soup,preparation,false,"Chicken noodle soup has genuine latitude in broth character, noodle type, and aromatics — these choices produce meaningfully different bowls a person would choose between.",true,"A sixth distinct version would require padding — the dish's real variables (broth depth, noodle type, herb profile, richness) are exhausted at five without manufacturing near-clones."
