rank,category,parent_dish,dish,primary_axis,cross_axis_used,axis_note,short_of_target,short_reason
31,Indian/South Asian,Chicken Tikka Masala,Classic Chicken Tikka Masala,preparation,false,"The sauce's heat level, richness, and aromatics vary meaningfully across home versions, and the rice or bread served alongside is too embedded in the dish's identity to anchor versions — the real differences live in the masala itself.",true,"Chicken tikka masala has genuine variation in heat, richness, and smoky depth, but the dish's core structure — marinated grilled chicken in a spiced tomato-cream sauce — is stable enough that a fifth distinct version would require padding near-identical preparations or misidentifying a different dish."
31,Indian/South Asian,Chicken Tikka Masala,Smoky Charred Chicken Tikka Masala,preparation,false,"The sauce's heat level, richness, and aromatics vary meaningfully across home versions, and the rice or bread served alongside is too embedded in the dish's identity to anchor versions — the real differences live in the masala itself.",true,"Chicken tikka masala has genuine variation in heat, richness, and smoky depth, but the dish's core structure — marinated grilled chicken in a spiced tomato-cream sauce — is stable enough that a fifth distinct version would require padding near-identical preparations or misidentifying a different dish."
31,Indian/South Asian,Chicken Tikka Masala,Spicy Chicken Tikka Masala,preparation,false,"The sauce's heat level, richness, and aromatics vary meaningfully across home versions, and the rice or bread served alongside is too embedded in the dish's identity to anchor versions — the real differences live in the masala itself.",true,"Chicken tikka masala has genuine variation in heat, richness, and smoky depth, but the dish's core structure — marinated grilled chicken in a spiced tomato-cream sauce — is stable enough that a fifth distinct version would require padding near-identical preparations or misidentifying a different dish."
31,Indian/South Asian,Chicken Tikka Masala,Coconut Milk Chicken Tikka Masala,preparation,false,"The sauce's heat level, richness, and aromatics vary meaningfully across home versions, and the rice or bread served alongside is too embedded in the dish's identity to anchor versions — the real differences live in the masala itself.",true,"Chicken tikka masala has genuine variation in heat, richness, and smoky depth, but the dish's core structure — marinated grilled chicken in a spiced tomato-cream sauce — is stable enough that a fifth distinct version would require padding near-identical preparations or misidentifying a different dish."
32,Mexican/Tex-Mex,Beef Enchiladas,Red Chile Beef Enchiladas,preparation,false,"Beef enchiladas have real latitude in the sauce, filling mix, and cheese profile — these choices genuinely change what ends up on the plate.",false,
32,Mexican/Tex-Mex,Beef Enchiladas,Green Chile Beef Enchiladas,preparation,false,"Beef enchiladas have real latitude in the sauce, filling mix, and cheese profile — these choices genuinely change what ends up on the plate.",false,
32,Mexican/Tex-Mex,Beef Enchiladas,Beef and Bean Enchiladas with Red Sauce,preparation,false,"Beef enchiladas have real latitude in the sauce, filling mix, and cheese profile — these choices genuinely change what ends up on the plate.",false,
32,Mexican/Tex-Mex,Beef Enchiladas,Creamy Beef Enchiladas with Sour Cream Sauce,preparation,false,"Beef enchiladas have real latitude in the sauce, filling mix, and cheese profile — these choices genuinely change what ends up on the plate.",false,
32,Mexican/Tex-Mex,Beef Enchiladas,Beef Enchiladas Verdes with Roasted Tomatillo Sauce,preparation,false,"Beef enchiladas have real latitude in the sauce, filling mix, and cheese profile — these choices genuinely change what ends up on the plate.",false,
33,Mexican/Tex-Mex,Chicken Enchiladas,Red Sauce Chicken Enchiladas,preparation,false,"Chicken enchiladas have real latitude in sauce, filling, and cheese — red, green, white, and mole sauces each produce a genuinely different dinner, and the filling can shift meaningfully between shredded, roasted, or creamy styles.",false,
33,Mexican/Tex-Mex,Chicken Enchiladas,Green Chile Chicken Enchiladas,preparation,false,"Chicken enchiladas have real latitude in sauce, filling, and cheese — red, green, white, and mole sauces each produce a genuinely different dinner, and the filling can shift meaningfully between shredded, roasted, or creamy styles.",false,
33,Mexican/Tex-Mex,Chicken Enchiladas,Creamy White Chicken Enchiladas,preparation,false,"Chicken enchiladas have real latitude in sauce, filling, and cheese — red, green, white, and mole sauces each produce a genuinely different dinner, and the filling can shift meaningfully between shredded, roasted, or creamy styles.",false,
33,Mexican/Tex-Mex,Chicken Enchiladas,Mole Chicken Enchiladas,preparation,false,"Chicken enchiladas have real latitude in sauce, filling, and cheese — red, green, white, and mole sauces each produce a genuinely different dinner, and the filling can shift meaningfully between shredded, roasted, or creamy styles.",false,
33,Mexican/Tex-Mex,Chicken Enchiladas,Roasted Poblano and Chicken Enchiladas,preparation,false,"Chicken enchiladas have real latitude in sauce, filling, and cheese — red, green, white, and mole sauces each produce a genuinely different dinner, and the filling can shift meaningfully between shredded, roasted, or creamy styles.",false,
34,Pork,Sheet-Pan Sausage and Peppers,Classic Italian Sausage and Peppers with Onions,preparation,false,"The sausage type, seasoning profile, and accompanying vegetables give this dish real latitude in its own preparation — the sheet-pan format is the identity, and the wardrobe is wide.",false,
34,Pork,Sheet-Pan Sausage and Peppers,Spicy Calabrese Sausage and Peppers with Cherry Tomatoes,preparation,false,"The sausage type, seasoning profile, and accompanying vegetables give this dish real latitude in its own preparation — the sheet-pan format is the identity, and the wardrobe is wide.",false,
34,Pork,Sheet-Pan Sausage and Peppers,Sweet Sausage and Peppers with Balsamic Glaze,preparation,false,"The sausage type, seasoning profile, and accompanying vegetables give this dish real latitude in its own preparation — the sheet-pan format is the identity, and the wardrobe is wide.",false,
34,Pork,Sheet-Pan Sausage and Peppers,Smoked Sausage and Peppers with Potatoes and Smoked Paprika,preparation,false,"The sausage type, seasoning profile, and accompanying vegetables give this dish real latitude in its own preparation — the sheet-pan format is the identity, and the wardrobe is wide.",false,
34,Pork,Sheet-Pan Sausage and Peppers,Chicken Sausage and Peppers with Zucchini and Herb Seasoning,preparation,false,"The sausage type, seasoning profile, and accompanying vegetables give this dish real latitude in its own preparation — the sheet-pan format is the identity, and the wardrobe is wide.",false,
35,Asian-American,Teriyaki Chicken,Grilled Teriyaki Chicken Thighs with Steamed Rice and Cucumber Salad,preparation,false,"Teriyaki chicken has genuine latitude in cut, cooking method, and glaze character, producing meaningfully different dinners — grilled thighs, sheet-pan, broiled, skillet — each with its own texture and flavor profile, served over the canonical rice base.",false,
35,Asian-American,Teriyaki Chicken,Broiled Teriyaki Chicken with Sesame Broccoli and White Rice,preparation,false,"Teriyaki chicken has genuine latitude in cut, cooking method, and glaze character, producing meaningfully different dinners — grilled thighs, sheet-pan, broiled, skillet — each with its own texture and flavor profile, served over the canonical rice base.",false,
35,Asian-American,Teriyaki Chicken,Skillet Teriyaki Chicken with Stir-Fried Vegetables and Rice,preparation,false,"Teriyaki chicken has genuine latitude in cut, cooking method, and glaze character, producing meaningfully different dinners — grilled thighs, sheet-pan, broiled, skillet — each with its own texture and flavor profile, served over the canonical rice base.",false,
35,Asian-American,Teriyaki Chicken,Sheet-Pan Teriyaki Chicken with Roasted Bok Choy and Rice,preparation,false,"Teriyaki chicken has genuine latitude in cut, cooking method, and glaze character, producing meaningfully different dinners — grilled thighs, sheet-pan, broiled, skillet — each with its own texture and flavor profile, served over the canonical rice base.",false,
35,Asian-American,Teriyaki Chicken,"Teriyaki Chicken Rice Bowl with Pickled Carrots, Edamame, and Sriracha Mayo",preparation,false,"Teriyaki chicken has genuine latitude in cut, cooking method, and glaze character, producing meaningfully different dinners — grilled thighs, sheet-pan, broiled, skillet — each with its own texture and flavor profile, served over the canonical rice base.",false,
36,Grilling/BBQ,BBQ Baby Back Ribs,Classic Smoky BBQ Baby Back Ribs,preparation,false,"Baby back ribs have genuine latitude in rub, glaze, smoke, and cooking method — these choices produce meaningfully different plates a diner would recognize and choose between.",false,
36,Grilling/BBQ,BBQ Baby Back Ribs,Sweet and Sticky Honey-Glazed Baby Back Ribs,preparation,false,"Baby back ribs have genuine latitude in rub, glaze, smoke, and cooking method — these choices produce meaningfully different plates a diner would recognize and choose between.",false,
36,Grilling/BBQ,BBQ Baby Back Ribs,Spicy Dry-Rub Baby Back Ribs,preparation,false,"Baby back ribs have genuine latitude in rub, glaze, smoke, and cooking method — these choices produce meaningfully different plates a diner would recognize and choose between.",false,
36,Grilling/BBQ,BBQ Baby Back Ribs,Kansas City-Style Baby Back Ribs,preparation,false,"Baby back ribs have genuine latitude in rub, glaze, smoke, and cooking method — these choices produce meaningfully different plates a diner would recognize and choose between.",false,
36,Grilling/BBQ,BBQ Baby Back Ribs,Oven-Braised Baby Back Ribs with BBQ Finish,preparation,false,"Baby back ribs have genuine latitude in rub, glaze, smoke, and cooking method — these choices produce meaningfully different plates a diner would recognize and choose between.",false,
37,Salads/Bowls,Chicken Caesar Salad,Grilled Chicken Caesar Salad,preparation,false,"Chicken Caesar Salad has genuine latitude in how the chicken is prepared and how the salad is built — grilled, crispy, or roasted chicken; classic romaine versus heartier greens; warm versus cold; wrap or bowl form all produce meaningfully different dinners.",true,A fifth distinct version would require either a protein swap that changes the dish's identity or a near-clone of an existing version; four versions cover the real wardrobe without padding.
37,Salads/Bowls,Chicken Caesar Salad,Crispy Chicken Caesar Salad,preparation,false,"Chicken Caesar Salad has genuine latitude in how the chicken is prepared and how the salad is built — grilled, crispy, or roasted chicken; classic romaine versus heartier greens; warm versus cold; wrap or bowl form all produce meaningfully different dinners.",true,A fifth distinct version would require either a protein swap that changes the dish's identity or a near-clone of an existing version; four versions cover the real wardrobe without padding.
37,Salads/Bowls,Chicken Caesar Salad,Warm Roasted Chicken Caesar Salad,preparation,false,"Chicken Caesar Salad has genuine latitude in how the chicken is prepared and how the salad is built — grilled, crispy, or roasted chicken; classic romaine versus heartier greens; warm versus cold; wrap or bowl form all produce meaningfully different dinners.",true,A fifth distinct version would require either a protein swap that changes the dish's identity or a near-clone of an existing version; four versions cover the real wardrobe without padding.
37,Salads/Bowls,Chicken Caesar Salad,Chicken Caesar Wrap,preparation,false,"Chicken Caesar Salad has genuine latitude in how the chicken is prepared and how the salad is built — grilled, crispy, or roasted chicken; classic romaine versus heartier greens; warm versus cold; wrap or bowl form all produce meaningfully different dinners.",true,A fifth distinct version would require either a protein swap that changes the dish's identity or a near-clone of an existing version; four versions cover the real wardrobe without padding.
38,Beef,Beef Stroganoff,Classic Beef Stroganoff over Egg Noodles,preparation,false,"Stroganoff has real latitude in the cut of beef, the sauce profile, and the starch it's served over — all of which change what a person actually eats.",true,The dish's identity (sour-cream mushroom sauce over a starch) is firm enough that a fifth distinct version would require either misidentifying the dish or padding with a near-clone — the four versions here cover the genuine range.
38,Beef,Beef Stroganoff,Sirloin Stroganoff with Dijon and Egg Noodles,preparation,false,"Stroganoff has real latitude in the cut of beef, the sauce profile, and the starch it's served over — all of which change what a person actually eats.",true,The dish's identity (sour-cream mushroom sauce over a starch) is firm enough that a fifth distinct version would require either misidentifying the dish or padding with a near-clone — the four versions here cover the genuine range.
38,Beef,Beef Stroganoff,Ground Beef Stroganoff over Egg Noodles,preparation,false,"Stroganoff has real latitude in the cut of beef, the sauce profile, and the starch it's served over — all of which change what a person actually eats.",true,The dish's identity (sour-cream mushroom sauce over a starch) is firm enough that a fifth distinct version would require either misidentifying the dish or padding with a near-clone — the four versions here cover the genuine range.
38,Beef,Beef Stroganoff,Slow-Cooked Chuck Stroganoff over Mashed Potatoes,preparation,false,"Stroganoff has real latitude in the cut of beef, the sauce profile, and the starch it's served over — all of which change what a person actually eats.",true,The dish's identity (sour-cream mushroom sauce over a starch) is firm enough that a fifth distinct version would require either misidentifying the dish or padding with a near-clone — the four versions here cover the genuine range.
39,Casseroles/Bakes,Chicken Pot Pie,Classic Double-Crust Chicken Pot Pie,preparation,false,"Chicken pot pie has genuine latitude in crust style, vessel, and filling seasoning — these produce meaningfully different dinners a person would choose between.",false,
39,Casseroles/Bakes,Chicken Pot Pie,Chicken Pot Pie with Biscuit Topping,preparation,false,"Chicken pot pie has genuine latitude in crust style, vessel, and filling seasoning — these produce meaningfully different dinners a person would choose between.",false,
39,Casseroles/Bakes,Chicken Pot Pie,Skillet Chicken Pot Pie with Puff Pastry,preparation,false,"Chicken pot pie has genuine latitude in crust style, vessel, and filling seasoning — these produce meaningfully different dinners a person would choose between.",false,
39,Casseroles/Bakes,Chicken Pot Pie,Chicken Pot Pie with Herb and Leek Filling,preparation,false,"Chicken pot pie has genuine latitude in crust style, vessel, and filling seasoning — these produce meaningfully different dinners a person would choose between.",false,
39,Casseroles/Bakes,Chicken Pot Pie,Individual Chicken Pot Pies,preparation,false,"Chicken pot pie has genuine latitude in crust style, vessel, and filling seasoning — these produce meaningfully different dinners a person would choose between.",false,
40,Chicken,Buffalo Wings,"Buffalo Wings with Celery, Carrots, and Blue Cheese Dip",accompaniment,false,"Buffalo wings have one correct form — fried, tossed in cayenne-butter sauce — so versions differ by what's served alongside to complete the plate.",true,Buffalo wings are already a near-complete snack-dinner; only a handful of distinct accompaniment combinations genuinely round them into different full plates without feeling forced or redundant.
40,Chicken,Buffalo Wings,Buffalo Wings with Ranch Slaw and Waffle Fries,accompaniment,false,"Buffalo wings have one correct form — fried, tossed in cayenne-butter sauce — so versions differ by what's served alongside to complete the plate.",true,Buffalo wings are already a near-complete snack-dinner; only a handful of distinct accompaniment combinations genuinely round them into different full plates without feeling forced or redundant.
40,Chicken,Buffalo Wings,Buffalo Wings with Corn on the Cob and Potato Wedges,accompaniment,false,"Buffalo wings have one correct form — fried, tossed in cayenne-butter sauce — so versions differ by what's served alongside to complete the plate.",true,Buffalo wings are already a near-complete snack-dinner; only a handful of distinct accompaniment combinations genuinely round them into different full plates without feeling forced or redundant.
40,Chicken,Buffalo Wings,Buffalo Wings with a Crisp Iceberg Wedge Salad,accompaniment,false,"Buffalo wings have one correct form — fried, tossed in cayenne-butter sauce — so versions differ by what's served alongside to complete the plate.",true,Buffalo wings are already a near-complete snack-dinner; only a handful of distinct accompaniment combinations genuinely round them into different full plates without feeling forced or redundant.
41,Beef,Grilled Sirloin Steak,Grilled Sirloin Steak with Garlic Mashed Potatoes and Roasted Asparagus,accompaniment,false,Grilled sirloin steak has one correct form — seasoned and grilled over high heat — so versions come from what completes the plate alongside it.,false,
41,Beef,Grilled Sirloin Steak,"Grilled Sirloin Steak with Chimichurri, Grilled Corn, and Crispy Potatoes",accompaniment,false,Grilled sirloin steak has one correct form — seasoned and grilled over high heat — so versions come from what completes the plate alongside it.,false,
41,Beef,Grilled Sirloin Steak,Grilled Sirloin Steak with Caesar Salad and Crusty Bread,accompaniment,false,Grilled sirloin steak has one correct form — seasoned and grilled over high heat — so versions come from what completes the plate alongside it.,false,
41,Beef,Grilled Sirloin Steak,Grilled Sirloin Steak with Baked Potato and Steakhouse Creamed Spinach,accompaniment,false,Grilled sirloin steak has one correct form — seasoned and grilled over high heat — so versions come from what completes the plate alongside it.,false,
41,Beef,Grilled Sirloin Steak,"Grilled Sirloin Steak with Mushroom Pan Sauce, Green Beans, and Rice Pilaf",accompaniment,false,Grilled sirloin steak has one correct form — seasoned and grilled over high heat — so versions come from what completes the plate alongside it.,false,
42,Chicken,Honey Garlic Chicken Thighs,Classic Sticky Honey Garlic Chicken Thighs,preparation,false,"The glaze, cooking method, and seasoning profile all have genuine latitude — stovetop, oven, and grill each produce a meaningfully different dinner, and the sauce can shift from sticky-sweet to spicy to citrus-bright without losing the dish's identity.",false,
42,Chicken,Honey Garlic Chicken Thighs,Spicy Honey Garlic Chicken Thighs,preparation,false,"The glaze, cooking method, and seasoning profile all have genuine latitude — stovetop, oven, and grill each produce a meaningfully different dinner, and the sauce can shift from sticky-sweet to spicy to citrus-bright without losing the dish's identity.",false,
42,Chicken,Honey Garlic Chicken Thighs,Honey Garlic Chicken Thighs with Soy and Ginger,preparation,false,"The glaze, cooking method, and seasoning profile all have genuine latitude — stovetop, oven, and grill each produce a meaningfully different dinner, and the sauce can shift from sticky-sweet to spicy to citrus-bright without losing the dish's identity.",false,
42,Chicken,Honey Garlic Chicken Thighs,Lemon Honey Garlic Chicken Thighs,preparation,false,"The glaze, cooking method, and seasoning profile all have genuine latitude — stovetop, oven, and grill each produce a meaningfully different dinner, and the sauce can shift from sticky-sweet to spicy to citrus-bright without losing the dish's identity.",false,
42,Chicken,Honey Garlic Chicken Thighs,Grilled Honey Garlic Chicken Thighs,preparation,false,"The glaze, cooking method, and seasoning profile all have genuine latitude — stovetop, oven, and grill each produce a meaningfully different dinner, and the sauce can shift from sticky-sweet to spicy to citrus-bright without losing the dish's identity.",false,
43,Indian/South Asian,Chicken Curry,North Indian Chicken Curry,preparation,false,"Chicken curry has enormous real variation in spice base, sauce character, and regional style — each version produces a genuinely different dinner.",false,
43,Indian/South Asian,Chicken Curry,Coconut Chicken Curry,preparation,false,"Chicken curry has enormous real variation in spice base, sauce character, and regional style — each version produces a genuinely different dinner.",false,
43,Indian/South Asian,Chicken Curry,Chicken Saag,preparation,false,"Chicken curry has enormous real variation in spice base, sauce character, and regional style — each version produces a genuinely different dinner.",false,
43,Indian/South Asian,Chicken Curry,Yellow Chicken Curry,preparation,false,"Chicken curry has enormous real variation in spice base, sauce character, and regional style — each version produces a genuinely different dinner.",false,
44,Mexican/Tex-Mex,Fish Tacos,Baja-Style Beer-Battered Fish Tacos with Chipotle Crema and Cabbage Slaw,preparation,false,"Fish tacos vary meaningfully in how the fish is prepared and what dresses the taco — battered and fried, grilled, blackened, and their respective toppings and sauces are genuinely different eating experiences.",true,A fifth distinct version would require either repeating a preparation style or inventing a contrived distinction that wouldn't change what a person actually eats; four real versions beat five padded ones.
44,Mexican/Tex-Mex,Fish Tacos,"Grilled Fish Tacos with Avocado, Pico de Gallo, and Lime Crema",preparation,false,"Fish tacos vary meaningfully in how the fish is prepared and what dresses the taco — battered and fried, grilled, blackened, and their respective toppings and sauces are genuinely different eating experiences.",true,A fifth distinct version would require either repeating a preparation style or inventing a contrived distinction that wouldn't change what a person actually eats; four real versions beat five padded ones.
44,Mexican/Tex-Mex,Fish Tacos,Blackened Fish Tacos with Mango Salsa and Jalapeño Slaw,preparation,false,"Fish tacos vary meaningfully in how the fish is prepared and what dresses the taco — battered and fried, grilled, blackened, and their respective toppings and sauces are genuinely different eating experiences.",true,A fifth distinct version would require either repeating a preparation style or inventing a contrived distinction that wouldn't change what a person actually eats; four real versions beat five padded ones.
44,Mexican/Tex-Mex,Fish Tacos,Crispy Panko Fish Tacos with Pickled Red Onion and Cilantro-Lime Sauce,preparation,false,"Fish tacos vary meaningfully in how the fish is prepared and what dresses the taco — battered and fried, grilled, blackened, and their respective toppings and sauces are genuinely different eating experiences.",true,A fifth distinct version would require either repeating a preparation style or inventing a contrived distinction that wouldn't change what a person actually eats; four real versions beat five padded ones.
45,Casseroles/Bakes,Tuna Noodle Casserole,Classic Tuna Noodle Casserole with Crushed Cracker Topping,preparation,false,"Tuna noodle casserole has real latitude in its sauce base, topping, and mix-ins while remaining a complete one-dish meal that needs no separate sides.",true,The dish's identity is narrow enough that a fifth distinct version would require either duplicating a topping variation already covered or inventing a change substantial enough to make it a different casserole entirely.
45,Casseroles/Bakes,Tuna Noodle Casserole,Creamy Tuna Noodle Casserole with Buttered Breadcrumb Crust,preparation,false,"Tuna noodle casserole has real latitude in its sauce base, topping, and mix-ins while remaining a complete one-dish meal that needs no separate sides.",true,The dish's identity is narrow enough that a fifth distinct version would require either duplicating a topping variation already covered or inventing a change substantial enough to make it a different casserole entirely.
45,Casseroles/Bakes,Tuna Noodle Casserole,Cheesy Tuna Noodle Casserole with Cheddar and Crispy Onion Topping,preparation,false,"Tuna noodle casserole has real latitude in its sauce base, topping, and mix-ins while remaining a complete one-dish meal that needs no separate sides.",true,The dish's identity is narrow enough that a fifth distinct version would require either duplicating a topping variation already covered or inventing a change substantial enough to make it a different casserole entirely.
45,Casseroles/Bakes,Tuna Noodle Casserole,"Tuna Noodle Casserole with Peas, Lemon, and Parmesan Breadcrumbs",preparation,false,"Tuna noodle casserole has real latitude in its sauce base, topping, and mix-ins while remaining a complete one-dish meal that needs no separate sides.",true,The dish's identity is narrow enough that a fifth distinct version would require either duplicating a topping variation already covered or inventing a change substantial enough to make it a different casserole entirely.
46,Casseroles/Bakes,Stuffed Bell Peppers,Classic Beef and Rice Stuffed Bell Peppers,preparation,false,"Stuffed bell peppers have wide latitude in filling — protein, grain, seasoning, and sauce all vary meaningfully, producing genuinely different dinners while the dish's identity (a pepper vessel stuffed and baked) stays intact.",false,
46,Casseroles/Bakes,Stuffed Bell Peppers,Italian Sausage and Marinara Stuffed Bell Peppers,preparation,false,"Stuffed bell peppers have wide latitude in filling — protein, grain, seasoning, and sauce all vary meaningfully, producing genuinely different dinners while the dish's identity (a pepper vessel stuffed and baked) stays intact.",false,
46,Casseroles/Bakes,Stuffed Bell Peppers,Tex-Mex Ground Beef Stuffed Bell Peppers,preparation,false,"Stuffed bell peppers have wide latitude in filling — protein, grain, seasoning, and sauce all vary meaningfully, producing genuinely different dinners while the dish's identity (a pepper vessel stuffed and baked) stays intact.",false,
46,Casseroles/Bakes,Stuffed Bell Peppers,Turkey and Quinoa Stuffed Bell Peppers,preparation,false,"Stuffed bell peppers have wide latitude in filling — protein, grain, seasoning, and sauce all vary meaningfully, producing genuinely different dinners while the dish's identity (a pepper vessel stuffed and baked) stays intact.",false,
46,Casseroles/Bakes,Stuffed Bell Peppers,Vegetarian Black Bean and Corn Stuffed Bell Peppers,preparation,false,"Stuffed bell peppers have wide latitude in filling — protein, grain, seasoning, and sauce all vary meaningfully, producing genuinely different dinners while the dish's identity (a pepper vessel stuffed and baked) stays intact.",false,
47,Casseroles/Bakes,Cheesy Chicken and Rice Casserole,Classic Cream of Mushroom Cheesy Chicken and Rice Casserole,preparation,false,"The cheese profile, aromatics, vegetables mixed in, and seasoning direction all vary meaningfully while the dish remains the same baked chicken-and-rice casserole.",false,
47,Casseroles/Bakes,Cheesy Chicken and Rice Casserole,Broccoli Cheddar Chicken and Rice Casserole,preparation,false,"The cheese profile, aromatics, vegetables mixed in, and seasoning direction all vary meaningfully while the dish remains the same baked chicken-and-rice casserole.",false,
